year,seed,budget,complete_month_cells,candidate_month_cells,evaluation_month_cells,map_grid_cells,sampling_longitude_degrees,sampling_latitude_degrees,map_role
2005,0,5000,487488,390000,97488,40624,10.0,5.0,representative spatial pattern; not inferential replicate
