regime,budget_fraction,seed,random_rmse,coverage_rmse,rmse_gain,random_cell_cv,coverage_cell_cv,cell_cv_reduction,relative_rmse_gain_pct,spatial_test_fold
spatial_fold_2,0.2,10,21.398209824572348,21.951316945911103,-0.5531071213387548,1.7440442885735798,0.7324835158171875,1.0115607727563924,-2.584828945380289,2
spatial_fold_2,0.2,11,21.34416703838233,21.34170381060296,0.002463227779369248,1.716536494233786,0.7334640133663407,0.9830724808674453,0.01154051959460272,2
spatial_fold_2,0.2,12,21.9275907666628,22.368517861379235,-0.4409270947164359,1.753409176814384,0.7490724256876282,1.0043367511267558,-2.0108323773845282,2
spatial_fold_2,0.2,13,21.88804904575001,21.67612974442137,0.21191930132863845,1.680199320909582,0.7044252421242673,0.9757740787853147,0.9681963928611843,2
spatial_fold_2,0.2,14,22.04455107889249,21.725950680717112,0.3186003981753771,1.7010103636668066,0.7303529650018945,0.9706573986649121,1.4452569119469838,2
spatial_fold_2,0.2,15,22.15443181755702,21.75028537483632,0.4041464427206982,1.7398164038879085,0.7580336214433776,0.9817827824445309,1.8242239117160246,2
spatial_fold_2,0.2,16,21.324828536780178,21.409546412778525,-0.08471787599834713,1.7241470549755096,0.7246948775658767,0.9994521774096329,-0.39727342169354024,2
spatial_fold_2,0.2,17,22.09682840636306,21.22238534464306,0.8744430617199974,1.7101844383787124,0.7258819799859325,0.9843024583927799,3.9573238549845033,2
spatial_fold_2,0.2,18,21.81558248861941,21.273620985666454,0.5419615029529545,1.7667383021808163,0.7396228035755428,1.0271154986052735,2.4842861896338593,2
spatial_fold_2,0.2,19,22.57555069859803,21.941860271965645,0.6336904266323842,1.7077278371526952,0.7106304337947613,0.9970974033579338,2.8069766053225766,2
spatial_fold_3,0.2,0,26.52061264666763,26.462493943031333,0.05811870363629623,1.7053888010495342,0.7045041106262064,1.0008846904233277,0.21914540365491508,3
spatial_fold_3,0.2,1,26.129746069733987,25.326014487121583,0.8037315826124036,1.7267889880469782,0.7323368488927667,0.9944521391542115,3.0759257302670986,3
spatial_fold_3,0.2,2,25.58009661780769,25.190897674811158,0.3891989429965328,1.7092746118257307,0.7048897153527475,1.0043848964729833,1.5214912938428478,3
spatial_fold_3,0.2,3,25.975992377627342,25.28397802096404,0.6920143566633037,1.6918693972492818,0.7071008176440343,0.9847685796052474,2.664053586877871,3
spatial_fold_3,0.2,4,25.67804151074408,25.518777273243487,0.1592642375005937,1.66264881370954,0.7065077753248875,0.9561410383846526,0.6202351430655455,3
spatial_fold_3,0.2,5,26.81587661029279,25.273545893940423,1.5423307163523674,1.6818063487060564,0.7159294301252308,0.9658769185808256,5.751558074220746,3
spatial_fold_3,0.2,6,26.349370237515966,24.77802803339561,1.5713422041203557,1.7006223196614492,0.7347565263300071,0.9658657933314421,5.963490550081894,3
spatial_fold_3,0.2,7,25.495566298929106,25.64748933741116,-0.15192303848205313,1.718416679779714,0.7399394619711105,0.9784772178086035,-0.5958802275689573,3
spatial_fold_3,0.2,8,25.82236292194483,24.832525834583578,0.9898370873612521,1.7314183249776685,0.7260334298541397,1.005384895123529,3.8332552692923803,3
spatial_fold_3,0.2,9,26.007797051374123,25.137522091151133,0.8702749602229893,1.6848425551153094,0.7041100835805707,0.9807324715347387,3.346207902591305,3
spatial_fold_3,0.2,10,26.07522894098856,25.64019503526888,0.4350339057196777,1.686204321377878,0.7133081257886358,0.9728961955892421,1.668380004272303,3
spatial_fold_3,0.2,11,25.90891738770705,24.972073984125835,0.9368434035812143,1.6975325967728891,0.7218886734111445,0.9756439233617447,3.6159110377406836,3
spatial_fold_3,0.2,12,25.855750053488027,25.956603407845687,-0.10085335435766041,1.67488917607766,0.7108317071675986,0.9640574689100615,-0.39006160776239,3
spatial_fold_3,0.2,13,26.59280552733805,25.421016097957654,1.1717894293803965,1.7342860085404042,0.744010862110501,0.9902751464299031,4.406415216987048,3
