year,spatial_fold,strategy,budget,seed,months_covered,month_count_cv,mean_abs_equal_deviation_pp,max_abs_equal_deviation_pp,max_abs_candidate_deviation_pp
2005,3,spatial_coverage,1000,12,12,0.1141928193889616,0.8777777777777777,1.5333333333333323,1.5333333333333323
2005,3,spatial_coverage,5000,12,12,0.02674920559568078,0.17777777777777776,0.42666666666666686,0.42666666666666686
2005,3,random,1000,13,12,0.10303397497913007,0.7055555555555554,2.0666666666666664,2.0666666666666664
2005,3,random,5000,13,12,0.05693224042666861,0.40222222222222215,0.9466666666666665,0.9466666666666665
2005,3,historical_density,1000,13,12,0.18345571672749802,1.3222222222222224,2.666666666666667,2.666666666666667
2005,3,historical_density,5000,13,12,0.13261432803434176,0.8122222222222223,2.686666666666668,2.686666666666668
2005,3,spatial_coverage,1000,13,12,0.05865151319446073,0.4,1.1666666666666672,1.1666666666666672
2005,3,spatial_coverage,5000,13,12,0.03163289427162807,0.19555555555555576,0.6066666666666665,0.6066666666666665
2005,3,random,1000,14,12,0.09971960689854328,0.6444444444444443,2.0666666666666664,2.0666666666666664
2005,3,random,5000,14,12,0.04202094715734047,0.2611111111111113,0.8533333333333324,0.8533333333333324
2005,3,historical_density,1000,14,12,0.13702554506368514,1.0222222222222224,1.6666666666666676,1.6666666666666676
2005,3,historical_density,5000,14,12,0.14948658802715378,1.0277777777777777,2.686666666666668,2.686666666666668
2005,3,spatial_coverage,1000,14,12,0.11953242237987151,0.8055555555555557,1.8333333333333326,1.8333333333333326
2005,3,spatial_coverage,5000,14,12,0.03330345327439784,0.22111111111111129,0.6933333333333334,0.6933333333333334
2005,3,random,1000,15,12,0.10407689465006152,0.7,2.0666666666666664,2.0666666666666664
2005,3,random,5000,15,12,0.05684786715436209,0.4188888888888887,0.7066666666666666,0.7066666666666666
2005,3,historical_density,1000,15,12,0.15213152204589292,0.9833333333333335,2.433333333333333,2.433333333333333
2005,3,historical_density,5000,15,12,0.13456537444677216,0.928888888888889,2.3866666666666676,2.3866666666666676
2005,3,spatial_coverage,1000,15,12,0.10384603988597736,0.7166666666666665,1.8333333333333326,1.8333333333333326
2005,3,spatial_coverage,5000,15,12,0.040886183485378036,0.2733333333333332,0.6733333333333327,0.6733333333333327
2005,3,random,1000,16,12,0.0637495098020369,0.4499999999999998,1.1333333333333333,1.1333333333333333
2005,3,random,5000,16,12,0.040733278777923085,0.272222222222222,0.6933333333333334,0.6933333333333334
2005,3,historical_density,1000,16,12,0.16972919607421702,1.2666666666666664,2.133333333333333,2.133333333333333
2005,3,historical_density,5000,16,12,0.13102305140699477,0.922222222222222,1.9466666666666674,1.9466666666666674
2005,3,spatial_coverage,1000,16,12,0.13499629624548964,0.7388888888888887,2.666666666666667,2.666666666666667
2005,3,spatial_coverage,5000,16,12,0.031266595593380485,0.22888888888888903,0.4066666666666677,0.4066666666666677
2005,3,random,1000,17,12,0.1332066064427737,0.95,1.9333333333333327,1.9333333333333327
2005,3,random,5000,17,12,0.03471483832599541,0.2333333333333333,0.5533333333333335,0.5533333333333335
2005,3,historical_density,1000,17,12,0.1548676854608475,1.1055555555555552,1.9666666666666666,1.9666666666666666
2005,3,historical_density,5000,17,12,0.13509937083495246,0.8955555555555555,2.6466666666666665,2.6466666666666665
2005,3,spatial_coverage,1000,17,12,0.11862546101069535,0.7666666666666666,1.9333333333333327,1.9333333333333327
2005,3,spatial_coverage,5000,17,12,0.03286822173467862,0.22444444444444447,0.4866666666666672,0.4866666666666672
2005,3,random,1000,18,12,0.06280127387243033,0.42777777777777737,0.966666666666667,0.966666666666667
2005,3,random,5000,18,12,0.03923263947276553,0.2611111111111109,0.6866666666666674,0.6866666666666674
2005,3,historical_density,1000,18,12,0.12787493890516627,0.8722222222222223,2.0333333333333328,2.0333333333333328
2005,3,historical_density,5000,18,12,0.13314893916212775,0.9144444444444443,2.3866666666666676,2.3866666666666676
2005,3,spatial_coverage,1000,18,12,0.13175735273600483,0.9333333333333335,1.9666666666666666,1.9666666666666666
2005,3,spatial_coverage,5000,18,12,0.03178427284051029,0.20666666666666667,0.5866666666666673,0.5866666666666673
2005,3,random,1000,19,12,0.09402127418834527,0.6166666666666665,1.5666666666666675,1.5666666666666675
2005,3,random,5000,19,12,0.05592852581643825,0.3955555555555552,0.8733333333333329,0.8733333333333329
2005,3,historical_density,1000,19,12,0.16338910612400082,0.9833333333333331,2.9666666666666677,2.9666666666666677
2005,3,historical_density,5000,19,12,0.15439274594358376,0.9877777777777775,3.1266666666666665,3.1266666666666665
2005,3,spatial_coverage,1000,19,12,0.1363231455036158,0.8833333333333334,2.233333333333333,2.233333333333333
2005,3,spatial_coverage,5000,19,12,0.045708642508829764,0.35333333333333317,0.5933333333333333,0.5933333333333333
2005,4,random,1000,0,12,0.1292749008895385,0.9055555555555554,1.9666666666666666,1.9666666666666666
2005,4,random,5000,0,12,0.04858971084499268,0.3066666666666667,0.9133333333333327,0.9133333333333327
2005,4,historical_density,1000,0,12,0.19413397435791604,1.3055555555555556,2.833333333333333,2.833333333333333
2005,4,historical_density,5000,0,12,0.15267953366446987,0.9444444444444443,2.6466666666666665,2.6466666666666665
2005,4,spatial_coverage,1000,0,12,0.11142710621747297,0.772222222222222,1.9333333333333327,1.9333333333333327
2005,4,spatial_coverage,5000,0,12,0.04222605830526926,0.2900000000000001,0.6666666666666667,0.6666666666666667
2005,4,random,1000,1,12,0.12464349160706308,0.8611111111111112,1.9666666666666666,1.9666666666666666
2005,4,random,5000,1,12,0.046178783006917794,0.28222222222222204,0.966666666666667,0.966666666666667
2005,4,historical_density,1000,1,12,0.18708286933869708,1.3055555555555556,3.2666666666666675,3.2666666666666675
2005,4,historical_density,5000,1,12,0.15793061767751052,1.0255555555555558,2.586666666666668,2.586666666666668
2005,4,spatial_coverage,1000,1,12,0.09703607576566563,0.6888888888888888,1.2666666666666673,1.2666666666666673
2005,4,spatial_coverage,5000,1,12,0.029037906260610456,0.1644444444444444,0.5333333333333329,0.5333333333333329
2005,4,random,1000,2,12,0.1001998003990028,0.7333333333333334,1.5666666666666675,1.5666666666666675
2005,4,random,5000,2,12,0.04812317529008243,0.35,0.5866666666666673,0.5866666666666673
2005,4,historical_density,1000,2,12,0.2094755355644186,1.4833333333333332,3.1333333333333333,3.1333333333333333
2005,4,historical_density,5000,2,12,0.1600709842538616,1.0244444444444443,2.9466666666666668,2.9466666666666668
2005,4,spatial_coverage,1000,2,12,0.11012719918348965,0.7277777777777776,1.8666666666666665,1.8666666666666665
2005,4,spatial_coverage,5000,2,12,0.02674920559568078,0.21,0.36666666666666653,0.36666666666666653
2005,4,random,1000,3,12,0.1410815367083872,0.9388888888888888,2.866666666666667,2.866666666666667
2005,4,random,5000,3,12,0.0446676616804596,0.30555555555555564,0.6866666666666674,0.6866666666666674
2005,4,historical_density,1000,3,12,0.17556765077883796,1.2333333333333334,2.866666666666667,2.866666666666667
2005,4,historical_density,5000,3,12,0.1599539933855982,1.028888888888889,2.7466666666666666,2.7466666666666666
2005,4,spatial_coverage,1000,3,12,0.07889233169326408,0.5277777777777777,1.2333333333333334,1.2333333333333334
2005,4,spatial_coverage,5000,3,12,0.034783904323695464,0.2344444444444443,0.5133333333333323,0.5133333333333323
2005,4,random,1000,4,12,0.11565465835840769,0.827777777777778,1.7666666666666677,1.7666666666666677
2005,4,random,5000,4,12,0.03301393645114136,0.21999999999999983,0.5866666666666673,0.5866666666666673
2005,4,historical_density,1000,4,12,0.17915356541246955,1.2444444444444445,2.733333333333333,2.733333333333333
2005,4,historical_density,5000,4,12,0.13219742811416568,0.8522222222222221,2.2466666666666675,2.2466666666666675
2005,4,spatial_coverage,1000,4,12,0.06740919818541087,0.49999999999999983,0.8666666666666669,0.8666666666666669
2005,4,spatial_coverage,5000,4,12,0.029740208472705764,0.2133333333333332,0.44666666666666743,0.44666666666666743
2005,4,random,1000,5,12,0.09728309205612247,0.711111111111111,1.5333333333333323,1.5333333333333323
2005,4,random,5000,5,12,0.04368981574692207,0.3199999999999998,0.6666666666666667,0.6666666666666667
2005,4,historical_density,1000,5,12,0.22547727158186032,1.3666666666666667,4.033333333333333,4.033333333333333
2005,4,historical_density,5000,5,12,0.1727870365507783,1.0377777777777775,3.013333333333333,3.013333333333333
2005,4,spatial_coverage,1000,5,12,0.07766595135579041,0.5666666666666667,1.066666666666667,1.066666666666667
2005,4,spatial_coverage,5000,5,12,0.04361284214540483,0.2599999999999996,0.9466666666666665,0.9466666666666665
2005,4,random,1000,6,12,0.08447484832777151,0.6499999999999999,1.1333333333333333,1.1333333333333333
2005,4,random,5000,6,12,0.029415642097360375,0.1788888888888886,0.6666666666666667,0.6666666666666667
2005,4,historical_density,1000,6,12,0.15937377450509227,1.2,2.366666666666667,2.366666666666667
2005,4,historical_density,5000,6,12,0.14973363015702248,0.8999999999999998,2.866666666666667,2.866666666666667
2005,4,spatial_coverage,1000,6,12,0.13746272221951666,0.9388888888888888,2.0666666666666664,2.0666666666666664
2005,4,spatial_coverage,5000,6,12,0.031799371062962864,0.21888888888888897,0.6466666666666676,0.6466666666666676
2005,4,random,1000,7,12,0.12815615474880634,0.7833333333333333,2.7666666666666675,2.7666666666666675
2005,4,random,5000,7,12,0.04072149309639812,0.23333333333333345,0.8933333333333335,0.8933333333333335
2005,4,historical_density,1000,7,12,0.2067075228432676,1.3499999999999999,3.366666666666668,3.366666666666668
2005,4,historical_density,5000,7,12,0.16042443704124382,1.0088888888888887,2.986666666666667,2.986666666666667
2005,4,spatial_coverage,1000,7,12,0.09182592226599198,0.6277777777777778,1.4333333333333322,1.4333333333333322
2005,4,spatial_coverage,5000,7,12,0.037786770171582544,0.2277777777777773,0.7066666666666666,0.7066666666666666
2005,4,random,1000,8,12,0.10115334893121433,0.672222222222222,1.6666666666666676,1.6666666666666676
2005,4,random,5000,8,12,0.048322251603169324,0.2988888888888888,0.8266666666666672,0.8266666666666672
2005,4,historical_density,1000,8,12,0.20959007610094518,1.311111111111111,3.7666666666666666,3.7666666666666666
2005,4,historical_density,5000,8,12,0.15983091065247673,1.0022222222222221,2.5666666666666673,2.5666666666666673
2005,4,spatial_coverage,1000,8,12,0.0730479294709987,0.5333333333333332,1.066666666666667,1.066666666666667
2005,4,spatial_coverage,5000,8,12,0.030864866758176682,0.19222222222222185,0.5733333333333326,0.5733333333333326
2005,4,random,1000,9,12,0.136850283156448,0.8611111111111113,2.366666666666667,2.366666666666667
2005,4,random,5000,9,12,0.03857875062777434,0.2655555555555555,0.5733333333333326,0.5733333333333326
2005,4,historical_density,1000,9,12,0.12796874618437112,0.8777777777777779,2.0333333333333328,2.0333333333333328
2005,4,historical_density,5000,9,12,0.1691427799227623,1.0611111111111107,2.7466666666666666,2.7466666666666666
2005,4,spatial_coverage,1000,9,12,0.07435052118176443,0.477777777777778,1.2333333333333334,1.2333333333333334
2005,4,spatial_coverage,5000,9,12,0.026205342966654718,0.1644444444444445,0.5333333333333329,0.5333333333333329
2005,4,random,1000,10,12,0.09715966241192896,0.6444444444444443,1.6333333333333324,1.6333333333333324
2005,4,random,5000,10,12,0.02852086955196142,0.19666666666666652,0.47333333333333255,0.47333333333333255
2005,4,historical_density,1000,10,12,0.16572265988693277,1.1277777777777775,2.433333333333333,2.433333333333333
2005,4,historical_density,5000,10,12,0.12963086052325656,0.771111111111111,2.1466666666666674,2.1466666666666674
2005,4,spatial_coverage,1000,10,12,0.07964923100695952,0.5833333333333333,1.066666666666667,1.066666666666667
2005,4,spatial_coverage,5000,10,12,0.02111302915263463,0.15111111111111125,0.286666666666667,0.286666666666667
2005,4,random,1000,11,12,0.10268398122394749,0.672222222222222,1.7666666666666677,1.7666666666666677
2005,4,random,5000,11,12,0.05588559742903354,0.4044444444444445,0.8533333333333324,0.8533333333333324
2005,4,historical_density,1000,11,12,0.2261150149813143,1.4999999999999998,3.8666666666666667,3.8666666666666667
2005,4,historical_density,5000,11,12,0.13673448723712683,0.8077777777777774,2.466666666666667,2.466666666666667
2005,4,spatial_coverage,1000,11,12,0.06203224967708329,0.4722222222222219,0.7666666666666668,0.7666666666666668
2005,4,spatial_coverage,5000,11,12,0.04533960740897521,0.3166666666666668,0.633333333333333,0.633333333333333
2005,4,random,1000,12,12,0.1061319932913728,0.6055555555555554,1.8333333333333326,1.8333333333333326
2005,4,random,5000,12,12,0.041096958524932226,0.25888888888888906,0.7933333333333334,0.7933333333333334
2005,4,historical_density,1000,12,12,0.11281843820936363,0.7444444444444444,2.0333333333333328,2.0333333333333328
2005,4,historical_density,5000,12,12,0.13648853431698943,0.8522222222222222,2.2466666666666675,2.2466666666666675
2005,4,spatial_coverage,1000,12,12,0.0812896057316063,0.5388888888888891,1.2666666666666673,1.2666666666666673
2005,4,spatial_coverage,5000,12,12,0.03749346609744156,0.2766666666666666,0.5066666666666677,0.5066666666666677
2005,4,random,1000,13,12,0.10533755265810955,0.7166666666666666,2.166666666666667,2.166666666666667
2005,4,random,5000,13,12,0.05590277273982033,0.3866666666666666,1.0066666666666668,1.0066666666666668
2005,4,historical_density,1000,13,12,0.20396078054371142,1.5333333333333332,2.633333333333333,2.633333333333333
2005,4,historical_density,5000,13,12,0.1519863151734392,0.9199999999999999,2.6466666666666665,2.6466666666666665
2005,4,spatial_coverage,1000,13,12,0.11513470371699404,0.711111111111111,2.2666666666666666,2.2666666666666666
2005,4,spatial_coverage,5000,13,12,0.02888875213642846,0.20000000000000004,0.5133333333333323,0.5133333333333323
2005,4,random,1000,14,12,0.10280077820717118,0.661111111111111,2.0666666666666664,2.0666666666666664
2005,4,random,5000,14,12,0.04195235392680605,0.25444444444444464,0.9133333333333327,0.9133333333333327
2005,4,historical_density,1000,14,12,0.1958570907575215,1.4,2.833333333333333,2.833333333333333
2005,4,historical_density,5000,14,12,0.16177713064583632,0.9477777777777774,2.7866666666666666,2.7866666666666666
2005,4,spatial_coverage,1000,14,12,0.09312357381458253,0.5944444444444443,1.6333333333333324,1.6333333333333324
2005,4,spatial_coverage,5000,14,12,0.032765835866035826,0.23333333333333345,0.4866666666666672,0.4866666666666672
2005,4,random,1000,15,12,0.1051094667477673,0.7,2.0666666666666664,2.0666666666666664
2005,4,random,5000,15,12,0.05501999636495808,0.3988888888888886,0.7466666666666677,0.7466666666666677
2005,4,historical_density,1000,15,12,0.17364331256918591,1.2611111111111113,3.2333333333333334,3.2333333333333334
2005,4,historical_density,5000,15,12,0.1724644890984808,1.0577777777777775,2.8466666666666667,2.8466666666666667
2005,4,spatial_coverage,1000,15,12,0.1753624817342638,1.022222222222222,3.6666666666666665,3.6666666666666665
2005,4,spatial_coverage,5000,15,12,0.04079215610874227,0.31,0.526666666666667,0.526666666666667
2005,4,random,1000,16,12,0.07626270385975048,0.5444444444444445,1.1333333333333333,1.1333333333333333
2005,4,random,5000,16,12,0.040780387442985386,0.26333333333333314,0.7533333333333323,0.7533333333333323
2005,4,historical_density,1000,16,12,0.21535087647836496,1.5166666666666666,2.666666666666667,2.666666666666667
2005,4,historical_density,5000,16,12,0.1452754624842062,0.9522222222222222,2.2466666666666675,2.2466666666666675
2005,4,spatial_coverage,1000,16,12,0.08890444308357148,0.6888888888888888,1.1666666666666672,1.1666666666666672
2005,4,spatial_coverage,5000,16,12,0.022112439937736404,0.1455555555555556,0.39333333333333304,0.39333333333333304
2005,4,random,1000,17,12,0.12721635115031404,0.9333333333333332,1.9333333333333327,1.9333333333333327
2005,4,random,5000,17,12,0.03552126123886932,0.2511111111111111,0.5333333333333329,0.5333333333333329
2005,4,historical_density,1000,17,12,0.17834797447686365,1.2,3.0666666666666673,3.0666666666666673
2005,4,historical_density,5000,17,12,0.14353368942516595,0.9577777777777777,2.4866666666666677,2.4866666666666677
2005,4,spatial_coverage,1000,17,12,0.07386474125047755,0.4222222222222217,1.7333333333333325,1.7333333333333325
2005,4,spatial_coverage,5000,17,12,0.02402665186828993,0.14666666666666658,0.36666666666666653,0.36666666666666653
2005,4,random,1000,18,12,0.05844655678480983,0.40555555555555545,0.966666666666667,0.966666666666667
2005,4,random,5000,18,12,0.04173439828247198,0.26555555555555554,0.7866666666666675,0.7866666666666675
2005,4,historical_density,1000,18,12,0.1647057983193063,1.1166666666666667,2.366666666666667,2.366666666666667
2005,4,historical_density,5000,18,12,0.14700965954657538,0.9711111111111109,2.3066666666666666,2.3066666666666666
2005,4,spatial_coverage,1000,18,12,0.08781799360040062,0.5666666666666667,1.3666666666666674,1.3666666666666674
2005,4,spatial_coverage,5000,18,12,0.026659332324722614,0.1811111111111113,0.45333333333333337,0.45333333333333337
2005,4,random,1000,19,12,0.12946041866145808,0.8666666666666665,2.366666666666667,2.366666666666667
2005,4,random,5000,19,12,0.05822439351337203,0.4055555555555553,0.9533333333333325,0.9533333333333325
2005,4,historical_density,1000,19,12,0.18867962264113208,1.2000000000000002,3.366666666666668,3.366666666666668
2005,4,historical_density,5000,19,12,0.16992986788672557,1.0288888888888887,3.5066666666666677,3.5066666666666677
2005,4,spatial_coverage,1000,19,12,0.06164414002968977,0.43888888888888866,0.8666666666666669,0.8666666666666669
2005,4,spatial_coverage,5000,19,12,0.030818176454813155,0.1944444444444443,0.5466666666666675,0.5466666666666675
2010,0,random,1000,0,12,0.07337574531137657,0.4444444444444439,1.5333333333333323,1.5333333333333323
2010,0,random,5000,0,12,0.0504031745031997,0.3066666666666667,1.0333333333333332,1.0333333333333332
2010,0,historical_density,1000,0,12,0.19394844675841053,1.311111111111111,3.733333333333333,3.733333333333333
2010,0,historical_density,5000,0,12,0.15163535207859674,1.008888888888889,2.506666666666667,2.506666666666667
2010,0,spatial_coverage,1000,0,12,0.06505382386916238,0.4277777777777777,1.2333333333333334,1.2333333333333334
2010,0,spatial_coverage,5000,0,12,0.044203167307332175,0.29999999999999993,0.6533333333333335,0.6533333333333335
2010,0,random,1000,1,12,0.12464349160706308,0.8777777777777779,1.7666666666666677,1.7666666666666677
2010,0,random,5000,1,12,0.047692347394524416,0.31888888888888883,0.8866666666666676,0.8866666666666676
2010,0,historical_density,1000,1,12,0.1491039905569264,1.0500000000000003,2.433333333333333,2.433333333333333
2010,0,historical_density,5000,1,12,0.1513819011639106,1.028888888888889,2.9466666666666668,2.9466666666666668
2010,0,spatial_coverage,1000,1,12,0.10725670142233537,0.6833333333333332,1.7666666666666677,1.7666666666666677
2010,0,spatial_coverage,5000,1,12,0.03001333037168651,0.2099999999999999,0.42666666666666686,0.42666666666666686
2010,0,random,1000,2,12,0.12588883985484972,0.8777777777777775,1.7666666666666677,1.7666666666666677
2010,0,random,5000,2,12,0.0468597908659439,0.3366666666666667,0.6066666666666665,0.6066666666666665
2010,0,historical_density,1000,2,12,0.18611824198610946,1.2055555555555553,3.2333333333333334,3.2333333333333334
2010,0,historical_density,5000,2,12,0.14983938067143762,0.89,3.1066666666666674,3.1066666666666674
2010,0,spatial_coverage,1000,2,12,0.1179152237838694,0.8333333333333334,1.7666666666666677,1.7666666666666677
2010,0,spatial_coverage,5000,2,12,0.03759574444002938,0.25999999999999995,0.6733333333333327,0.6733333333333327
2010,0,random,1000,3,12,0.14436065946094873,0.9722222222222221,2.866666666666667,2.866666666666667
2010,0,random,5000,3,12,0.043590824722640885,0.2944444444444445,0.7466666666666677,0.7466666666666677
2010,0,historical_density,1000,3,12,0.16397560794215707,1.1333333333333333,2.2666666666666666,2.2666666666666666
2010,0,historical_density,5000,3,12,0.14945447467372797,0.9677777777777776,2.8466666666666667,2.8466666666666667
2010,0,spatial_coverage,1000,3,12,0.10115334893121433,0.6833333333333332,1.7333333333333325,1.7333333333333325
2010,0,spatial_coverage,5000,3,12,0.023866294224282072,0.1544444444444448,0.45333333333333337,0.45333333333333337
2010,0,random,1000,4,12,0.14535473848485297,0.961111111111111,2.333333333333333,2.333333333333333
2010,0,random,5000,4,12,0.03328903723450109,0.1911111111111111,0.6466666666666676,0.6466666666666676
2010,0,historical_density,1000,4,12,0.179019552004802,1.1611111111111112,3.633333333333333,3.633333333333333
2010,0,historical_density,5000,4,12,0.1435470654524153,0.9444444444444444,2.7666666666666675,2.7666666666666675
2010,0,spatial_coverage,1000,4,12,0.13693794214898952,0.8333333333333334,2.733333333333333,2.733333333333333
2010,0,spatial_coverage,5000,4,12,0.02333752343330371,0.15444444444444466,0.4333333333333328,0.4333333333333328
2010,0,random,1000,5,12,0.09752948272189287,0.7277777777777776,1.5333333333333323,1.5333333333333323
2010,0,random,5000,5,12,0.04396362132490908,0.3233333333333335,0.6466666666666676,0.6466666666666676
2010,0,historical_density,1000,5,12,0.23896443249990157,1.5777777777777775,4.333333333333333,4.333333333333333
2010,0,historical_density,5000,5,12,0.1770541160210629,1.102222222222222,3.3066666666666675,3.3066666666666675
2010,0,spatial_coverage,1000,5,12,0.062417946137308944,0.4277777777777777,0.9333333333333332,0.9333333333333332
2010,0,spatial_coverage,5000,5,12,0.02986904752415115,0.2311111111111111,0.4333333333333328,0.4333333333333328
2010,0,random,1000,6,12,0.0914330356052997,0.7,1.2333333333333334,1.2333333333333334
2010,0,random,5000,6,12,0.03009318859808644,0.17666666666666664,0.6666666666666667,0.6666666666666667
2010,0,historical_density,1000,6,12,0.12309346042743295,0.9333333333333335,1.6333333333333324,1.6333333333333324
2010,0,historical_density,5000,6,12,0.13187023925056024,0.9000000000000001,2.366666666666667,2.366666666666667
2010,0,spatial_coverage,1000,6,12,0.1081480466767662,0.7055555555555555,1.6333333333333324,1.6333333333333324
2010,0,spatial_coverage,5000,6,12,0.03975525122546705,0.2911111111111109,0.626666666666667,0.626666666666667
2010,0,random,1000,7,12,0.12162236636408619,0.8499999999999999,2.233333333333333,2.233333333333333
2010,0,random,5000,7,12,0.038128204783335916,0.21666666666666662,0.8733333333333329,0.8733333333333329
2010,0,historical_density,1000,7,12,0.1964077391550547,1.322222222222222,3.1333333333333333,3.1333333333333333
2010,0,historical_density,5000,7,12,0.1693101296437989,1.0177777777777774,3.386666666666667,3.386666666666667
2010,0,spatial_coverage,1000,7,12,0.09465727652959387,0.6499999999999998,1.4666666666666675,1.4666666666666675
2010,0,spatial_coverage,5000,7,12,0.023026940743398807,0.17666666666666664,0.3333333333333327,0.3333333333333327
2010,0,random,1000,8,12,0.10079682534683321,0.672222222222222,1.6666666666666676,1.6666666666666676
2010,0,random,5000,8,12,0.04800333321760063,0.3022222222222221,0.7933333333333334,0.7933333333333334
2010,0,historical_density,1000,8,12,0.2026030601940652,1.3388888888888888,3.0666666666666673,3.0666666666666673
2010,0,historical_density,5000,8,12,0.16606408401577988,1.102222222222222,2.866666666666667,2.866666666666667
2010,0,spatial_coverage,1000,8,12,0.10055844071981228,0.6388888888888891,1.9333333333333327,1.9333333333333327
2010,0,spatial_coverage,5000,8,12,0.030583655765784444,0.20333333333333328,0.5533333333333335,0.5533333333333335
2010,0,random,1000,9,12,0.13867948658687776,0.8944444444444444,2.2666666666666666,2.2666666666666666
2010,0,random,5000,9,12,0.03815337468691334,0.2611111111111113,0.5533333333333335,0.5533333333333335
2010,0,historical_density,1000,9,12,0.11196428001822724,0.8444444444444443,1.6333333333333324,1.6333333333333324
2010,0,historical_density,5000,9,12,0.1588307275057317,1.0344444444444445,2.806666666666667,2.806666666666667
2010,0,spatial_coverage,1000,9,12,0.12626955294131678,0.8888888888888887,2.166666666666667,2.166666666666667
2010,0,spatial_coverage,5000,9,12,0.025984610830258742,0.17666666666666675,0.4066666666666677,0.4066666666666677
2010,0,random,1000,10,12,0.10043903623591777,0.6944444444444443,1.7333333333333325,1.7333333333333325
2010,0,random,5000,10,12,0.029480841236301247,0.19666666666666666,0.47333333333333255,0.47333333333333255
2010,0,historical_density,1000,10,12,0.15110261414019283,1.027777777777778,2.933333333333333,2.933333333333333
2010,0,historical_density,5000,10,12,0.12697842336397158,0.8255555555555556,2.166666666666667,2.166666666666667
2010,0,spatial_coverage,1000,10,12,0.0805481222624091,0.5444444444444442,1.3666666666666674,1.3666666666666674
2010,0,spatial_coverage,5000,10,12,0.02795997138768207,0.16999999999999976,0.5733333333333326,0.5733333333333326
2010,0,random,1000,11,12,0.10892199043352083,0.7000000000000001,1.9666666666666666,1.9666666666666666
2010,0,random,5000,11,12,0.05528109984434101,0.3911111111111112,0.8533333333333324,0.8533333333333324
2010,0,historical_density,1000,11,12,0.22408926792686884,1.488888888888889,3.966666666666667,3.966666666666667
2010,0,historical_density,5000,11,12,0.14470604686743396,0.851111111111111,2.7266666666666675,2.7266666666666675
2010,0,spatial_coverage,1000,11,12,0.11131936040060596,0.5222222222222223,2.633333333333333,2.633333333333333
2010,0,spatial_coverage,5000,11,12,0.03539943502374014,0.25777777777777783,0.6533333333333335,0.6533333333333335
2010,0,random,1000,12,12,0.10067770358922574,0.7777777777777779,1.1666666666666672,1.1666666666666672
2010,0,random,5000,12,12,0.04012779585275025,0.25888888888888906,0.7733333333333328,0.7733333333333328
2010,0,historical_density,1000,12,12,0.14650597257449952,0.8944444444444444,3.1333333333333333,3.1333333333333333
2010,0,historical_density,5000,12,12,0.12663017018072745,0.8522222222222222,2.2466666666666675,2.2466666666666675
2010,0,spatial_coverage,1000,12,12,0.10103464752252073,0.6944444444444443,1.6666666666666676,1.6666666666666676
2010,0,spatial_coverage,5000,12,12,0.031097266760922896,0.23666666666666641,0.42666666666666686,0.42666666666666686
2010,0,random,1000,13,12,0.10419213022104885,0.7,2.166666666666667,2.166666666666667
2010,0,random,5000,13,12,0.05579964157590979,0.39333333333333304,0.966666666666667,0.966666666666667
2010,0,historical_density,1000,13,12,0.20525106577067997,1.4944444444444447,3.1333333333333333,3.1333333333333333
2010,0,historical_density,5000,13,12,0.1553040888064445,0.9855555555555555,3.0066666666666673,3.0066666666666673
2010,0,spatial_coverage,1000,13,12,0.0478330429724056,0.3388888888888886,0.7666666666666668,0.7666666666666668
2010,0,spatial_coverage,5000,13,12,0.044882067688554635,0.2900000000000001,0.8866666666666676,0.8866666666666676
2010,0,random,1000,14,12,0.09678842906050289,0.5611111111111112,1.9666666666666666,1.9666666666666666
2010,0,random,5000,14,12,0.040650707250919994,0.2511111111111111,0.8333333333333331,0.8333333333333331
2010,0,historical_density,1000,14,12,0.17955500549970754,1.2999999999999998,2.633333333333333,2.633333333333333
2010,0,historical_density,5000,14,12,0.15080371348212881,0.9922222222222223,2.686666666666668,2.686666666666668
2010,0,spatial_coverage,1000,14,12,0.0380525951808809,0.25555555555555576,0.8333333333333331,0.8333333333333331
2010,0,spatial_coverage,5000,14,12,0.036230373997517606,0.2655555555555555,0.5866666666666673,0.5866666666666673
2010,0,random,1000,15,12,0.1032666451474047,0.6666666666666667,2.0666666666666664,2.0666666666666664
2010,0,random,5000,15,12,0.053507382668188885,0.39222222222222203,0.7066666666666666,0.7066666666666666
2010,0,historical_density,1000,15,12,0.15393505123915088,1.0666666666666667,2.433333333333333,2.433333333333333
2010,0,historical_density,5000,15,12,0.15483048795376186,1.012222222222222,2.606666666666667,2.606666666666667
2010,0,spatial_coverage,1000,15,12,0.09703607576566563,0.672222222222222,1.6666666666666676,1.6666666666666676
2010,0,spatial_coverage,5000,15,12,0.02982079811138528,0.21666666666666673,0.4866666666666672,0.4866666666666672
2010,0,random,1000,16,12,0.06542170893518451,0.4666666666666665,1.1333333333333333,1.1333333333333333
2010,0,random,5000,16,12,0.040390097796365876,0.2722222222222223,0.6733333333333327,0.6733333333333327
2010,0,historical_density,1000,16,12,0.17733583958128712,1.2277777777777776,2.433333333333333,2.433333333333333
2010,0,historical_density,5000,16,12,0.13374602797840388,0.9400000000000001,2.2466666666666675,2.2466666666666675
2010,0,spatial_coverage,1000,16,12,0.1199333148045196,0.8055555555555557,1.8333333333333326,1.8333333333333326
2010,0,spatial_coverage,5000,16,12,0.03178427284051029,0.22111111111111104,0.5466666666666675,0.5466666666666675
