year,spatial_fold,strategy,budget,seed,months_covered,month_count_cv,mean_abs_equal_deviation_pp,max_abs_equal_deviation_pp,max_abs_candidate_deviation_pp
2005,0,spatial_coverage,5000,9,12,0.025984610830258742,0.17666666666666675,0.4066666666666677,0.4066666666666677
2005,0,random,1000,10,12,0.10043903623591777,0.6944444444444443,1.7333333333333325,1.7333333333333325
2005,0,random,5000,10,12,0.029480841236301247,0.19666666666666666,0.47333333333333255,0.47333333333333255
2005,0,historical_density,1000,10,12,0.15110261414019283,1.027777777777778,2.933333333333333,2.933333333333333
2005,0,historical_density,5000,10,12,0.12697842336397158,0.8255555555555556,2.166666666666667,2.166666666666667
2005,0,spatial_coverage,1000,10,12,0.0805481222624091,0.5444444444444442,1.3666666666666674,1.3666666666666674
2005,0,spatial_coverage,5000,10,12,0.02795997138768207,0.16999999999999976,0.5733333333333326,0.5733333333333326
2005,0,random,1000,11,12,0.10892199043352083,0.7000000000000001,1.9666666666666666,1.9666666666666666
2005,0,random,5000,11,12,0.05528109984434101,0.3911111111111112,0.8533333333333324,0.8533333333333324
2005,0,historical_density,1000,11,12,0.22408926792686884,1.488888888888889,3.966666666666667,3.966666666666667
2005,0,historical_density,5000,11,12,0.14470604686743396,0.851111111111111,2.7266666666666675,2.7266666666666675
2005,0,spatial_coverage,1000,11,12,0.11131936040060596,0.5222222222222223,2.633333333333333,2.633333333333333
2005,0,spatial_coverage,5000,11,12,0.03539943502374014,0.25777777777777783,0.6533333333333335,0.6533333333333335
2005,0,random,1000,12,12,0.10067770358922574,0.7777777777777779,1.1666666666666672,1.1666666666666672
2005,0,random,5000,12,12,0.04012779585275025,0.25888888888888906,0.7733333333333328,0.7733333333333328
2005,0,historical_density,1000,12,12,0.14650597257449952,0.8944444444444444,3.1333333333333333,3.1333333333333333
2005,0,historical_density,5000,12,12,0.12663017018072745,0.8522222222222222,2.2466666666666675,2.2466666666666675
2005,0,spatial_coverage,1000,12,12,0.10103464752252073,0.6944444444444443,1.6666666666666676,1.6666666666666676
2005,0,spatial_coverage,5000,12,12,0.031097266760922896,0.23666666666666641,0.42666666666666686,0.42666666666666686
2005,0,random,1000,13,12,0.10419213022104885,0.7,2.166666666666667,2.166666666666667
2005,0,random,5000,13,12,0.05579964157590979,0.39333333333333304,0.966666666666667,0.966666666666667
2005,0,historical_density,1000,13,12,0.20525106577067997,1.4944444444444447,3.1333333333333333,3.1333333333333333
2005,0,historical_density,5000,13,12,0.1553040888064445,0.9855555555555555,3.0066666666666673,3.0066666666666673
2005,0,spatial_coverage,1000,13,12,0.0478330429724056,0.3388888888888886,0.7666666666666668,0.7666666666666668
2005,0,spatial_coverage,5000,13,12,0.044882067688554635,0.2900000000000001,0.8866666666666676,0.8866666666666676
2005,0,random,1000,14,12,0.09678842906050289,0.5611111111111112,1.9666666666666666,1.9666666666666666
2005,0,random,5000,14,12,0.040650707250919994,0.2511111111111111,0.8333333333333331,0.8333333333333331
2005,0,historical_density,1000,14,12,0.17955500549970754,1.2999999999999998,2.633333333333333,2.633333333333333
2005,0,historical_density,5000,14,12,0.15080371348212881,0.9922222222222223,2.686666666666668,2.686666666666668
2005,0,spatial_coverage,1000,14,12,0.0380525951808809,0.25555555555555576,0.8333333333333331,0.8333333333333331
2005,0,spatial_coverage,5000,14,12,0.036230373997517606,0.2655555555555555,0.5866666666666673,0.5866666666666673
2005,0,random,1000,15,12,0.1032666451474047,0.6666666666666667,2.0666666666666664,2.0666666666666664
2005,0,random,5000,15,12,0.053507382668188885,0.39222222222222203,0.7066666666666666,0.7066666666666666
2005,0,historical_density,1000,15,12,0.15393505123915088,1.0666666666666667,2.433333333333333,2.433333333333333
2005,0,historical_density,5000,15,12,0.15483048795376186,1.012222222222222,2.606666666666667,2.606666666666667
2005,0,spatial_coverage,1000,15,12,0.09703607576566563,0.672222222222222,1.6666666666666676,1.6666666666666676
2005,0,spatial_coverage,5000,15,12,0.02982079811138528,0.21666666666666673,0.4866666666666672,0.4866666666666672
2005,0,random,1000,16,12,0.06542170893518451,0.4666666666666665,1.1333333333333333,1.1333333333333333
2005,0,random,5000,16,12,0.040390097796365876,0.2722222222222223,0.6733333333333327,0.6733333333333327
2005,0,historical_density,1000,16,12,0.17733583958128712,1.2277777777777776,2.433333333333333,2.433333333333333
2005,0,historical_density,5000,16,12,0.13374602797840388,0.9400000000000001,2.2466666666666675,2.2466666666666675
2005,0,spatial_coverage,1000,16,12,0.1199333148045196,0.8055555555555557,1.8333333333333326,1.8333333333333326
2005,0,spatial_coverage,5000,16,12,0.03178427284051029,0.22111111111111104,0.5466666666666675,0.5466666666666675
2005,0,random,1000,17,12,0.13293607486307094,0.95,1.9333333333333327,1.9333333333333327
2005,0,random,5000,17,12,0.03314453197738655,0.2200000000000002,0.5333333333333329,0.5333333333333329
2005,0,historical_density,1000,17,12,0.1652150114245071,1.1611111111111112,2.733333333333333,2.733333333333333
2005,0,historical_density,5000,17,12,0.14686592525157086,1.011111111111111,2.586666666666668,2.586666666666668
2005,0,spatial_coverage,1000,17,12,0.09752948272189287,0.65,1.7333333333333325,1.7333333333333325
2005,0,spatial_coverage,5000,17,12,0.03897486369443773,0.2711111111111111,0.7533333333333323,0.7533333333333323
2005,0,random,1000,18,12,0.0620322496770833,0.43888888888888866,0.966666666666667,0.966666666666667
2005,0,random,5000,18,12,0.04370080090799252,0.2944444444444442,0.7866666666666675,0.7866666666666675
2005,0,historical_density,1000,18,12,0.14666969693839285,0.9555555555555555,2.433333333333333,2.433333333333333
2005,0,historical_density,5000,18,12,0.13371013424568834,0.928888888888889,2.366666666666667,2.366666666666667
2005,0,spatial_coverage,1000,18,12,0.12092973166264782,0.7888888888888886,1.9666666666666666,1.9666666666666666
2005,0,spatial_coverage,5000,18,12,0.023501489314509405,0.16777777777777791,0.3133333333333335,0.3133333333333335
2005,0,random,1000,19,12,0.1304760514424007,0.8666666666666665,2.366666666666667,2.366666666666667
2005,0,random,5000,19,12,0.05851222094571355,0.40555555555555545,0.9533333333333325,0.9533333333333325
2005,0,historical_density,1000,19,12,0.1759772712596715,1.1722222222222225,2.9666666666666677,2.9666666666666677
2005,0,historical_density,5000,19,12,0.1781109766409695,1.0377777777777775,3.6666666666666665,3.6666666666666665
2005,0,spatial_coverage,1000,19,12,0.09247702417357515,0.6166666666666665,1.6333333333333324,1.6333333333333324
2005,0,spatial_coverage,5000,19,12,0.026605262637305428,0.17333333333333334,0.4933333333333331,0.4933333333333331
2005,1,random,1000,0,12,0.0728834686331544,0.4444444444444439,1.5333333333333323,1.5333333333333323
2005,1,random,5000,0,12,0.04967413814048512,0.2966666666666664,0.9933333333333322,0.9933333333333322
2005,1,historical_density,1000,0,12,0.11822013364905319,0.8277777777777778,2.0333333333333328,2.0333333333333328
2005,1,historical_density,5000,0,12,0.11500121738486076,0.7277777777777776,2.426666666666667,2.426666666666667
2005,1,spatial_coverage,1000,0,12,0.11164228589562292,0.661111111111111,2.5666666666666673,2.5666666666666673
2005,1,spatial_coverage,5000,0,12,0.04033063351845592,0.2822222222222221,0.7066666666666666,0.7066666666666666
2005,1,random,1000,1,12,0.12964567096513485,0.8999999999999998,1.8666666666666665,1.8666666666666665
2005,1,random,5000,1,12,0.04600173909756021,0.3088888888888886,0.9066666666666667,0.9066666666666667
2005,1,historical_density,1000,1,12,0.12425779653607254,0.8999999999999999,1.7666666666666677,1.7666666666666677
2005,1,historical_density,5000,1,12,0.12434275210079596,0.7644444444444444,2.5266666666666673,2.5266666666666673
2005,1,spatial_coverage,1000,1,12,0.0956660859448112,0.638888888888889,1.4666666666666675,1.4666666666666675
2005,1,spatial_coverage,5000,1,12,0.042396226247155534,0.29666666666666675,0.5733333333333326,0.5733333333333326
2005,1,random,1000,2,12,0.1310267148332736,0.9277777777777776,1.9666666666666666,1.9666666666666666
2005,1,random,5000,2,12,0.0488360522565041,0.3533333333333335,0.626666666666667,0.626666666666667
2005,1,historical_density,1000,2,12,0.17155757051205872,1.1222222222222218,2.833333333333333,2.833333333333333
2005,1,historical_density,5000,2,12,0.1114744813847546,0.6622222222222222,2.326666666666667,2.326666666666667
2005,1,spatial_coverage,1000,2,12,0.08903931715820826,0.49444444444444424,1.9666666666666666,1.9666666666666666
2005,1,spatial_coverage,5000,2,12,0.04194091081509795,0.2822222222222225,0.6866666666666674,0.6866666666666674
2005,1,random,1000,3,12,0.1442775103749715,0.9722222222222221,2.866666666666667,2.866666666666667
2005,1,random,5000,3,12,0.04555085070555762,0.32444444444444454,0.7266666666666671,0.7266666666666671
2005,1,historical_density,1000,3,12,0.12674383614203888,0.9333333333333335,1.9666666666666666,1.9666666666666666
2005,1,historical_density,5000,3,12,0.12480897403632481,0.7877777777777777,2.666666666666667,2.666666666666667
2005,1,spatial_coverage,1000,3,12,0.14617797371697283,1.0333333333333332,2.333333333333333,2.333333333333333
2005,1,spatial_coverage,5000,3,12,0.03892557000224916,0.27333333333333326,0.5466666666666675,0.5466666666666675
2005,1,random,1000,4,12,0.11440279716860073,0.8166666666666665,1.8666666666666665,1.8666666666666665
2005,1,random,5000,4,12,0.034016466600750875,0.21111111111111122,0.6466666666666676,0.6466666666666676
2005,1,historical_density,1000,4,12,0.1378985134075056,0.8888888888888888,2.933333333333333,2.933333333333333
2005,1,historical_density,5000,4,12,0.1072611765738191,0.6988888888888888,2.0066666666666677,2.0066666666666677
2005,1,spatial_coverage,1000,4,12,0.09350935782048768,0.6333333333333334,1.4666666666666675,1.4666666666666675
2005,1,spatial_coverage,5000,4,12,0.028079886039654788,0.18555555555555547,0.44666666666666743,0.44666666666666743
2005,1,random,1000,5,12,0.1332066064427737,0.9388888888888886,2.0666666666666664,2.0666666666666664
2005,1,random,5000,5,12,0.04561403292847498,0.33333333333333326,0.7066666666666666,0.7066666666666666
2005,1,historical_density,1000,5,12,0.19007366992826755,1.277777777777778,2.933333333333333,2.933333333333333
2005,1,historical_density,5000,5,12,0.1291857577289385,0.7855555555555553,2.426666666666667,2.426666666666667
2005,1,spatial_coverage,1000,5,12,0.1273106437027164,0.8388888888888888,2.433333333333333,2.433333333333333
2005,1,spatial_coverage,5000,5,12,0.0396585425854254,0.267777777777778,0.5866666666666673,0.5866666666666673
2005,1,random,1000,6,12,0.08903931715820826,0.7,1.1333333333333333,1.1333333333333333
2005,1,random,5000,6,12,0.03059934639824844,0.18888888888888888,0.6866666666666674,0.6866666666666674
2005,1,historical_density,1000,6,12,0.1061319932913728,0.7888888888888888,1.4666666666666675,1.4666666666666675
2005,1,historical_density,5000,6,12,0.1109435892695022,0.682222222222222,2.126666666666667,2.126666666666667
2005,1,spatial_coverage,1000,6,12,0.0561426753904728,0.39999999999999974,0.8666666666666669,0.8666666666666669
2005,1,spatial_coverage,5000,6,12,0.02572469630530164,0.1677777777777778,0.4666666666666666,0.4666666666666666
2005,1,random,1000,7,12,0.12092973166264778,0.722222222222222,2.666666666666667,2.666666666666667
2005,1,random,5000,7,12,0.03951303582363674,0.22999999999999998,0.8333333333333331,0.8333333333333331
2005,1,historical_density,1000,7,12,0.15824032355881987,1.1055555555555554,2.5333333333333328,2.5333333333333328
2005,1,historical_density,5000,7,12,0.14301776113476256,0.8433333333333333,2.7466666666666666,2.7466666666666666
2005,1,spatial_coverage,1000,7,12,0.10881176406988355,0.8333333333333334,1.6666666666666676,1.6666666666666676
2005,1,spatial_coverage,5000,7,12,0.03601777339036937,0.25555555555555526,0.526666666666667,0.526666666666667
2005,1,random,1000,8,12,0.10233279044372826,0.6888888888888887,1.6666666666666676,1.6666666666666676
2005,1,random,5000,8,12,0.05130925842379716,0.32666666666666677,0.8266666666666672,0.8266666666666672
2005,1,historical_density,1000,8,12,0.14235167719419395,0.9055555555555554,2.366666666666667,2.366666666666667
2005,1,historical_density,5000,8,12,0.11680273969389586,0.7188888888888886,2.0666666666666664,2.0666666666666664
2005,1,spatial_coverage,1000,8,12,0.07547184905645284,0.5111111111111112,1.2666666666666673,1.2666666666666673
2005,1,spatial_coverage,5000,8,12,0.036756496024512454,0.23777777777777795,0.633333333333333,0.633333333333333
2005,1,random,1000,9,12,0.13902517757586214,0.8611111111111113,2.366666666666667,2.366666666666667
2005,1,random,5000,9,12,0.038640910962346633,0.2555555555555556,0.6133333333333324,0.6133333333333324
2005,1,historical_density,1000,9,12,0.09838699100999074,0.7166666666666665,1.5333333333333323,1.5333333333333323
2005,1,historical_density,5000,9,12,0.136951962380975,0.9588888888888888,2.0866666666666673,2.0866666666666673
2005,1,spatial_coverage,1000,9,12,0.11544695751729449,0.7999999999999998,2.133333333333333,2.133333333333333
2005,1,spatial_coverage,5000,9,12,0.024967178454923574,0.17333333333333342,0.4066666666666677,0.4066666666666677
2005,1,random,1000,10,12,0.10465180361560904,0.6944444444444445,1.7333333333333325,1.7333333333333325
2005,1,random,5000,10,12,0.03164806471176397,0.21444444444444455,0.5933333333333333,0.5933333333333333
2005,1,historical_density,1000,10,12,0.12367699866992246,0.7999999999999998,2.333333333333333,2.333333333333333
2005,1,historical_density,5000,10,12,0.10916849362338932,0.7111111111111109,1.7133333333333334,1.7133333333333334
2005,1,spatial_coverage,1000,10,12,0.10969047360641672,0.7277777777777776,1.9666666666666666,1.9666666666666666
2005,1,spatial_coverage,5000,10,12,0.0206300751331642,0.1444444444444447,0.286666666666667,0.286666666666667
2005,1,random,1000,11,12,0.10007996802557444,0.7,1.5333333333333323,1.5333333333333323
2005,1,random,5000,11,12,0.056424108322595576,0.4044444444444445,0.9133333333333327,0.9133333333333327
2005,1,historical_density,1000,11,12,0.18937792902025305,1.233333333333333,3.5666666666666664,3.5666666666666664
2005,1,historical_density,5000,11,12,0.10881617526820174,0.6688888888888888,2.0866666666666673,2.0866666666666673
2005,1,spatial_coverage,1000,11,12,0.09024411338142783,0.6000000000000001,1.2666666666666673,1.2666666666666673
2005,1,spatial_coverage,5000,11,12,0.040127795852750246,0.27333333333333326,0.6066666666666665,0.6066666666666665
2005,1,random,1000,12,12,0.098508882848198,0.7444444444444447,1.2666666666666673,1.2666666666666673
2005,1,random,5000,12,12,0.04044947465666272,0.2711111111111112,0.7333333333333331,0.7333333333333331
2005,1,historical_density,1000,12,12,0.13588230201170423,0.7944444444444446,2.833333333333333,2.833333333333333
2005,1,historical_density,5000,12,12,0.10074442912637899,0.6366666666666665,1.8466666666666673,1.8466666666666673
2005,1,spatial_coverage,1000,12,12,0.11842297074469971,0.8166666666666665,2.366666666666667,2.366666666666667
2005,1,spatial_coverage,5000,12,12,0.03692587168910167,0.2533333333333333,0.5533333333333335,0.5533333333333335
2005,1,random,1000,13,12,0.10162676812730002,0.7,2.0666666666666664,2.0666666666666664
2005,1,random,5000,13,12,0.054449977043154026,0.3888888888888886,0.9066666666666667,0.9066666666666667
2005,1,historical_density,1000,13,12,0.15748015748023622,1.127777777777778,2.233333333333333,2.233333333333333
2005,1,historical_density,5000,13,12,0.11515971517852934,0.7522222222222221,1.8666666666666665,1.8666666666666665
2005,1,spatial_coverage,1000,13,12,0.1240644993541666,0.7777777777777778,2.733333333333333,2.733333333333333
2005,1,spatial_coverage,5000,13,12,0.04057979792951168,0.2533333333333333,0.6866666666666674,0.6866666666666674
2005,1,random,1000,14,12,0.10567875850898327,0.6777777777777775,2.0666666666666664,2.0666666666666664
2005,1,random,5000,14,12,0.04128341071181014,0.25444444444444453,0.8333333333333331,0.8333333333333331
2005,1,historical_density,1000,14,12,0.15118200951171407,1.1,2.5666666666666673,2.5666666666666673
2005,1,historical_density,5000,14,12,0.12951972822701566,0.818888888888889,2.4866666666666677,2.4866666666666677
2005,1,spatial_coverage,1000,14,12,0.10127191120937731,0.6333333333333331,2.0666666666666664,2.0666666666666664
2005,1,spatial_coverage,5000,14,12,0.03584410690755176,0.2566666666666667,0.5066666666666677,0.5066666666666677
2005,1,random,1000,15,12,0.10624499988234742,0.7555555555555554,1.4333333333333322,1.4333333333333322
2005,1,random,5000,15,12,0.05718461331512175,0.4255555555555554,0.7266666666666671,0.7266666666666671
2005,1,historical_density,1000,15,12,0.12454717981552212,0.8333333333333334,1.9333333333333327,1.9333333333333327
2005,1,historical_density,5000,15,12,0.12370416322824387,0.8177777777777777,1.9333333333333327,1.9333333333333327
2005,1,spatial_coverage,1000,15,12,0.08671793355471522,0.5666666666666667,1.3666666666666674,1.3666666666666674
2005,1,spatial_coverage,5000,15,12,0.0197017765696396,0.13111111111111126,0.2733333333333324,0.2733333333333324
2005,1,random,1000,16,12,0.0590592922409336,0.39999999999999974,1.1333333333333333,1.1333333333333333
2005,1,random,5000,16,12,0.03708153179144572,0.24222222222222214,0.6733333333333327,0.6733333333333327
2005,1,historical_density,1000,16,12,0.14235167719419398,0.9999999999999999,2.133333333333333,2.133333333333333
2005,1,historical_density,5000,16,12,0.11380544802424881,0.7422222222222223,2.0333333333333328,2.0333333333333328
2005,1,spatial_coverage,1000,16,12,0.10979981785048645,0.7999999999999998,1.6666666666666676,1.6666666666666676
2005,1,spatial_coverage,5000,16,12,0.03489412558010302,0.24333333333333337,0.6466666666666676,0.6466666666666676
2005,1,random,1000,17,12,0.12270289320142375,0.8999999999999999,1.8333333333333326,1.8333333333333326
2005,1,random,5000,17,12,0.032999393933828544,0.22000000000000006,0.5533333333333335,0.5533333333333335
2005,1,historical_density,1000,17,12,0.13954210834009928,0.9111111111111113,2.433333333333333,2.433333333333333
2005,1,historical_density,5000,17,12,0.10935300636013624,0.7633333333333332,1.8866666666666672,1.8866666666666672
2005,1,spatial_coverage,1000,17,12,0.1095810202544218,0.7833333333333333,1.6666666666666676,1.6666666666666676
2005,1,spatial_coverage,5000,17,12,0.031389170106901516,0.21666666666666673,0.5866666666666673,0.5866666666666673
2005,1,random,1000,18,12,0.05635601121442149,0.3888888888888886,0.966666666666667,0.966666666666667
2005,1,random,5000,18,12,0.04129503602129437,0.2688888888888888,0.7466666666666677,0.7466666666666677
2005,1,historical_density,1000,18,12,0.11513470371699404,0.7333333333333335,1.7666666666666677,1.7666666666666677
2005,1,historical_density,5000,18,12,0.11221693276863344,0.7188888888888889,2.0466666666666673,2.0466666666666673
2005,1,spatial_coverage,1000,18,12,0.13641114323983947,0.9388888888888888,1.9333333333333327,1.9333333333333327
2005,1,spatial_coverage,5000,18,12,0.03915916240166533,0.2855555555555558,0.5933333333333333,0.5933333333333333
2005,1,random,1000,19,12,0.09838699100999074,0.661111111111111,1.8333333333333326,1.8333333333333326
2005,1,random,5000,19,12,0.05876597655106226,0.402222222222222,0.9933333333333322,0.9933333333333322
2005,1,historical_density,1000,19,12,0.1322119510483073,0.7333333333333333,2.633333333333333,2.633333333333333
2005,1,historical_density,5000,19,12,0.14631582279439226,0.9222222222222224,2.9466666666666668,2.9466666666666668
2005,1,spatial_coverage,1000,19,12,0.07451174404078863,0.5166666666666666,1.1333333333333333,1.1333333333333333
2005,1,spatial_coverage,5000,19,12,0.021607406137711206,0.13888888888888873,0.39333333333333304,0.39333333333333304
2005,2,random,1000,0,12,0.09691233151668575,0.6666666666666665,1.5666666666666675,1.5666666666666675
2005,2,random,5000,0,12,0.04950959502965057,0.29999999999999977,0.9933333333333322,0.9933333333333322
2005,2,historical_density,1000,0,12,0.11740528097151338,0.7333333333333333,2.333333333333333,2.333333333333333
2005,2,historical_density,5000,0,12,0.13280963820446165,0.8133333333333335,2.4866666666666677,2.4866666666666677
2005,2,spatial_coverage,1000,0,12,0.11513470371699404,0.7944444444444443,2.0333333333333328,2.0333333333333328
2005,2,spatial_coverage,5000,0,12,0.029268413007882747,0.20111111111111116,0.39333333333333304,0.39333333333333304
2005,2,random,1000,1,12,0.12946041866145808,0.8888888888888885,1.9666666666666666,1.9666666666666666
2005,2,random,5000,1,12,0.046189176221275045,0.301111111111111,0.9266666666666673,0.9266666666666673
2005,2,historical_density,1000,1,12,0.13490737563232044,0.9166666666666666,1.9666666666666666,1.9666666666666666
2005,2,historical_density,5000,1,12,0.11926307056251738,0.6866666666666663,2.4066666666666667,2.4066666666666667
2005,2,spatial_coverage,1000,1,12,0.08754427451295717,0.65,1.2333333333333334,1.2333333333333334
2005,2,spatial_coverage,5000,1,12,0.03597777091483017,0.23000000000000012,0.5933333333333333,0.5933333333333333
2005,2,random,1000,2,12,0.08997777503361595,0.7000000000000001,1.066666666666667,1.066666666666667
2005,2,random,5000,2,12,0.049625799741666636,0.3533333333333333,0.633333333333333,0.633333333333333
2005,2,historical_density,1000,2,12,0.16965848048358798,1.1222222222222218,2.733333333333333,2.733333333333333
2005,2,historical_density,5000,2,12,0.1345332672612986,0.823333333333333,2.686666666666668,2.686666666666668
2005,2,spatial_coverage,1000,2,12,0.09616652224137047,0.7388888888888888,1.1666666666666672,1.1666666666666672
2005,2,spatial_coverage,5000,2,12,0.027753198013922644,0.20444444444444446,0.36666666666666653,0.36666666666666653
2005,2,random,1000,3,12,0.1551773179301666,1.0055555555555555,3.0666666666666673,3.0666666666666673
2005,2,random,5000,3,12,0.041906562731868144,0.2911111111111113,0.6466666666666676,0.6466666666666676
2005,2,historical_density,1000,3,12,0.12309346042743295,0.7666666666666665,2.2666666666666666,2.2666666666666666
2005,2,historical_density,5000,3,12,0.12220507354443184,0.7688888888888886,2.3466666666666676,2.3466666666666676
2005,2,spatial_coverage,1000,3,12,0.07797435475847171,0.40555555555555495,1.9666666666666666,1.9666666666666666
