year,spatial_fold,strategy,budget,seed,occupied_spatial_blocks,occupied_month_blocks,months_covered,fraction_with_historical_weight,mean_historical_weight
2005,3,random,5000,9,787,3808,12,0.1166,11.404
2005,3,spatial_coverage,5000,9,823,5000,12,0.0996,7.8364
2005,3,historical_density,5000,10,480,1868,12,1.0,379.7772
2005,3,random,5000,10,789,3849,12,0.108,8.7888
2005,3,spatial_coverage,5000,10,825,5000,12,0.0914,9.1358
2005,3,historical_density,5000,11,490,1809,12,1.0,387.2002
2005,3,random,5000,11,787,3848,12,0.1232,8.981
2005,3,spatial_coverage,5000,11,825,5000,12,0.1048,9.0308
2005,3,historical_density,5000,12,499,1874,12,1.0,383.542
2005,3,random,5000,12,785,3832,12,0.1172,8.6024
2005,3,spatial_coverage,5000,12,824,5000,12,0.103,10.5418
2005,3,historical_density,5000,13,491,1854,12,1.0,382.3826
2005,3,random,5000,13,793,3804,12,0.1082,7.6532
2005,3,spatial_coverage,5000,13,825,5000,12,0.0954,8.6504
2005,3,historical_density,5000,14,505,1842,12,1.0,382.6194
2005,3,random,5000,14,779,3800,12,0.1082,9.0132
2005,3,spatial_coverage,5000,14,825,5000,12,0.1,10.8218
2005,3,historical_density,5000,15,501,1889,12,1.0,383.3816
2005,3,random,5000,15,791,3858,12,0.114,11.0442
2005,3,spatial_coverage,5000,15,824,5000,12,0.1,9.3966
2005,3,historical_density,5000,16,505,1846,12,1.0,381.2236
2005,3,random,5000,16,780,3796,12,0.1198,11.962
2005,3,spatial_coverage,5000,16,824,5000,12,0.1048,9.7068
2005,3,historical_density,5000,17,492,1859,12,1.0,381.4954
2005,3,random,5000,17,781,3835,12,0.1186,8.9604
2005,3,spatial_coverage,5000,17,824,5000,12,0.1008,9.8516
2005,3,historical_density,5000,18,487,1843,12,1.0,384.7508
2005,3,random,5000,18,785,3827,12,0.107,8.4384
2005,3,spatial_coverage,5000,18,825,5000,12,0.1058,11.0376
2005,3,historical_density,5000,19,500,1869,12,1.0,379.432
2005,3,random,5000,19,796,3820,12,0.1094,6.8646
2005,3,spatial_coverage,5000,19,825,5000,12,0.1018,8.853
2005,4,historical_density,1000,0,320,662,12,1.0,625.287
2005,4,random,1000,0,527,937,12,0.1,4.295
2005,4,spatial_coverage,1000,0,586,1000,12,0.097,6.413
2005,4,historical_density,1000,1,313,685,12,1.0,604.931
2005,4,random,1000,1,536,952,12,0.123,9.877
2005,4,spatial_coverage,1000,1,580,1000,12,0.09,10.274
2005,4,historical_density,1000,2,319,684,12,1.0,598.73
2005,4,random,1000,2,535,943,12,0.102,4.845
2005,4,spatial_coverage,1000,2,589,1000,12,0.116,11.18
2005,4,historical_density,1000,3,309,681,12,1.0,616.588
2005,4,random,1000,3,548,945,12,0.111,7.229
2005,4,spatial_coverage,1000,3,579,1000,12,0.095,8.177
2005,4,historical_density,1000,4,330,694,12,1.0,627.645
2005,4,random,1000,4,538,951,12,0.119,8.783
2005,4,spatial_coverage,1000,4,585,1000,12,0.093,5.825
2005,4,historical_density,1000,5,317,667,12,1.0,628.977
2005,4,random,1000,5,542,958,12,0.108,9.552
2005,4,spatial_coverage,1000,5,610,1000,12,0.101,8.046
2005,4,historical_density,1000,6,303,668,12,1.0,619.577
2005,4,random,1000,6,541,940,12,0.101,4.473
2005,4,spatial_coverage,1000,6,604,1000,12,0.085,7.933
2005,4,historical_density,1000,7,318,680,12,1.0,607.431
2005,4,random,1000,7,541,940,12,0.111,8.78
2005,4,spatial_coverage,1000,7,599,1000,12,0.108,9.52
2005,4,historical_density,1000,8,320,692,12,1.0,586.54
2005,4,random,1000,8,539,929,12,0.114,6.751
2005,4,spatial_coverage,1000,8,593,1000,12,0.111,9.585
2005,4,historical_density,1000,9,305,674,12,1.0,593.798
2005,4,random,1000,9,548,950,12,0.1,4.067
2005,4,spatial_coverage,1000,9,595,1000,12,0.1,9.122
2005,4,historical_density,1000,10,299,650,12,1.0,621.322
2005,4,random,1000,10,554,952,12,0.114,8.011
2005,4,spatial_coverage,1000,10,610,1000,12,0.092,16.323
2005,4,historical_density,1000,11,308,694,12,1.0,605.859
2005,4,random,1000,11,541,951,12,0.119,8.188
2005,4,spatial_coverage,1000,11,584,1000,12,0.093,6.89
2005,4,historical_density,1000,12,311,663,12,1.0,630.208
2005,4,random,1000,12,550,937,12,0.13,8.985
2005,4,spatial_coverage,1000,12,568,1000,12,0.095,8.093
2005,4,historical_density,1000,13,305,691,12,1.0,616.92
2005,4,random,1000,13,536,943,12,0.107,6.427
2005,4,spatial_coverage,1000,13,589,1000,12,0.1,8.72
2005,4,historical_density,1000,14,336,688,12,1.0,577.316
2005,4,random,1000,14,547,946,12,0.119,8.506
2005,4,spatial_coverage,1000,14,581,1000,12,0.094,6.423
2005,4,historical_density,1000,15,322,688,12,1.0,592.602
2005,4,random,1000,15,536,941,12,0.103,7.514
2005,4,spatial_coverage,1000,15,575,1000,12,0.086,7.101
2005,4,historical_density,1000,16,320,680,12,1.0,605.239
2005,4,random,1000,16,541,948,12,0.119,6.988
2005,4,spatial_coverage,1000,16,616,1000,12,0.094,9.209
2005,4,historical_density,1000,17,317,680,12,1.0,615.904
2005,4,random,1000,17,538,935,12,0.111,7.438
2005,4,spatial_coverage,1000,17,591,1000,12,0.088,4.505
2005,4,historical_density,1000,18,318,699,12,1.0,617.11
2005,4,random,1000,18,554,946,12,0.107,7.718
2005,4,spatial_coverage,1000,18,602,1000,12,0.097,6.232
2005,4,historical_density,1000,19,303,664,12,1.0,621.033
2005,4,random,1000,19,527,936,12,0.089,7.05
2005,4,spatial_coverage,1000,19,597,1000,12,0.108,15.074
2005,4,historical_density,5000,0,507,1916,12,1.0,327.507
2005,4,random,5000,0,760,3827,12,0.1136,6.1948
2005,4,spatial_coverage,5000,0,815,5000,12,0.0934,7.736
2005,4,historical_density,5000,1,503,1908,12,1.0,326.326
2005,4,random,5000,1,768,3797,12,0.1106,9.96
2005,4,spatial_coverage,5000,1,815,5000,12,0.0964,8.6254
2005,4,historical_density,5000,2,491,1883,12,1.0,324.5078
2005,4,random,5000,2,766,3788,12,0.1144,7.836
2005,4,spatial_coverage,5000,2,815,5000,12,0.0978,8.191
2005,4,historical_density,5000,3,499,1876,12,1.0,325.4588
2005,4,random,5000,3,766,3810,12,0.1116,7.5248
2005,4,spatial_coverage,5000,3,815,5000,12,0.1012,8.3194
2005,4,historical_density,5000,4,498,1924,12,1.0,322.604
2005,4,random,5000,4,776,3785,12,0.1142,7.0352
2005,4,spatial_coverage,5000,4,815,5000,12,0.096,7.725
2005,4,historical_density,5000,5,506,1890,12,1.0,326.7452
2005,4,random,5000,5,772,3787,12,0.1106,7.8454
2005,4,spatial_coverage,5000,5,815,5000,12,0.0962,8.9382
2005,4,historical_density,5000,6,503,1882,12,1.0,322.835
2005,4,random,5000,6,770,3784,12,0.1126,7.5932
2005,4,spatial_coverage,5000,6,815,5000,12,0.0986,7.4682
2005,4,historical_density,5000,7,501,1877,12,1.0,326.015
2005,4,random,5000,7,775,3799,12,0.1212,7.9618
2005,4,spatial_coverage,5000,7,815,5000,12,0.101,10.5778
2005,4,historical_density,5000,8,504,1892,12,1.0,324.5568
2005,4,random,5000,8,773,3798,12,0.112,6.272
2005,4,spatial_coverage,5000,8,815,5000,12,0.1046,9.1396
2005,4,historical_density,5000,9,512,1884,12,1.0,325.0726
2005,4,random,5000,9,763,3784,12,0.1068,5.9202
2005,4,spatial_coverage,5000,9,815,5000,12,0.0968,7.7708
2005,4,historical_density,5000,10,501,1888,12,1.0,324.5492
2005,4,random,5000,10,771,3795,12,0.1046,6.6706
2005,4,spatial_coverage,5000,10,815,5000,12,0.0926,10.7682
2005,4,historical_density,5000,11,492,1861,12,1.0,323.7948
2005,4,random,5000,11,769,3835,12,0.1164,9.7722
2005,4,spatial_coverage,5000,11,815,5000,12,0.096,8.9066
2005,4,historical_density,5000,12,500,1913,12,1.0,324.6972
2005,4,random,5000,12,773,3797,12,0.1184,7.6914
2005,4,spatial_coverage,5000,12,815,5000,12,0.0988,7.3352
2005,4,historical_density,5000,13,504,1933,12,1.0,323.927
2005,4,random,5000,13,775,3810,12,0.1104,7.0766
2005,4,spatial_coverage,5000,13,815,5000,12,0.1004,9.0256
2005,4,historical_density,5000,14,494,1907,12,1.0,325.0364
2005,4,random,5000,14,772,3806,12,0.111,8.573
2005,4,spatial_coverage,5000,14,815,5000,12,0.0952,8.259
2005,4,historical_density,5000,15,503,1895,12,1.0,322.7474
2005,4,random,5000,15,772,3807,12,0.1072,6.704
2005,4,spatial_coverage,5000,15,815,5000,12,0.0944,8.3734
2005,4,historical_density,5000,16,505,1910,12,1.0,323.9596
2005,4,random,5000,16,764,3847,12,0.1212,8.4444
2005,4,spatial_coverage,5000,16,815,5000,12,0.1022,10.608
2005,4,historical_density,5000,17,501,1883,12,1.0,323.7772
2005,4,random,5000,17,769,3786,12,0.1178,7.1192
2005,4,spatial_coverage,5000,17,815,5000,12,0.1012,7.5936
2005,4,historical_density,5000,18,502,1878,12,1.0,322.7546
2005,4,random,5000,18,764,3779,12,0.1152,7.4336
2005,4,spatial_coverage,5000,18,815,5000,12,0.0994,8.2908
2005,4,historical_density,5000,19,510,1912,12,1.0,323.1088
2005,4,random,5000,19,769,3829,12,0.1074,7.2414
2005,4,spatial_coverage,5000,19,815,5000,12,0.0958,9.4178
2010,0,historical_density,1000,0,306,654,12,1.0,699.869
2010,0,random,1000,0,539,939,12,0.108,6.691
2010,0,spatial_coverage,1000,0,592,1000,12,0.088,7.298
2010,0,historical_density,1000,1,303,650,12,1.0,718.345
2010,0,random,1000,1,544,949,12,0.127,8.106
2010,0,spatial_coverage,1000,1,595,1000,12,0.103,12.815
2010,0,historical_density,1000,2,310,685,12,1.0,677.295
2010,0,random,1000,2,548,941,12,0.129,7.494
2010,0,spatial_coverage,1000,2,600,1000,12,0.105,7.218
2010,0,historical_density,1000,3,307,679,12,1.0,692.452
2010,0,random,1000,3,539,939,12,0.13,12.188
2010,0,spatial_coverage,1000,3,601,1000,12,0.109,6.017
2010,0,historical_density,1000,4,306,655,12,1.0,738.856
2010,0,random,1000,4,552,947,12,0.123,8.076
2010,0,spatial_coverage,1000,4,589,1000,12,0.098,9.719
2010,0,historical_density,1000,5,319,668,12,1.0,675.891
2010,0,random,1000,5,544,949,12,0.124,10.758
2010,0,spatial_coverage,1000,5,592,1000,12,0.083,7.08
2010,0,historical_density,1000,6,318,660,12,1.0,728.857
2010,0,random,1000,6,546,940,12,0.12,8.245
2010,0,spatial_coverage,1000,6,592,1000,12,0.114,6.624
2010,0,historical_density,1000,7,308,667,12,1.0,676.112
2010,0,random,1000,7,543,944,12,0.123,6.989
2010,0,spatial_coverage,1000,7,596,1000,12,0.1,13.801
2010,0,historical_density,1000,8,312,661,12,1.0,723.578
2010,0,random,1000,8,561,940,12,0.106,9.405
2010,0,spatial_coverage,1000,8,583,1000,12,0.096,8.484
2010,0,historical_density,1000,9,297,682,12,1.0,739.599
2010,0,random,1000,9,544,946,12,0.106,10.81
2010,0,spatial_coverage,1000,9,596,1000,12,0.115,23.081
2010,0,historical_density,1000,10,310,655,12,1.0,721.241
2010,0,random,1000,10,543,947,12,0.128,15.306
2010,0,spatial_coverage,1000,10,605,1000,12,0.096,9.167
2010,0,historical_density,1000,11,306,653,12,1.0,711.966
2010,0,random,1000,11,552,949,12,0.104,9.822
2010,0,spatial_coverage,1000,11,594,1000,12,0.106,5.778
2010,0,historical_density,1000,12,308,660,12,1.0,744.843
2010,0,random,1000,12,539,940,12,0.137,24.952
2010,0,spatial_coverage,1000,12,586,1000,12,0.096,9.298
2010,0,historical_density,1000,13,294,658,12,1.0,708.63
2010,0,random,1000,13,553,950,12,0.117,7.807
2010,0,spatial_coverage,1000,13,589,1000,12,0.093,10.287
2010,0,historical_density,1000,14,317,663,12,1.0,697.683
2010,0,random,1000,14,548,944,12,0.115,9.016
2010,0,spatial_coverage,1000,14,603,1000,12,0.111,22.917
2010,0,historical_density,1000,15,300,656,12,1.0,725.368
2010,0,random,1000,15,555,944,12,0.123,7.965
2010,0,spatial_coverage,1000,15,597,1000,12,0.091,6.089
2010,0,historical_density,1000,16,310,657,12,1.0,694.211
2010,0,random,1000,16,544,948,12,0.121,10.174
2010,0,spatial_coverage,1000,16,604,1000,12,0.095,10.773
2010,0,historical_density,1000,17,316,679,12,1.0,741.078
2010,0,random,1000,17,531,942,12,0.111,5.906
2010,0,spatial_coverage,1000,17,578,1000,12,0.1,7.649
2010,0,historical_density,1000,18,304,654,12,1.0,717.28
2010,0,random,1000,18,545,957,12,0.097,13.135
2010,0,spatial_coverage,1000,18,607,1000,12,0.095,7.095
2010,0,historical_density,1000,19,325,669,12,1.0,689.438
2010,0,random,1000,19,544,943,12,0.105,8.576
2010,0,spatial_coverage,1000,19,588,1000,12,0.096,9.903
2010,0,historical_density,5000,0,498,1833,12,1.0,381.3652
2010,0,random,5000,0,775,3815,12,0.1094,7.2056
2010,0,spatial_coverage,5000,0,822,5000,12,0.1,9.7214
2010,0,historical_density,5000,1,504,1854,12,1.0,378.0824
2010,0,random,5000,1,780,3780,12,0.113,8.1938
2010,0,spatial_coverage,5000,1,822,5000,12,0.096,10.221
2010,0,historical_density,5000,2,507,1866,12,1.0,382.2684
2010,0,random,5000,2,782,3820,12,0.114,8.0182
2010,0,spatial_coverage,5000,2,822,5000,12,0.1026,10.0402
2010,0,historical_density,5000,3,505,1865,12,1.0,379.6704
2010,0,random,5000,3,782,3801,12,0.11,8.2182
2010,0,spatial_coverage,5000,3,822,5000,12,0.0998,9.575
2010,0,historical_density,5000,4,507,1884,12,1.0,383.7078
2010,0,random,5000,4,780,3760,12,0.1128,8.2032
2010,0,spatial_coverage,5000,4,822,5000,12,0.0972,11.5376
2010,0,historical_density,5000,5,510,1868,12,1.0,377.603
2010,0,random,5000,5,780,3804,12,0.1178,8.8496
2010,0,spatial_coverage,5000,5,822,5000,12,0.0916,10.9612
2010,0,historical_density,5000,6,506,1892,12,1.0,379.168
2010,0,random,5000,6,776,3754,12,0.1104,9.2372
2010,0,spatial_coverage,5000,6,822,5000,12,0.1006,10.9846
2010,0,historical_density,5000,7,502,1860,12,1.0,383.3372
2010,0,random,5000,7,781,3787,12,0.1114,6.9264
2010,0,spatial_coverage,5000,7,822,5000,12,0.103,9.1264
2010,0,historical_density,5000,8,492,1848,12,1.0,379.0952
2010,0,random,5000,8,778,3819,12,0.1158,11.4072
2010,0,spatial_coverage,5000,8,822,5000,12,0.1,10.8054
2010,0,historical_density,5000,9,499,1878,12,1.0,379.7124
2010,0,random,5000,9,779,3821,12,0.106,8.5888
2010,0,spatial_coverage,5000,9,822,5000,12,0.1018,12.6746
2010,0,historical_density,5000,10,499,1862,12,1.0,380.4436
2010,0,random,5000,10,782,3806,12,0.1142,9.6868
2010,0,spatial_coverage,5000,10,822,5000,12,0.103,11.9446
2010,0,historical_density,5000,11,499,1885,12,1.0,380.0494
2010,0,random,5000,11,779,3809,12,0.1132,7.6822
2010,0,spatial_coverage,5000,11,822,5000,12,0.0944,9.0452
2010,0,historical_density,5000,12,500,1885,12,1.0,384.1384
2010,0,random,5000,12,781,3847,12,0.1136,12.6674
2010,0,spatial_coverage,5000,12,821,5000,12,0.0972,9.4854
2010,0,historical_density,5000,13,497,1847,12,1.0,382.2724
2010,0,random,5000,13,785,3777,12,0.109,8.0892
2010,0,spatial_coverage,5000,13,822,5000,12,0.0998,10.0768
2010,0,historical_density,5000,14,495,1846,12,1.0,385.306
2010,0,random,5000,14,778,3783,12,0.1172,8.2548
2010,0,spatial_coverage,5000,14,822,5000,12,0.1034,10.5568
2010,0,historical_density,5000,15,492,1847,12,1.0,380.027
2010,0,random,5000,15,776,3819,12,0.1096,6.7856
2010,0,spatial_coverage,5000,15,822,5000,12,0.1038,8.9222
2010,0,historical_density,5000,16,499,1852,12,1.0,378.7578
2010,0,random,5000,16,775,3806,12,0.116,9.848
2010,0,spatial_coverage,5000,16,822,5000,12,0.1036,9.1462
2010,0,historical_density,5000,17,508,1879,12,1.0,381.9808
2010,0,random,5000,17,774,3830,12,0.1104,10.8088
2010,0,spatial_coverage,5000,17,822,5000,12,0.1034,9.7602
2010,0,historical_density,5000,18,507,1842,12,1.0,380.5218
2010,0,random,5000,18,780,3809,12,0.1038,7.8284
2010,0,spatial_coverage,5000,18,822,5000,12,0.0974,8.4322
2010,0,historical_density,5000,19,502,1836,12,1.0,380.5496
2010,0,random,5000,19,775,3817,12,0.1208,9.676
2010,0,spatial_coverage,5000,19,822,5000,12,0.1048,10.8744
2010,1,historical_density,1000,0,313,677,12,1.0,721.329
2010,1,random,1000,0,540,945,12,0.13,17.244
2010,1,spatial_coverage,1000,0,586,1000,12,0.091,10.593
2010,1,historical_density,1000,1,308,692,12,1.0,713.811
2010,1,random,1000,1,541,955,12,0.122,10.463
2010,1,spatial_coverage,1000,1,604,1000,12,0.101,12.615
2010,1,historical_density,1000,2,299,677,12,1.0,703.908
2010,1,random,1000,2,559,942,12,0.125,11.171
2010,1,spatial_coverage,1000,2,601,1000,12,0.095,8.186
2010,1,historical_density,1000,3,317,675,12,1.0,691.933
2010,1,random,1000,3,554,947,12,0.097,12.319
2010,1,spatial_coverage,1000,3,600,1000,12,0.114,10.454
2010,1,historical_density,1000,4,312,668,12,1.0,723.235
2010,1,random,1000,4,534,948,12,0.11,7.33
2010,1,spatial_coverage,1000,4,588,1000,12,0.112,8.265
2010,1,historical_density,1000,5,304,652,12,1.0,740.152
2010,1,random,1000,5,538,947,12,0.108,22.412
2010,1,spatial_coverage,1000,5,598,1000,12,0.108,11.849
2010,1,historical_density,1000,6,310,678,12,1.0,727.839
2010,1,random,1000,6,541,941,12,0.095,10.14
2010,1,spatial_coverage,1000,6,591,1000,12,0.122,11.872
2010,1,historical_density,1000,7,315,673,12,1.0,697.887
2010,1,random,1000,7,548,949,12,0.107,21.157
2010,1,spatial_coverage,1000,7,595,1000,12,0.114,14.948
2010,1,historical_density,1000,8,301,668,12,1.0,690.832
2010,1,random,1000,8,542,937,12,0.103,7.238
2010,1,spatial_coverage,1000,8,609,1000,12,0.098,9.718
2010,1,historical_density,1000,9,315,698,12,1.0,726.618
2010,1,random,1000,9,539,944,12,0.124,10.136
2010,1,spatial_coverage,1000,9,598,1000,12,0.103,8.266
2010,1,historical_density,1000,10,299,667,12,1.0,734.953
2010,1,random,1000,10,548,947,12,0.106,5.86
2010,1,spatial_coverage,1000,10,585,1000,12,0.092,5.885
2010,1,historical_density,1000,11,305,661,12,1.0,694.551
2010,1,random,1000,11,533,942,12,0.13,9.791
2010,1,spatial_coverage,1000,11,604,1000,12,0.101,9.525
2010,1,historical_density,1000,12,303,663,12,1.0,751.701
2010,1,random,1000,12,552,942,12,0.113,8.675
2010,1,spatial_coverage,1000,12,596,1000,12,0.096,8.601
2010,1,historical_density,1000,13,296,661,12,1.0,719.354
2010,1,random,1000,13,557,948,12,0.119,9.458
2010,1,spatial_coverage,1000,13,601,1000,12,0.098,9.07
2010,1,historical_density,1000,14,319,681,12,1.0,712.328
2010,1,random,1000,14,554,950,12,0.103,5.177
2010,1,spatial_coverage,1000,14,596,1000,12,0.11,13.69
2010,1,historical_density,1000,15,302,663,12,1.0,746.604
2010,1,random,1000,15,557,952,12,0.099,17.994
2010,1,spatial_coverage,1000,15,596,1000,12,0.108,10.195
2010,1,historical_density,1000,16,311,680,12,1.0,723.973
2010,1,random,1000,16,554,949,12,0.111,8.876
2010,1,spatial_coverage,1000,16,590,1000,12,0.11,7.67
2010,1,historical_density,1000,17,316,656,12,1.0,722.355
2010,1,random,1000,17,529,938,12,0.12,11.576
2010,1,spatial_coverage,1000,17,590,1000,12,0.108,11.076
2010,1,historical_density,1000,18,316,669,12,1.0,685.555
2010,1,random,1000,18,546,949,12,0.104,6.311
2010,1,spatial_coverage,1000,18,592,1000,12,0.124,12.75
2010,1,historical_density,1000,19,306,660,12,1.0,723.439
2010,1,random,1000,19,555,948,12,0.112,5.964
2010,1,spatial_coverage,1000,19,595,1000,12,0.109,9.351
2010,1,historical_density,5000,0,507,1859,12,1.0,385.4122
2010,1,random,5000,0,784,3813,12,0.121,11.6946
2010,1,spatial_coverage,5000,0,826,5000,12,0.095,9.4208
2010,1,historical_density,5000,1,505,1889,12,1.0,380.8074
2010,1,random,5000,1,783,3815,12,0.1244,8.6298
2010,1,spatial_coverage,5000,1,826,5000,12,0.1044,10.6856
2010,1,historical_density,5000,2,506,1857,12,1.0,388.5376
2010,1,random,5000,2,796,3827,12,0.1172,7.8388
2010,1,spatial_coverage,5000,2,826,5000,12,0.1014,9.4246
2010,1,historical_density,5000,3,494,1883,12,1.0,386.3396
2010,1,random,5000,3,791,3848,12,0.1052,9.0166
2010,1,spatial_coverage,5000,3,826,5000,12,0.1076,9.766
2010,1,historical_density,5000,4,518,1902,12,1.0,382.4514
2010,1,random,5000,4,786,3797,12,0.1244,9.959
2010,1,spatial_coverage,5000,4,826,5000,12,0.1032,9.1298
2010,1,historical_density,5000,5,503,1878,12,1.0,385.551
2010,1,random,5000,5,780,3798,12,0.1094,9.0164
2010,1,spatial_coverage,5000,5,826,5000,12,0.0984,11.2116
2010,1,historical_density,5000,6,512,1920,12,1.0,382.6222
2010,1,random,5000,6,788,3862,12,0.1088,9.1212
2010,1,spatial_coverage,5000,6,826,5000,12,0.1086,9.5988
2010,1,historical_density,5000,7,504,1874,12,1.0,386.4252
2010,1,random,5000,7,787,3826,12,0.1236,12.028
2010,1,spatial_coverage,5000,7,825,5000,12,0.0974,9.872
2010,1,historical_density,5000,8,504,1889,12,1.0,385.8246
2010,1,random,5000,8,788,3799,12,0.1142,10.5664
2010,1,spatial_coverage,5000,8,826,5000,12,0.1092,8.7696
2010,1,historical_density,5000,9,511,1870,12,1.0,382.8162
2010,1,random,5000,9,782,3793,12,0.121,8.2846
2010,1,spatial_coverage,5000,9,826,5000,12,0.1036,11.2624
2010,1,historical_density,5000,10,514,1911,12,1.0,387.9306
2010,1,random,5000,10,785,3798,12,0.1184,6.6292
2010,1,spatial_coverage,5000,10,825,5000,12,0.0984,8.2172
2010,1,historical_density,5000,11,504,1903,12,1.0,381.1576
2010,1,random,5000,11,789,3812,12,0.122,7.621
2010,1,spatial_coverage,5000,11,826,5000,12,0.1064,11.9568
2010,1,historical_density,5000,12,502,1897,12,1.0,383.2848
2010,1,random,5000,12,791,3843,12,0.1136,8.1498
2010,1,spatial_coverage,5000,12,826,5000,12,0.1054,10.688
2010,1,historical_density,5000,13,509,1875,12,1.0,382.0712
2010,1,random,5000,13,793,3826,12,0.1106,11.3404
2010,1,spatial_coverage,5000,13,826,5000,12,0.1074,10.4754
2010,1,historical_density,5000,14,516,1897,12,1.0,386.5206
2010,1,random,5000,14,784,3825,12,0.1106,8.4852
2010,1,spatial_coverage,5000,14,826,5000,12,0.1014,10.1002
2010,1,historical_density,5000,15,504,1864,12,1.0,388.085
2010,1,random,5000,15,798,3853,12,0.1156,10.6222
2010,1,spatial_coverage,5000,15,826,5000,12,0.1024,8.2306
2010,1,historical_density,5000,16,517,1897,12,1.0,381.958
2010,1,random,5000,16,783,3860,12,0.1154,8.0334
2010,1,spatial_coverage,5000,16,825,5000,12,0.105,10.6892
2010,1,historical_density,5000,17,499,1880,12,1.0,382.4196
2010,1,random,5000,17,790,3834,12,0.1172,9.8732
2010,1,spatial_coverage,5000,17,826,5000,12,0.1048,8.4076
2010,1,historical_density,5000,18,509,1879,12,1.0,385.037
2010,1,random,5000,18,790,3828,12,0.1124,8.1288
2010,1,spatial_coverage,5000,18,824,5000,12,0.098,9.5826
2010,1,historical_density,5000,19,507,1875,12,1.0,381.5352
2010,1,random,5000,19,787,3866,12,0.1152,7.0686
2010,1,spatial_coverage,5000,19,826,5000,12,0.0958,10.02
2010,2,historical_density,1000,0,323,669,12,1.0,676.183
2010,2,random,1000,0,551,942,12,0.121,5.681
2010,2,spatial_coverage,1000,0,589,1000,12,0.097,11.7
2010,2,historical_density,1000,1,331,679,12,1.0,674.354
2010,2,random,1000,1,558,956,12,0.121,7.683
2010,2,spatial_coverage,1000,1,582,1000,12,0.095,18.695
2010,2,historical_density,1000,2,330,688,12,1.0,664.107
2010,2,random,1000,2,543,935,12,0.108,10.76
2010,2,spatial_coverage,1000,2,588,1000,12,0.093,6.566
2010,2,historical_density,1000,3,346,688,12,1.0,654.754
2010,2,random,1000,3,560,949,12,0.111,6.896
2010,2,spatial_coverage,1000,3,589,1000,12,0.084,4.45
2010,2,historical_density,1000,4,329,679,12,1.0,684.098
2010,2,random,1000,4,541,945,12,0.126,10.194
2010,2,spatial_coverage,1000,4,609,1000,12,0.099,7.307
2010,2,historical_density,1000,5,304,677,12,1.0,643.434
2010,2,random,1000,5,545,953,12,0.108,8.944
2010,2,spatial_coverage,1000,5,598,1000,12,0.104,11.386
2010,2,historical_density,1000,6,315,687,12,1.0,671.371
2010,2,random,1000,6,555,954,12,0.113,8.686
2010,2,spatial_coverage,1000,6,597,1000,12,0.082,4.766
2010,2,historical_density,1000,7,315,657,12,1.0,671.219
2010,2,random,1000,7,537,940,12,0.103,5.954
2010,2,spatial_coverage,1000,7,591,1000,12,0.119,5.588
2010,2,historical_density,1000,8,328,680,12,1.0,620.968
2010,2,random,1000,8,542,941,12,0.107,9.807
2010,2,spatial_coverage,1000,8,592,1000,12,0.091,9.498
2010,2,historical_density,1000,9,322,682,12,1.0,640.328
2010,2,random,1000,9,553,952,12,0.111,10.552
2010,2,spatial_coverage,1000,9,608,1000,12,0.084,5.402
2010,2,historical_density,1000,10,334,691,12,1.0,667.954
2010,2,random,1000,10,553,944,12,0.12,13.154
2010,2,spatial_coverage,1000,10,595,1000,12,0.109,6.964
2010,2,historical_density,1000,11,320,699,12,1.0,653.918
2010,2,random,1000,11,528,948,12,0.106,7.1
2010,2,spatial_coverage,1000,11,604,1000,12,0.102,9.202
2010,2,historical_density,1000,12,306,655,12,1.0,681.676
2010,2,random,1000,12,542,951,12,0.119,12.797
2010,2,spatial_coverage,1000,12,586,1000,12,0.099,5.966
2010,2,historical_density,1000,13,316,689,12,1.0,633.83
2010,2,random,1000,13,564,953,12,0.11,9.902
2010,2,spatial_coverage,1000,13,601,1000,12,0.091,9.873
2010,2,historical_density,1000,14,325,696,12,1.0,639.069
2010,2,random,1000,14,548,945,12,0.111,7.547
2010,2,spatial_coverage,1000,14,599,1000,12,0.093,4.711
2010,2,historical_density,1000,15,307,664,12,1.0,668.31
2010,2,random,1000,15,556,953,12,0.116,15.094
2010,2,spatial_coverage,1000,15,593,1000,12,0.101,10.892
2010,2,historical_density,1000,16,320,672,12,1.0,678.829
2010,2,random,1000,16,547,945,12,0.095,6.71
2010,2,spatial_coverage,1000,16,600,1000,12,0.104,8.583
2010,2,historical_density,1000,17,325,688,12,1.0,652.746
2010,2,random,1000,17,552,945,12,0.111,7.226
2010,2,spatial_coverage,1000,17,579,1000,12,0.114,20.399
2010,2,historical_density,1000,18,314,682,12,1.0,682.105
2010,2,random,1000,18,550,952,12,0.114,6.445
2010,2,spatial_coverage,1000,18,589,1000,12,0.08,11.074
2010,2,historical_density,1000,19,337,686,12,1.0,655.74
2010,2,random,1000,19,548,950,12,0.104,4.321
2010,2,spatial_coverage,1000,19,591,1000,12,0.103,8.392
2010,2,historical_density,5000,0,518,1927,12,1.0,344.192
2010,2,random,5000,0,785,3813,12,0.116,7.5204
2010,2,spatial_coverage,5000,0,824,5000,12,0.1002,7.7214
2010,2,historical_density,5000,1,523,1927,12,1.0,347.8988
2010,2,random,5000,1,780,3869,12,0.1156,7.0336
2010,2,spatial_coverage,5000,1,824,5000,12,0.0958,10.3764
2010,2,historical_density,5000,2,524,1884,12,1.0,349.2354
2010,2,random,5000,2,784,3824,12,0.1152,9.3868
