regime,strategy,budget_fraction,n_development,n_train,n_test,rmse,mae,bias,seed
spatial_fold_2,coverage,0.2,39582,7917,9790,22.368517861379235,14.646848281024877,-3.66780303042597,12
spatial_fold_2,random,0.2,39582,7917,9790,21.9275907666628,14.771085986662138,-3.722057775440925,12
spatial_fold_2,coverage,0.2,39582,7917,9790,21.67612974442137,14.117575833295437,-2.6608478812496856,13
spatial_fold_2,random,0.2,39582,7917,9790,21.88804904575001,14.497768892814086,-4.86719299717582,13
spatial_fold_2,coverage,0.2,39582,7917,9790,21.725950680717112,14.11862130843082,-2.587253749428317,14
spatial_fold_2,random,0.2,39582,7917,9790,22.04455107889249,14.36469975327329,-2.8345965624077816,14
spatial_fold_2,coverage,0.2,39582,7917,9790,21.75028537483632,14.35341366613245,-3.916595823855858,15
spatial_fold_2,random,0.2,39582,7917,9790,22.15443181755702,14.829181624673533,-4.765055247448793,15
spatial_fold_2,coverage,0.2,39582,7917,9790,21.409546412778525,14.461688590726752,-3.9356116176783673,16
spatial_fold_2,random,0.2,39582,7917,9790,21.324828536780178,14.044394389399926,-3.396298184354438,16
spatial_fold_2,coverage,0.2,39582,7917,9790,21.22238534464306,13.899675748653737,-2.1486970746436898,17
spatial_fold_2,random,0.2,39582,7917,9790,22.09682840636306,14.570716300606266,-3.860259616751609,17
spatial_fold_2,coverage,0.2,39582,7917,9790,21.273620985666454,13.749831171887452,-2.1321960586428017,18
spatial_fold_2,random,0.2,39582,7917,9790,21.81558248861941,14.476753004587168,-3.8604039004982815,18
spatial_fold_2,coverage,0.2,39582,7917,9790,21.941860271965645,14.212547832534344,-3.348700050105595,19
spatial_fold_2,random,0.2,39582,7917,9790,22.57555069859803,15.02435201386493,-4.859306478707029,19
spatial_fold_3,coverage,0.2,43418,8684,5954,26.462493943031333,17.559427859823536,2.139619932065183,0
spatial_fold_3,random,0.2,43418,8684,5954,26.52061264666763,17.629762828448865,0.846782399803708,0
