year,evaluation_domain,strategy,budget,seed,n_candidates,n_evaluation,n_evaluation_domain,rmse,mae,bias,median_absolute_error,p95_absolute_error,p99_absolute_error,r2,correlation
2005,all,random,500,0,390000,97488,97488,31.74723627284941,16.31007191482159,-2.022824219864343,10.997301710233046,46.74201338048668,91.25526211960769,0.4942893956170007,0.7045334685427199
2005,spco2_le_threshold,random,500,0,390000,97488,97474,25.575714705422765,16.12359090543572,-1.834291161032168,10.995587697138689,46.70397286577661,90.77154894633985,0.6039921739177552,0.7785451900349024
2005,all,random,1000,0,390000,97488,97488,28.90801667345295,13.247960762605475,-0.24035118114559237,8.530673174113105,38.19111326047446,80.37043289031666,0.5806981241550995,0.762619717089207
2005,spco2_le_threshold,random,1000,0,390000,97488,97474,22.12697796945377,13.064513408282812,-0.055035569296406815,8.52862511845504,38.15014485811112,79.81955477174319,0.7035902957260639,0.8394938308472365
2005,all,random,2500,0,390000,97488,97488,27.642364152892323,11.84419686379311,0.6237585724352559,7.365662026296775,33.451582168297904,82.08655747455823,0.6166101772557978,0.7853853457577926
2005,spco2_le_threshold,random,2500,0,390000,97488,97474,21.54331162044911,11.678494983615133,0.7912512006702276,7.364360619837186,33.402938951611404,81.41291017605232,0.7190214686491274,0.8483811453680264
2005,all,random,5000,0,390000,97488,97488,25.942004013465326,11.086567198748,0.28619850940273006,7.129977570780824,30.538712061374778,69.39330063634345,0.6623262844001998,0.8139831211652802
2005,spco2_le_threshold,random,5000,0,390000,97488,97474,20.05228236048107,10.931384987902032,0.4430141683467963,7.128523992259318,30.490360869408033,68.82692331304591,0.756569027586685,0.8698986782061959
2005,all,historical_density,500,0,390000,97488,97488,39.14668075805544,20.93296817568532,-3.0004918826189644,13.648646671268807,65.31895094960362,124.27837440382962,0.23108187080648823,0.5736497395390004
2005,spco2_le_threshold,historical_density,500,0,390000,97488,97474,33.74140181287901,20.733862219734128,-2.7988103201665178,13.646483540411253,65.21187064068727,123.40301427193882,0.31075368218717536,0.6460472179636089
2005,all,historical_density,1000,0,390000,97488,97488,38.06845548875837,18.85055997535867,-3.595231351134291,11.222848659405145,65.4492601527086,126.27798913383809,0.27285549545198784,0.6162922228885934
2005,spco2_le_threshold,historical_density,1000,0,390000,97488,97474,32.499807010943854,18.651323428456884,-3.3938037112155017,11.220524520705538,65.28394037875478,125.74126765194133,0.3605453124538375,0.6916037205184322
2005,all,historical_density,2500,0,390000,97488,97488,36.72485397264406,17.804998744882386,-4.467718030919973,10.277695991150239,63.72764516628109,124.8384553760426,0.3232778878467756,0.6466726969314568
2005,spco2_le_threshold,historical_density,2500,0,390000,97488,97474,31.257327473762796,17.613294239998993,-4.274097918489995,10.275495374575968,63.5890761789027,124.21543415425813,0.40850388475111366,0.7187237675933921
2005,all,historical_density,5000,0,390000,97488,97488,34.50673134357942,15.701807301972847,-4.458865267645243,9.054716510584427,52.357205515821995,112.5216916669979,0.4025551009717252,0.6770215782899117
2005,spco2_le_threshold,historical_density,5000,0,390000,97488,97474,28.393642537768198,15.505866937383392,-4.261310101278079,9.052176297660083,52.27192583382626,111.98790814980056,0.5119206516736464,0.7564170713950215
2005,all,spatial_coverage,500,0,390000,97488,97488,31.874290304443157,16.23120994769054,-0.7866319647338295,10.866922291013054,46.15090171634954,88.26143504776103,0.4902335375536989,0.7014459006402844
2005,spco2_le_threshold,spatial_coverage,500,0,390000,97488,97474,25.655588950796034,16.044133526666272,-0.5973372691772597,10.862998818111208,46.104990725881535,87.75067955535748,0.6015148066991245,0.776553495865384
2005,all,spatial_coverage,1000,0,390000,97488,97488,28.828868588510296,14.404389316685505,-0.2632423253474398,9.570690340770227,41.772348974545125,81.12713657751713,0.5829910181383837,0.7636325289972498
2005,spco2_le_threshold,spatial_coverage,1000,0,390000,97488,97474,22.919584579405623,14.234273025458524,-0.0910949688324965,9.569128190386039,41.685219054727106,80.56684570184277,0.6819746826861753,0.8261441070814528
2005,all,spatial_coverage,2500,0,390000,97488,97488,26.085850966195494,12.242281433647351,-0.2516234728561478,8.24259332541115,33.892131584495054,67.92131539938592,0.6585711386384665,0.8117415009570998
2005,spco2_le_threshold,spatial_coverage,2500,0,390000,97488,97474,20.216717310545828,12.085805977779776,-0.09342582223457478,8.241278595079677,33.86092610360592,67.50082584958069,0.7525602387228043,0.8675065880045889
2005,all,spatial_coverage,5000,0,390000,97488,97488,24.123738970219154,11.229012691093612,-0.2641904706622274,7.541856328937882,31.65367869181195,60.52106541612163,0.7080022847021741,0.8421895920204687
2005,spco2_le_threshold,spatial_coverage,5000,0,390000,97488,97474,18.649794877203902,11.082800405382216,-0.1164033289781015,7.540823947320831,31.60545025435122,60.268627699415816,0.7894300809384385,0.8885386855121356
2005,all,random,500,1,390000,97488,97488,31.920937477633906,15.99248458847029,-2.2838117077801168,10.466572623578628,46.36536383370373,93.77967363269961,0.48874038653326446,0.7010186884909284
2005,spco2_le_threshold,random,500,1,390000,97488,97474,25.728968178766355,15.805371526891637,-2.094729696324267,10.465020395315833,46.302157015839605,93.22481845893628,0.599232079743785,0.7759637883966501
2005,all,random,1000,1,390000,97488,97488,29.564028942691852,13.560728043122385,-0.7273357074081482,8.675451093481342,38.99747721662639,84.8940442295152,0.5614516818615092,0.749491564751968
2005,spco2_le_threshold,random,1000,1,390000,97488,97474,22.756669244154867,13.373853394372153,-0.5386178236136999,8.673857116256414,38.95934241062277,84.20080942142727,0.686479743473031,0.828646856070714
2005,all,random,2500,1,390000,97488,97488,26.737173430272538,11.184910699218664,-0.47606464139182436,7.246613740719511,32.02852052785445,67.59964553203162,0.6413084064618095,0.8014983611739005
2005,spco2_le_threshold,random,2500,1,390000,97488,97474,19.00855984363069,10.998765933954768,-0.28838178551084365,7.245574876498694,31.96746495503121,66.94128820702348,0.781250716094944,0.8847658050604134
2005,all,random,5000,1,390000,97488,97488,25.380399464226905,10.053161125925294,-0.31260877606838877,6.643449646378116,28.132562197838887,57.86811927082445,0.676788266377309,0.8240363857404267
2005,spco2_le_threshold,random,5000,1,390000,97488,97474,17.15929760887876,9.868148481824292,-0.12619711548198662,6.642794893234253,28.09950557305086,57.59867811436909,0.8217427408991433,0.908148484574245
2005,all,historical_density,500,1,390000,97488,97488,44.79071177741452,23.58367899041951,-6.840720248834774,14.098882705663499,86.4526022263534,160.45307048676008,-0.006621356495552844,0.5190532771558409
2005,spco2_le_threshold,historical_density,500,1,390000,97488,97474,40.047286924494365,23.381141564523055,-6.635778064516774,14.095254673803623,86.26539767272449,160.03499894246693,0.029055491273087708,0.5854703967556676
2005,all,historical_density,1000,1,390000,97488,97488,38.960825779526644,19.63229255195389,-3.2186441697165007,11.729189282593723,64.01786692792139,118.64110596504264,0.23836565693401524,0.5880880005233582
2005,spco2_le_threshold,historical_density,1000,1,390000,97488,97474,33.38621769772056,19.429409350619117,-3.013403508163093,11.725412430483743,63.95804684131639,118.27976484496673,0.3251882236475412,0.6640245067540493
2005,all,historical_density,2500,1,390000,97488,97488,35.98008605577899,16.840920955292777,-4.792510722239325,9.488992664298507,59.708259215714506,123.53808138293124,0.3504469778590963,0.6545561006242658
2005,spco2_le_threshold,historical_density,2500,1,390000,97488,97474,30.28286362599366,16.64626599864018,-4.596125275986808,9.487470892102749,59.58733653773808,123.06521772037586,0.4448094149331744,0.7293000471827648
2005,all,historical_density,5000,1,390000,97488,97488,35.40647666728214,15.971479124922372,-5.109075442500905,8.842732672319414,55.90285413280996,120.3802652165853,0.3709927720930083,0.6666466206257123
2005,spco2_le_threshold,historical_density,5000,1,390000,97488,97474,29.488448966135874,15.77528094390595,-4.911317115686077,8.840712811635342,55.79638618847643,119.79262134366748,0.4735561319771546,0.7444945892364914
2005,all,spatial_coverage,500,1,390000,97488,97488,33.447333193037196,18.368343621411082,-2.5591690383314583,12.656577630033752,52.48247157114367,101.94442518525157,0.4386765248044233,0.666270732766448
2005,spco2_le_threshold,spatial_coverage,500,1,390000,97488,97474,28.294891303611013,18.193716142641055,-2.38227091873246,12.653456681172429,52.419090503177664,101.4100740332751,0.5153097640385179,0.7225108199016914
2005,all,spatial_coverage,1000,1,390000,97488,97488,30.03610516500863,14.913133328527744,-0.6646306795286636,9.89126692733393,43.02544287387239,85.61462457443473,0.547334449093593,0.740455681633649
2005,spco2_le_threshold,spatial_coverage,1000,1,390000,97488,97474,24.12982795012327,14.73712111390549,-0.48657198033528126,9.889405174688136,42.969934287277795,85.14145993611103,0.6475019962792046,0.8056031199256359
2005,all,spatial_coverage,2500,1,390000,97488,97488,27.791008383240328,12.416428034157038,0.6362448831459756,7.950821200082345,34.074142769155436,77.40090327997135,0.6124758050672505,0.7841562621146149
2005,spco2_le_threshold,spatial_coverage,2500,1,390000,97488,97474,23.068145084111197,12.273737938412193,0.7808097087761465,7.949981611511106,34.03626783370552,77.00310569881042,0.6778385587172895,0.8272841036829216
2005,all,spatial_coverage,5000,1,390000,97488,97488,25.766566376576755,11.447202278737622,0.4047721463495081,7.648875545314809,31.05033426986964,63.13673844639703,0.6668780041215003,0.8168809101768538
2005,spco2_le_threshold,spatial_coverage,5000,1,390000,97488,97474,20.39117290190004,11.303287877605976,0.550388823390127,7.647083775061816,31.02586769909457,62.73116165071038,0.7482713623217635,0.8663193921431465
