validation_scheme,year,spatial_fold,budget,domain,weighting,strategy,n_seeds,mean_bias,sd_bias,mean_mae,mean_rmse
whole_blocks,2014,1,5000,global,equal_cell,random,20,1.186351281795048,0.5607691722521359,12.138578113523817,20.285300872628586
whole_blocks,2014,1,5000,global,spherical_cell_area,historical_density,20,0.3402755127342353,0.5336499515224364,13.959073468765993,23.153924962824632
whole_blocks,2014,1,5000,global,spherical_cell_area,random,20,1.3674237025353382,0.5808827888679764,11.861091222955734,19.559619292241106
whole_blocks,2014,1,5000,south_of_60n,equal_cell,historical_density,20,0.5791763602897748,0.4919711119630417,13.296909162932824,20.599401316320236
whole_blocks,2014,1,5000,south_of_60n,equal_cell,random,20,0.9881483612802103,0.5901189212414752,11.667060106115544,19.154051695244945
whole_blocks,2014,1,5000,south_of_60n,spherical_cell_area,historical_density,20,1.1143109174990289,0.5224826365628558,13.16441914733106,20.40454628179115
whole_blocks,2014,1,5000,south_of_60n,spherical_cell_area,random,20,1.2855907743203518,0.5946990659981205,11.62938259103507,18.983788630542403
whole_blocks,2014,2,5000,60_to_90n,equal_cell,historical_density,20,-33.03164293610904,8.105017768831322,47.60085870333522,72.05862084173232
whole_blocks,2014,2,5000,60_to_90n,equal_cell,random,20,0.6632304059770492,1.9309133443470552,18.451056929110756,38.6318209978159
whole_blocks,2014,2,5000,60_to_90n,spherical_cell_area,historical_density,20,-25.909505006057753,6.2726466731190555,41.76505646445528,68.9856643623745
whole_blocks,2014,2,5000,60_to_90n,spherical_cell_area,random,20,0.6461276630774001,1.6059056648845775,19.84495421166428,42.741300086710915
whole_blocks,2014,2,5000,global,equal_cell,historical_density,20,-5.70376471260156,1.0557445681982442,19.83346641916929,39.24115297964551
whole_blocks,2014,2,5000,global,equal_cell,random,20,-0.363121524030914,0.7168811263636583,14.111092165057963,29.21702995246452
whole_blocks,2014,2,5000,global,spherical_cell_area,historical_density,20,-1.9337071420474004,0.5039419540802902,16.945484825192516,34.48397252500595
whole_blocks,2014,2,5000,global,spherical_cell_area,random,20,-0.1923738067372811,0.6892507674051229,13.781884724701001,28.927969550988244
whole_blocks,2014,2,5000,south_of_60n,equal_cell,historical_density,20,-1.9404563427163133,0.44103602612796566,16.009632788975487,32.11250858399261
whole_blocks,2014,2,5000,south_of_60n,equal_cell,random,20,-0.5044599322694407,0.7616849192513615,13.51343779950544,27.66033964608431
whole_blocks,2014,2,5000,south_of_60n,spherical_cell_area,historical_density,20,-0.8295639823881358,0.4437851369786277,15.80248385368778,31.98872895950425
whole_blocks,2014,2,5000,south_of_60n,spherical_cell_area,random,20,-0.23098881623608322,0.7144178597953846,13.502665791569342,28.125283638291187
whole_blocks,2014,3,5000,60_to_90n,equal_cell,historical_density,20,-42.528990587134835,6.0235707214671965,50.36992262290953,79.2839820941722
whole_blocks,2014,3,5000,60_to_90n,equal_cell,random,20,-3.7624347447790805,1.8991682811515065,15.266981217995484,36.633910873583645
whole_blocks,2014,3,5000,60_to_90n,spherical_cell_area,historical_density,20,-36.119707055644724,5.071173840329609,45.31666766545098,81.344315501537
whole_blocks,2014,3,5000,60_to_90n,spherical_cell_area,random,20,-3.996084760973475,1.942828641345415,16.49368074577682,42.848981739914166
whole_blocks,2014,3,5000,global,equal_cell,historical_density,20,-6.382885667019031,0.6926488168189455,18.05200506520449,37.50150991042774
whole_blocks,2014,3,5000,global,equal_cell,random,20,-0.7067640251581698,0.44044220023624303,12.01972488333403,24.914871261853698
whole_blocks,2014,3,5000,global,spherical_cell_area,historical_density,20,-2.9237191677174814,0.352308300462796,15.158624404615072,30.77902802452425
whole_blocks,2014,3,5000,global,spherical_cell_area,random,20,-0.6028265040358582,0.41489130253501555,11.809948507482684,23.184563748048188
whole_blocks,2014,3,5000,south_of_60n,equal_cell,historical_density,20,-1.9318699390014018,0.303381503977744,14.072390673445529,28.34429263900061
whole_blocks,2014,3,5000,south_of_60n,equal_cell,random,20,-0.33049005420793975,0.46715171547855733,11.619859142601358,23.055954513273285
whole_blocks,2014,3,5000,south_of_60n,spherical_cell_area,historical_density,20,-1.5835328963624806,0.32471712424587995,13.941085836835274,26.79259221334062
