validation_scheme,year,spatial_fold,budget,domain,weighting,strategy,n_seeds,mean_bias,sd_bias,mean_mae,mean_rmse
whole_blocks_latitude_cap,2010,1,5000,south_of_60n,equal_cell,historical_density,20,-0.0041523195588900495,0.7207552153503585,13.180038306601876,20.896078126606433
whole_blocks_latitude_cap,2010,1,5000,south_of_60n,equal_cell,random,20,-0.19829990496660482,0.7722732847860546,11.833504072305272,23.40591723811044
whole_blocks_latitude_cap,2010,1,5000,south_of_60n,equal_cell,spatial_coverage,20,0.9641971411943109,0.5303759358458123,11.495536878020781,18.846936294621678
whole_blocks_latitude_cap,2010,1,5000,south_of_60n,spherical_cell_area,historical_density,20,0.27810599983619544,0.7429439652042185,12.863102754136003,20.47354716730336
whole_blocks_latitude_cap,2010,1,5000,south_of_60n,spherical_cell_area,random,20,0.10797901812314656,0.7711382516674611,11.645671169446294,22.8925142621895
whole_blocks_latitude_cap,2010,1,5000,south_of_60n,spherical_cell_area,spatial_coverage,20,1.3780761273718762,0.5061586717134645,11.368639618471056,18.568831545523402
whole_blocks_latitude_cap,2010,2,5000,global,equal_cell,historical_density,20,-1.9208811448853969,0.65741676864828,15.523332805031023,34.1208079514996
whole_blocks_latitude_cap,2010,2,5000,global,equal_cell,random,20,0.15694556581315083,1.2094311237689375,12.671242155264698,30.806357771334792
whole_blocks_latitude_cap,2010,2,5000,global,equal_cell,spatial_coverage,20,-0.32440402297196763,0.958405414832823,12.404761176180074,28.557642037729398
whole_blocks_latitude_cap,2010,2,5000,global,spherical_cell_area,historical_density,20,-0.7975386900468265,0.6206417786885667,14.926127458264187,32.35599599088916
whole_blocks_latitude_cap,2010,2,5000,global,spherical_cell_area,random,20,0.42480127272711365,0.9919408663315902,12.159383667460352,29.44989495417614
whole_blocks_latitude_cap,2010,2,5000,global,spherical_cell_area,spatial_coverage,20,-0.011174522332739984,0.812489722047028,11.985157476257749,27.538061080927626
whole_blocks_latitude_cap,2010,2,5000,south_of_60n,equal_cell,historical_density,20,-1.9208811448853969,0.65741676864828,15.523332805031023,34.1208079514996
whole_blocks_latitude_cap,2010,2,5000,south_of_60n,equal_cell,random,20,0.15694556581315083,1.2094311237689375,12.671242155264698,30.806357771334792
whole_blocks_latitude_cap,2010,2,5000,south_of_60n,equal_cell,spatial_coverage,20,-0.32440402297196763,0.958405414832823,12.404761176180074,28.557642037729398
whole_blocks_latitude_cap,2010,2,5000,south_of_60n,spherical_cell_area,historical_density,20,-0.7975386900468265,0.6206417786885667,14.926127458264187,32.35599599088916
whole_blocks_latitude_cap,2010,2,5000,south_of_60n,spherical_cell_area,random,20,0.42480127272711365,0.9919408663315902,12.159383667460352,29.44989495417614
whole_blocks_latitude_cap,2010,2,5000,south_of_60n,spherical_cell_area,spatial_coverage,20,-0.011174522332739984,0.812489722047028,11.985157476257749,27.538061080927626
whole_blocks_latitude_cap,2010,3,5000,global,equal_cell,historical_density,20,-1.8807197282451011,0.41622354913858073,13.60731173321864,38.57560698486923
whole_blocks_latitude_cap,2010,3,5000,global,equal_cell,random,20,-0.10523334503497687,0.28941230271364127,11.51662695836271,34.39444514017608
whole_blocks_latitude_cap,2010,3,5000,global,equal_cell,spatial_coverage,20,-0.4191923604235005,0.23179141221878902,11.456905067629894,31.27203526934273
whole_blocks_latitude_cap,2010,3,5000,global,spherical_cell_area,historical_density,20,-1.8109822718238142,0.38575333141925533,13.058465657470663,35.193068817983104
whole_blocks_latitude_cap,2010,3,5000,global,spherical_cell_area,random,20,-0.3258719230384577,0.2567380357213523,11.08092809312196,31.426676663642287
whole_blocks_latitude_cap,2010,3,5000,global,spherical_cell_area,spatial_coverage,20,-0.5837659336286821,0.20505349309896873,11.101060730604134,28.71740797086896
whole_blocks_latitude_cap,2010,3,5000,south_of_60n,equal_cell,historical_density,20,-1.8807197282451011,0.41622354913858073,13.60731173321864,38.57560698486923
whole_blocks_latitude_cap,2010,3,5000,south_of_60n,equal_cell,random,20,-0.10523334503497687,0.28941230271364127,11.51662695836271,34.39444514017608
whole_blocks_latitude_cap,2010,3,5000,south_of_60n,equal_cell,spatial_coverage,20,-0.4191923604235005,0.23179141221878902,11.456905067629894,31.27203526934273
whole_blocks_latitude_cap,2010,3,5000,south_of_60n,spherical_cell_area,historical_density,20,-1.8109822718238142,0.38575333141925533,13.058465657470663,35.193068817983104
whole_blocks_latitude_cap,2010,3,5000,south_of_60n,spherical_cell_area,random,20,-0.3258719230384577,0.2567380357213523,11.08092809312196,31.426676663642287
whole_blocks_latitude_cap,2010,3,5000,south_of_60n,spherical_cell_area,spatial_coverage,20,-0.5837659336286821,0.20505349309896873,11.101060730604134,28.71740797086896
whole_blocks_latitude_cap,2010,4,5000,global,equal_cell,historical_density,20,-2.083211671527283,0.4179115726693647,13.699926048232433,22.165169066596647
whole_blocks_latitude_cap,2010,4,5000,global,equal_cell,random,20,-0.8373984362904201,0.4198528856216459,12.023347971828805,20.408597903519798
whole_blocks_latitude_cap,2010,4,5000,global,equal_cell,spatial_coverage,20,-1.0048687416287883,0.3464090641591719,12.484996418294172,20.087719423186876
whole_blocks_latitude_cap,2010,4,5000,global,spherical_cell_area,historical_density,20,-2.1517899529077686,0.373317836363916,13.365836944022604,22.118071255416403
whole_blocks_latitude_cap,2010,4,5000,global,spherical_cell_area,random,20,-1.3666958810393994,0.37615047526351153,11.729074958636485,20.149035893996842
whole_blocks_latitude_cap,2010,4,5000,global,spherical_cell_area,spatial_coverage,20,-1.3649776146154993,0.3081506720449591,12.321097246538903,19.965528611453642
whole_blocks_latitude_cap,2010,4,5000,south_of_60n,equal_cell,historical_density,20,-2.083211671527283,0.4179115726693647,13.699926048232433,22.165169066596647
whole_blocks_latitude_cap,2010,4,5000,south_of_60n,equal_cell,random,20,-0.8373984362904201,0.4198528856216459,12.023347971828805,20.408597903519798
whole_blocks_latitude_cap,2010,4,5000,south_of_60n,equal_cell,spatial_coverage,20,-1.0048687416287883,0.3464090641591719,12.484996418294172,20.087719423186876
whole_blocks_latitude_cap,2010,4,5000,south_of_60n,spherical_cell_area,historical_density,20,-2.1517899529077686,0.373317836363916,13.365836944022604,22.118071255416403
whole_blocks_latitude_cap,2010,4,5000,south_of_60n,spherical_cell_area,random,20,-1.3666958810393994,0.37615047526351153,11.729074958636485,20.149035893996842
whole_blocks_latitude_cap,2010,4,5000,south_of_60n,spherical_cell_area,spatial_coverage,20,-1.3649776146154993,0.3081506720449591,12.321097246538903,19.965528611453642
whole_blocks_latitude_cap,2014,0,5000,global,equal_cell,historical_density,20,0.8262151059417533,0.41748595020212603,14.147820175218465,24.27540757283168
whole_blocks_latitude_cap,2014,0,5000,global,equal_cell,random,20,1.3384403146665313,0.44355152923285374,12.3559836755672,23.864940701186907
whole_blocks_latitude_cap,2014,0,5000,global,equal_cell,spatial_coverage,20,1.0801889767825221,0.3729293470376682,12.193719508684381,20.756008060462662
whole_blocks_latitude_cap,2014,0,5000,global,spherical_cell_area,historical_density,20,1.142367412981319,0.4282885265887097,13.96651190526516,24.379216112432623
whole_blocks_latitude_cap,2014,0,5000,global,spherical_cell_area,random,20,1.3711458948322088,0.47090807167376914,12.160702726148886,23.783066997967556
