year,evaluation_domain,budget,seed,comparison,metric,difference_equal_weight,difference_area_weighted,difference
2005,all,500,18,historical_density_minus_random,rmse,6.898231124090263,7.11732808696982,0.21909696287955693
2005,all,500,18,historical_density_minus_random,mae,5.211813414135088,5.489673962088466,0.27786054795337733
2005,all,500,18,historical_density_minus_random,median_absolute_error,3.752857122152165,4.138741511894267,0.38588438974210204
2005,all,500,18,historical_density_minus_random,p95_absolute_error,15.529858651319763,16.089252745584325,0.5593940942645617
2005,all,500,18,historical_density_minus_random,p99_absolute_error,19.44619875872526,20.21592684087254,0.7697280821472816
2005,all,500,19,spatial_coverage_minus_random,rmse,3.1864756563134837,2.912753667144848,-0.27372198916863555
2005,all,500,19,spatial_coverage_minus_random,mae,1.1021620345647245,0.9378483669460458,-0.16431366761867872
2005,all,500,19,spatial_coverage_minus_random,median_absolute_error,0.3657430978328762,0.1859141072280863,-0.17982899060478988
2005,all,500,19,spatial_coverage_minus_random,p95_absolute_error,1.6911452984746305,1.3438016602210825,-0.34734363825354797
2005,all,500,19,spatial_coverage_minus_random,p99_absolute_error,31.05591636233187,29.098715014823327,-1.9572013475085441
2005,all,500,19,historical_density_minus_random,rmse,7.649295862630531,7.880821028729336,0.23152516609880536
2005,all,500,19,historical_density_minus_random,mae,4.495228958908211,4.70236250077701,0.2071335418687994
2005,all,500,19,historical_density_minus_random,median_absolute_error,2.409905512586363,2.5922891724579245,0.18238365987156158
2005,all,500,19,historical_density_minus_random,p95_absolute_error,19.177593561710417,18.28122340135685,-0.8963701603535661
2005,all,500,19,historical_density_minus_random,p99_absolute_error,35.451319254757706,37.30043400954301,1.8491147547853046
2005,all,1000,0,spatial_coverage_minus_random,rmse,0.1224611133353441,-0.079148084942652,-0.20160919827799612
2005,all,1000,0,spatial_coverage_minus_random,mae,1.242051274030576,1.15642855408003,-0.08562271995054593
2005,all,1000,0,spatial_coverage_minus_random,median_absolute_error,0.9773907152804496,1.0400171666571223,0.06262645137667266
2005,all,1000,0,spatial_coverage_minus_random,p95_absolute_error,3.950257442737765,3.581235714070665,-0.3690217286670996
2005,all,1000,0,spatial_coverage_minus_random,p99_absolute_error,3.350570835506062,0.7567036872004707,-2.5938671483055913
2005,all,1000,0,historical_density_minus_random,rmse,9.384164695852808,9.16043881530542,-0.22372588054738785
2005,all,1000,0,historical_density_minus_random,mae,5.789855313492945,5.602599212753196,-0.18725610073974863
2005,all,1000,0,historical_density_minus_random,median_absolute_error,2.6470033661789785,2.69217548529204,0.045172119113061626
2005,all,1000,0,historical_density_minus_random,p95_absolute_error,29.345799748925717,27.258146892234144,-2.087652856691573
2005,all,1000,0,historical_density_minus_random,p99_absolute_error,47.61968317650597,45.90755624352143,-1.712126932984546
2005,all,1000,1,spatial_coverage_minus_random,rmse,0.5326274695352069,0.4720762223167796,-0.060551247218427307
2005,all,1000,1,spatial_coverage_minus_random,mae,1.317139696380126,1.352405285405359,0.03526558902523291
2005,all,1000,1,spatial_coverage_minus_random,median_absolute_error,1.079214095277706,1.215815833852588,0.1366017385748819
2005,all,1000,1,spatial_coverage_minus_random,p95_absolute_error,4.006677084619028,4.027965657246,0.021288572626971813
2005,all,1000,1,spatial_coverage_minus_random,p99_absolute_error,1.12413756424597,0.7205803449195258,-0.40355721932644406
2005,all,1000,1,historical_density_minus_random,rmse,9.533446649663134,9.396796836834792,-0.13664981282834177
2005,all,1000,1,historical_density_minus_random,mae,6.02037847479674,6.071564508831504,0.05118603403476385
2005,all,1000,1,historical_density_minus_random,median_absolute_error,2.895795194970617,3.05373818911238,0.15794299414176294
2005,all,1000,1,historical_density_minus_random,p95_absolute_error,26.361230962332307,25.020389711295,-1.3408412510373076
2005,all,1000,1,historical_density_minus_random,p99_absolute_error,36.58762228095745,33.74706173552744,-2.8405605454300087
2005,all,1000,2,spatial_coverage_minus_random,rmse,-0.9759577290763026,-0.7636014270685507,0.2123563020077519
2005,all,1000,2,spatial_coverage_minus_random,mae,0.4118577675193595,0.4577124108975727,0.04585464337821321
2005,all,1000,2,spatial_coverage_minus_random,median_absolute_error,0.4110825944197245,0.3826394453372757,-0.028443149082448826
2005,all,1000,2,spatial_coverage_minus_random,p95_absolute_error,1.968231400538535,2.2773108641193858,0.3090794635808507
2005,all,1000,2,spatial_coverage_minus_random,p99_absolute_error,-1.5113207967579854,-0.244654833185578,1.2666659635724073
2005,all,1000,2,historical_density_minus_random,rmse,6.151217834229577,6.175436222419137,0.024218388189559903
2005,all,1000,2,historical_density_minus_random,mae,4.0328610669658005,3.933643989463031,-0.09921707750276942
2005,all,1000,2,historical_density_minus_random,median_absolute_error,2.52465457890429,2.436140809784149,-0.08851376912014075
2005,all,1000,2,historical_density_minus_random,p95_absolute_error,14.433133344648011,13.916510839957574,-0.5166225046904369
2005,all,1000,2,historical_density_minus_random,p99_absolute_error,31.044345863709225,32.632298688068374,1.5879528243591494
2005,all,1000,3,spatial_coverage_minus_random,rmse,-0.5522443794817882,-0.3568360005240514,0.19540837895773677
2005,all,1000,3,spatial_coverage_minus_random,mae,-0.0885023175118657,0.2575835448779333,0.346085862389799
2005,all,1000,3,spatial_coverage_minus_random,median_absolute_error,0.3510929666486504,0.6997486315949288,0.3486556649462784
2005,all,1000,3,spatial_coverage_minus_random,p95_absolute_error,-0.9413618141899248,-0.2650632927180041,0.6762985214719207
2005,all,1000,3,spatial_coverage_minus_random,p99_absolute_error,-7.27416845733886,-7.587067982002765,-0.312899524663905
2005,all,1000,3,historical_density_minus_random,rmse,9.52812334327847,9.541266799074617,0.013143455796146952
2005,all,1000,3,historical_density_minus_random,mae,5.857396288616886,5.843334124122629,-0.014062164494257345
2005,all,1000,3,historical_density_minus_random,median_absolute_error,2.955164128809372,3.0134850181853494,0.05832088937597746
2005,all,1000,3,historical_density_minus_random,p95_absolute_error,29.65712138923267,29.898049003681024,0.24092761444835276
2005,all,1000,3,historical_density_minus_random,p99_absolute_error,38.0004335681583,37.69742751800385,-0.30300605015445115
2005,all,1000,4,spatial_coverage_minus_random,rmse,11.540710823098763,11.450275715717709,-0.09043510738105454
2005,all,1000,4,spatial_coverage_minus_random,mae,4.887006275633798,4.796846891967091,-0.09015938366670717
2005,all,1000,4,spatial_coverage_minus_random,median_absolute_error,1.4668883434715667,1.3889041749072248,-0.07798416856434187
2005,all,1000,4,spatial_coverage_minus_random,p95_absolute_error,16.823461570640838,16.80454586132683,-0.01891570931400821
2005,all,1000,4,spatial_coverage_minus_random,p99_absolute_error,69.96610522212507,70.4743837245772,0.5082785024521286
2005,all,1000,4,historical_density_minus_random,rmse,11.468490539003184,11.022627500126331,-0.44586303887685297
2005,all,1000,4,historical_density_minus_random,mae,6.494091047047977,6.186496959098795,-0.3075940879491821
2005,all,1000,4,historical_density_minus_random,median_absolute_error,2.959127964723052,2.679756320484529,-0.27937164423852323
2005,all,1000,4,historical_density_minus_random,p95_absolute_error,26.635096649805668,25.7531614775932,-0.8819351722124686
2005,all,1000,4,historical_density_minus_random,p99_absolute_error,72.565823963296,69.01811339699142,-3.5477105663045734
2005,all,1000,5,spatial_coverage_minus_random,rmse,-0.5528446955167574,-0.5955640247509884,-0.04271932923423094
2005,all,1000,5,spatial_coverage_minus_random,mae,-0.2245342152937244,-0.2530252776468877,-0.028491062353163316
2005,all,1000,5,spatial_coverage_minus_random,median_absolute_error,0.1977476116962009,0.1877878527675989,-0.009959758928601986
2005,all,1000,5,spatial_coverage_minus_random,p95_absolute_error,-1.800351011670081,-1.654995602082522,0.14535540958755888
2005,all,1000,5,spatial_coverage_minus_random,p99_absolute_error,-3.0652532642941424,-3.052596683059108,0.012656581235034547
2005,all,1000,5,historical_density_minus_random,rmse,8.04286598625631,7.667950823225016,-0.374915163031293
2005,all,1000,5,historical_density_minus_random,mae,4.909037091980494,4.646439501987478,-0.26259758999301575
2005,all,1000,5,historical_density_minus_random,median_absolute_error,2.8008157843156027,2.6171498203299564,-0.18366596398564639
