year,evaluation_domain,budget,comparison,metric,n_seeds,mean_area_weighting_change,sd_area_weighting_change,seed_bootstrap_low,seed_bootstrap_high,fraction_change_below_zero
2005,spco2_le_threshold,2500,spatial_coverage_minus_random,mae,20,-0.005497169164852484,0.1225088886943166,-0.05819943785859849,0.04835202450952066,0.45
2005,spco2_le_threshold,2500,spatial_coverage_minus_random,median_absolute_error,20,-0.001634923585453385,0.1163262695896684,-0.05202398000310987,0.047394033099387556,0.35
2005,spco2_le_threshold,2500,spatial_coverage_minus_random,p95_absolute_error,20,-0.0004289192913142805,0.35856123008788043,-0.14973673218725542,0.15544762367422393,0.55
2005,spco2_le_threshold,2500,spatial_coverage_minus_random,p99_absolute_error,20,-0.4637223750975978,1.5329048555068654,-1.1183512347696738,0.18132993941633296,0.5
2005,spco2_le_threshold,2500,spatial_coverage_minus_random,rmse,20,0.016284765842199546,0.22147450029482826,-0.08033306688741945,0.11319542913427073,0.6
2005,spco2_le_threshold,5000,historical_density_minus_random,mae,20,0.027376989689269115,0.18939746544050276,-0.05399589789154959,0.10608887720364941,0.4
2005,spco2_le_threshold,5000,historical_density_minus_random,median_absolute_error,20,0.03832860018064532,0.12698498098805094,-0.016253316172362083,0.09202609025888948,0.4
2005,spco2_le_threshold,5000,historical_density_minus_random,p95_absolute_error,20,-0.029559473538974146,1.9319013084735093,-0.8603037980470079,0.768422629284051,0.5
2005,spco2_le_threshold,5000,historical_density_minus_random,p99_absolute_error,20,0.02848159490988955,2.6071673952877843,-1.1111552131285762,1.126267211732993,0.5
2005,spco2_le_threshold,5000,historical_density_minus_random,rmse,20,-0.021302283203532824,0.5082847998468115,-0.22957945892453424,0.19599329284233233,0.5
2005,spco2_le_threshold,5000,spatial_coverage_minus_random,mae,20,0.031282507362254165,0.1134280200551705,-0.015562049869684005,0.0813288172740041,0.5
2005,spco2_le_threshold,5000,spatial_coverage_minus_random,median_absolute_error,20,0.019548089450228213,0.11488884511437637,-0.027399094199011473,0.07165899221565268,0.45
2005,spco2_le_threshold,5000,spatial_coverage_minus_random,p95_absolute_error,20,0.1114519097131865,0.4447887662339796,-0.07647157376955616,0.30799595113010153,0.45
2005,spco2_le_threshold,5000,spatial_coverage_minus_random,p99_absolute_error,20,0.0038681691310301636,0.9595918749004942,-0.39714039775957766,0.4137243432562273,0.5
2005,spco2_le_threshold,5000,spatial_coverage_minus_random,rmse,20,0.01793785610590935,0.25830072002474336,-0.10049054854971434,0.11768610477532404,0.45
2010,all,500,historical_density_minus_random,mae,20,-0.12012401641230067,0.25399300792488855,-0.22973363122777465,-0.014251700915924816,0.65
2010,all,500,historical_density_minus_random,median_absolute_error,20,-0.07259998312193963,0.2127045356835787,-0.16431585923777647,0.01827726468988594,0.6
2010,all,500,historical_density_minus_random,p95_absolute_error,20,-0.7556691726974568,1.6470230761136482,-1.4657479802160187,-0.06709255283342239,0.6
2010,all,500,historical_density_minus_random,p99_absolute_error,20,0.050521926956148634,2.5364935863601072,-1.0098758235279253,1.159541555809714,0.55
2010,all,500,historical_density_minus_random,rmse,20,-0.12388173358199336,0.3929513728128852,-0.2951707508295245,0.04327080886535189,0.65
2010,all,500,spatial_coverage_minus_random,mae,20,-0.03207749244133405,0.12111533416571277,-0.08349946182187001,0.019209907007483127,0.6
2010,all,500,spatial_coverage_minus_random,median_absolute_error,20,-0.015885314127926646,0.10483251497197058,-0.06199486082315157,0.030048795027083592,0.5
2010,all,500,spatial_coverage_minus_random,p95_absolute_error,20,-0.11574477064472802,0.523709270633957,-0.35065023762745556,0.09777759341642862,0.5
2010,all,500,spatial_coverage_minus_random,p99_absolute_error,20,-0.19454435559903827,1.2563502044563055,-0.7284611755950806,0.3317709507585573,0.6
2010,all,500,spatial_coverage_minus_random,rmse,20,-0.0340100358289364,0.1441741938636303,-0.09950602358070525,0.02419626646359559,0.55
2010,all,1000,historical_density_minus_random,mae,20,-0.05333017662408783,0.18835113591769131,-0.13484051631791125,0.0259674756345794,0.6
2010,all,1000,historical_density_minus_random,median_absolute_error,20,-0.031983069408502054,0.12791214700346973,-0.08522292017005828,0.02359098436541387,0.6
2010,all,1000,historical_density_minus_random,p95_absolute_error,20,-0.38992866730132814,1.5662703476155686,-1.1237012199423633,0.22462597481937627,0.6
2010,all,1000,historical_density_minus_random,p99_absolute_error,20,0.021452701785221427,2.472007684409095,-1.0489580730710593,1.0682721045022594,0.5
2010,all,1000,historical_density_minus_random,rmse,20,-0.07682299249371996,0.3324032653161374,-0.2221278235907626,0.0601270002292632,0.55
2010,all,1000,spatial_coverage_minus_random,mae,20,-0.041421419201207565,0.11955247722136983,-0.0928478583783605,0.008159594332218523,0.65
2010,all,1000,spatial_coverage_minus_random,median_absolute_error,20,-0.03641705766390117,0.10797005473283854,-0.0832534890731573,0.009988180029277422,0.6
2010,all,1000,spatial_coverage_minus_random,p95_absolute_error,20,-0.060639496805183477,0.48988553883970176,-0.27839922115411975,0.1363109169431493,0.55
2010,all,1000,spatial_coverage_minus_random,p99_absolute_error,20,0.4454352374312812,1.378093187670294,-0.14513489890672873,1.0367324767145418,0.35
2010,all,1000,spatial_coverage_minus_random,rmse,20,-0.0013609894608251794,0.14406984763649464,-0.06699248637791184,0.05648174125419491,0.5
2010,all,2500,historical_density_minus_random,mae,20,-0.08112904008664097,0.24169295969108395,-0.18255647574698142,0.025121594934300925,0.6
2010,all,2500,historical_density_minus_random,median_absolute_error,20,-0.040910825055607336,0.14387487564860885,-0.10345567372818981,0.019172988566189302,0.6
2010,all,2500,historical_density_minus_random,p95_absolute_error,20,-0.4080385296102026,1.7914896863887826,-1.1623366507128123,0.3748203885635678,0.6
2010,all,2500,historical_density_minus_random,p99_absolute_error,20,-0.5815540741422607,3.928855768354771,-2.2500376635787527,1.0948700160736466,0.6
2010,all,2500,historical_density_minus_random,rmse,20,-0.12854344066508822,0.43348325082753036,-0.3253278081250934,0.048872699480504295,0.65
2010,all,2500,spatial_coverage_minus_random,mae,20,0.003341819539077301,0.11482085520712348,-0.04327642206798704,0.05437176757036985,0.55
2010,all,2500,spatial_coverage_minus_random,median_absolute_error,20,0.021153549109438098,0.12463764413939855,-0.029722506298724086,0.0761920477863555,0.5
2010,all,2500,spatial_coverage_minus_random,p95_absolute_error,20,0.01054526602130008,0.3691852406442375,-0.14422675424514653,0.16691754016610105,0.5
2010,all,2500,spatial_coverage_minus_random,p99_absolute_error,20,-0.12528175182561202,1.2981451199952614,-0.6542887984813923,0.4728051775016214,0.6
2010,all,2500,spatial_coverage_minus_random,rmse,20,-0.04030511363591954,0.15143093522237233,-0.1069697890799084,0.02213683972804005,0.55
2010,all,5000,historical_density_minus_random,mae,20,-0.03613432351489578,0.2815924388122776,-0.15416406542260935,0.08602526349221937,0.6
2010,all,5000,historical_density_minus_random,median_absolute_error,20,0.008553310562052763,0.15380408826456582,-0.05597550006067024,0.07478410963291172,0.45
2010,all,5000,historical_density_minus_random,p95_absolute_error,20,-0.12139160143271539,1.8978357034753481,-0.9155045533920291,0.6922924184559479,0.5
2010,all,5000,historical_density_minus_random,p99_absolute_error,20,-1.4243026280170725,3.8063299001380666,-3.0564843863898825,0.14423795671966014,0.6
2010,all,5000,historical_density_minus_random,rmse,20,-0.10965538842768865,0.47080326367802044,-0.307727804375712,0.0935428101572275,0.7
2010,all,5000,spatial_coverage_minus_random,mae,20,-0.05412485681774726,0.1128260335091586,-0.10237347907289394,-0.005873708282071409,0.7
2010,all,5000,spatial_coverage_minus_random,median_absolute_error,20,-0.029800828680132,0.10527752681370903,-0.07600922467575692,0.01461628774458018,0.55
2010,all,5000,spatial_coverage_minus_random,p95_absolute_error,20,-0.25668853460374363,0.42791845414218294,-0.438374144015731,-0.07754569721949493,0.75
2010,all,5000,spatial_coverage_minus_random,p99_absolute_error,20,-0.8183548104722327,1.0783559315391993,-1.3111328312463173,-0.3831984694698988,0.85
2010,all,5000,spatial_coverage_minus_random,rmse,20,-0.06471941764104726,0.14134009417441296,-0.12519081791488404,-0.002102179662511087,0.7
2010,spco2_le_threshold,500,historical_density_minus_random,mae,20,-0.12003140593501664,0.25406896015944685,-0.2312402442674126,-0.015665883099780013,0.65
2010,spco2_le_threshold,500,historical_density_minus_random,median_absolute_error,20,-0.07228615753840298,0.21300708201093996,-0.16328335996481394,0.01811702743169957,0.6
2010,spco2_le_threshold,500,historical_density_minus_random,p95_absolute_error,20,-0.7472514053667405,1.6187383423756063,-1.4649028205049641,-0.08048589842707182,0.6
2010,spco2_le_threshold,500,historical_density_minus_random,p99_absolute_error,20,0.023163230911128263,2.5318964007339644,-1.039052291892936,1.1379867043340317,0.55
2010,spco2_le_threshold,500,historical_density_minus_random,rmse,20,-0.14376080416616221,0.4618756477141651,-0.3416455923150974,0.047407420040241156,0.65
2010,spco2_le_threshold,500,spatial_coverage_minus_random,mae,20,-0.03220256580315485,0.12105055893619592,-0.08415145204094823,0.019552456256604005,0.6
2010,spco2_le_threshold,500,spatial_coverage_minus_random,median_absolute_error,20,-0.015999287915377674,0.10435833548819277,-0.059872468782502145,0.02776669142939923,0.5
2010,spco2_le_threshold,500,spatial_coverage_minus_random,p95_absolute_error,20,-0.1166275739138896,0.5103868600201752,-0.342887643662179,0.09087358348642521,0.45
2010,spco2_le_threshold,500,spatial_coverage_minus_random,p99_absolute_error,20,-0.2689387981797074,1.257899463745123,-0.8237611284226477,0.2436486356325224,0.55
2010,spco2_le_threshold,500,spatial_coverage_minus_random,rmse,20,-0.04196831925742497,0.16905551842682204,-0.11896885329795667,0.026441228401822236,0.65
2010,spco2_le_threshold,1000,historical_density_minus_random,mae,20,-0.05325314833673298,0.18825801796541378,-0.13488048236863576,0.026407861174356968,0.65
2010,spco2_le_threshold,1000,historical_density_minus_random,median_absolute_error,20,-0.03248138194133217,0.12756874910421329,-0.08545779589427459,0.022739622453880316,0.6
2010,spco2_le_threshold,1000,historical_density_minus_random,p95_absolute_error,20,-0.37349438359211556,1.5221715568849457,-1.063866108773658,0.23388888336158484,0.6
2010,spco2_le_threshold,1000,historical_density_minus_random,p99_absolute_error,20,-0.14023006440514063,2.5665780735594645,-1.27189500638917,0.9117971036395834,0.55
2010,spco2_le_threshold,1000,historical_density_minus_random,rmse,20,-0.09143077763269887,0.3866665249144872,-0.2609131278925831,0.07313317544893098,0.6
2010,spco2_le_threshold,1000,spatial_coverage_minus_random,mae,20,-0.04152905325215295,0.11961593674720428,-0.09326894125678993,0.008416254146955163,0.65
2010,spco2_le_threshold,1000,spatial_coverage_minus_random,median_absolute_error,20,-0.03681352591277685,0.10780481923544337,-0.08394051337087262,0.010374543195915898,0.6
2010,spco2_le_threshold,1000,spatial_coverage_minus_random,p95_absolute_error,20,-0.06556155331188188,0.4831104732219284,-0.2749191029367865,0.1344694182516739,0.5
2010,spco2_le_threshold,1000,spatial_coverage_minus_random,p99_absolute_error,20,0.4081975784560875,1.3559055228969292,-0.17034377703733775,0.9817605712977605,0.35
2010,spco2_le_threshold,1000,spatial_coverage_minus_random,rmse,20,-0.014870002318138582,0.1774598718107717,-0.09487592029015163,0.05703799451756099,0.45
2010,spco2_le_threshold,2500,historical_density_minus_random,mae,20,-0.08142498254726867,0.24184473789716684,-0.18001397243198836,0.025798252453371317,0.6
2010,spco2_le_threshold,2500,historical_density_minus_random,median_absolute_error,20,-0.040891606377869,0.14412916681012886,-0.10461757843705792,0.018926886473237807,0.6
2010,spco2_le_threshold,2500,historical_density_minus_random,p95_absolute_error,20,-0.396074763432994,1.7962579814863424,-1.1609542229646235,0.3809765368235875,0.6
2010,spco2_le_threshold,2500,historical_density_minus_random,p99_absolute_error,20,-0.5796322510497603,3.6366724527926144,-2.1355575859438813,1.0054196516670029,0.55
2010,spco2_le_threshold,2500,historical_density_minus_random,rmse,20,-0.166403895975089,0.5220983104447632,-0.39360158692774394,0.04876612020833853,0.6
2010,spco2_le_threshold,2500,spatial_coverage_minus_random,mae,20,0.003003344010477199,0.11469168781361322,-0.04404737917110857,0.05580504231505363,0.55
2010,spco2_le_threshold,2500,spatial_coverage_minus_random,median_absolute_error,20,0.02055335673864251,0.12440522653409718,-0.030467774175599913,0.07484712544599496,0.5
2010,spco2_le_threshold,2500,spatial_coverage_minus_random,p95_absolute_error,20,0.010611577075332645,0.37432061741401973,-0.15013876640468057,0.17060037347546889,0.5
2010,spco2_le_threshold,2500,spatial_coverage_minus_random,p99_absolute_error,20,-0.13446828753576057,1.182674057023373,-0.597897413088968,0.41498757177425105,0.65
2010,spco2_le_threshold,2500,spatial_coverage_minus_random,rmse,20,-0.06641826286466444,0.18384044199814104,-0.14731387755090397,0.010550800298206684,0.55
2010,spco2_le_threshold,5000,historical_density_minus_random,mae,20,-0.036399993083038006,0.28166396385679393,-0.15524186006771806,0.08610745429369525,0.6
2010,spco2_le_threshold,5000,historical_density_minus_random,median_absolute_error,20,0.008384039778846409,0.15354366260700003,-0.05651400016542701,0.07409831304764959,0.45
2010,spco2_le_threshold,5000,historical_density_minus_random,p95_absolute_error,20,-0.12789731602881282,1.8833821964127184,-0.9176032927473453,0.697027785741626,0.5
2010,spco2_le_threshold,5000,historical_density_minus_random,p99_absolute_error,20,-1.53366103137748,3.9028797489322464,-3.2444015253115226,0.05907798851752415,0.55
2010,spco2_le_threshold,5000,historical_density_minus_random,rmse,20,-0.14858799268761347,0.5560401291178525,-0.37701707911308807,0.09229980434482644,0.7
2010,spco2_le_threshold,5000,spatial_coverage_minus_random,mae,20,-0.054041287463070575,0.11272158272672085,-0.10124518534026682,-0.005328396099352833,0.7
2010,spco2_le_threshold,5000,spatial_coverage_minus_random,median_absolute_error,20,-0.02995234925252817,0.10564371914703924,-0.07551661842050945,0.014555971926105861,0.55
2010,spco2_le_threshold,5000,spatial_coverage_minus_random,p95_absolute_error,20,-0.2577175875050969,0.424614555291035,-0.43828214728796294,-0.08083043056740803,0.75
2010,spco2_le_threshold,5000,spatial_coverage_minus_random,p99_absolute_error,20,-0.8406106861285563,1.069556539218146,-1.2973248492983052,-0.40092998084266107,0.85
2010,spco2_le_threshold,5000,spatial_coverage_minus_random,rmse,20,-0.08667147982810125,0.17880631385088552,-0.16284922789901082,-0.009395594163773044,0.7
2014,all,500,historical_density_minus_random,mae,20,-0.06701833289731758,0.2729213479289321,-0.17783336932256735,0.05262197985023442,0.6
2014,all,500,historical_density_minus_random,median_absolute_error,20,-0.043589816914631305,0.27025028638927767,-0.14802169431753068,0.08139890756217147,0.65
2014,all,500,historical_density_minus_random,p95_absolute_error,20,0.20822934561819134,1.0982243556686093,-0.26355592404452916,0.6783514506458163,0.35
2014,all,500,historical_density_minus_random,p99_absolute_error,20,-0.8789297213478054,2.3156022897592186,-1.908346530606946,0.06620456081907121,0.6
2014,all,500,historical_density_minus_random,rmse,20,-0.08853382549951991,0.3476017447292065,-0.24066515554443368,0.05825521417624943,0.7
2014,all,500,spatial_coverage_minus_random,mae,20,0.002726394595141124,0.21428946479878733,-0.08773433753394276,0.09203604389480455,0.45
2014,all,500,spatial_coverage_minus_random,median_absolute_error,20,0.03446980134499711,0.19857414342045615,-0.048619115283384834,0.1196646677662303,0.45
2014,all,500,spatial_coverage_minus_random,p95_absolute_error,20,-0.10517182275003725,0.7758618913610553,-0.4249402572056562,0.23772571138819495,0.6
2014,all,500,spatial_coverage_minus_random,p99_absolute_error,20,-0.40014765118018725,1.3988811183354375,-1.0366425527522558,0.1723452900443659,0.45
2014,all,500,spatial_coverage_minus_random,rmse,20,-0.045453889132751515,0.2315469022318942,-0.14530545086255559,0.05350865357266657,0.6
2014,all,1000,historical_density_minus_random,mae,20,0.018329627826937457,0.30851651103373556,-0.11120628463433961,0.15107927321897258,0.45
2014,all,1000,historical_density_minus_random,median_absolute_error,20,0.014702502088074809,0.21799276046483257,-0.07576205581174966,0.11089642141015667,0.5
2014,all,1000,historical_density_minus_random,p95_absolute_error,20,0.2798628787605809,2.043386161966904,-0.5856999352432539,1.167037558391749,0.6
2014,all,1000,historical_density_minus_random,p99_absolute_error,20,0.07745364766915888,3.0848127637597984,-1.188060271375559,1.4586086087695016,0.6
2014,all,1000,historical_density_minus_random,rmse,20,0.04570852979163829,0.4687434571545524,-0.1503363189463773,0.25186585385959287,0.6
2014,all,1000,spatial_coverage_minus_random,mae,20,-0.019311565317611565,0.14200335002533107,-0.07664127384815102,0.04285397983499024,0.65
2014,all,1000,spatial_coverage_minus_random,median_absolute_error,20,-0.042888348622622634,0.14351699008663432,-0.10396457362506585,0.020144012482770996,0.7
2014,all,1000,spatial_coverage_minus_random,p95_absolute_error,20,-0.016408466333471983,0.5673881578824425,-0.24684296757519247,0.2369546707372802,0.6
2014,all,1000,spatial_coverage_minus_random,p99_absolute_error,20,-0.1473238341483199,1.1573685089736345,-0.6240018369677937,0.3597592789016416,0.65
2014,all,1000,spatial_coverage_minus_random,rmse,20,0.0094184987106961,0.1644896131600106,-0.06006483554925599,0.08009987564976515,0.5
2014,all,2500,historical_density_minus_random,mae,20,-0.010079461560786296,0.2569162020454047,-0.12146018916608245,0.09918151610057123,0.5
2014,all,2500,historical_density_minus_random,median_absolute_error,20,-0.03093365963942455,0.17093693736086116,-0.10316480982216993,0.04343488246813153,0.55
2014,all,2500,historical_density_minus_random,p95_absolute_error,20,0.00294103995027708,2.2900055130039103,-0.9309456756911125,1.0292478994306473,0.6
2014,all,2500,historical_density_minus_random,p99_absolute_error,20,-0.4362335182425804,4.417580647546164,-2.2512415861858437,1.5050747605831825,0.5
2014,all,2500,historical_density_minus_random,rmse,20,0.004275088152712936,0.6146876564856619,-0.2532382234525467,0.26967516639020833,0.55
2014,all,2500,spatial_coverage_minus_random,mae,20,-0.0604640348659168,0.11866462298116315,-0.10930443971634908,-0.009205160569350963,0.6
2014,all,2500,spatial_coverage_minus_random,median_absolute_error,20,-0.04175591209116047,0.10491177773634568,-0.08649320030682148,0.004290272359149309,0.7
2014,all,2500,spatial_coverage_minus_random,p95_absolute_error,20,-0.19514485207957638,0.35421472212847105,-0.34908872249845113,-0.04544065030344159,0.7
2014,all,2500,spatial_coverage_minus_random,p99_absolute_error,20,-0.3970312168076065,1.5452084067151566,-1.1050036889893797,0.21358025713732748,0.6
2014,all,2500,spatial_coverage_minus_random,rmse,20,-0.06169131481401226,0.17296677578350658,-0.13926415660744845,0.010750601400562582,0.5
