year,spatial_fold,evaluation_domain,budget,seed,comparison,metric,difference
2005,0,spco2_le_threshold,5000,4,historical_density_minus_random,mae,5.19940902499091
2005,0,spco2_le_threshold,5000,4,historical_density_minus_random,median_absolute_error,2.878239175046076
2005,0,spco2_le_threshold,5000,4,historical_density_minus_random,p95_absolute_error,21.184602556394985
2005,0,spco2_le_threshold,5000,4,historical_density_minus_random,p99_absolute_error,50.968409020889595
2005,0,spco2_le_threshold,5000,4,spatial_coverage_minus_random,rmse,6.9521499000857325
2005,0,spco2_le_threshold,5000,4,spatial_coverage_minus_random,mae,1.6233386513174235
2005,0,spco2_le_threshold,5000,4,spatial_coverage_minus_random,median_absolute_error,0.9670452797734015
2005,0,spco2_le_threshold,5000,4,spatial_coverage_minus_random,p95_absolute_error,1.8975950144291218
2005,0,spco2_le_threshold,5000,4,spatial_coverage_minus_random,p99_absolute_error,12.778017993843434
2005,1,all,1000,0,historical_density_minus_random,rmse,9.777785028614002
2005,1,all,1000,0,historical_density_minus_random,mae,4.562605385973427
2005,1,all,1000,0,historical_density_minus_random,median_absolute_error,2.1220479243702925
2005,1,all,1000,0,historical_density_minus_random,p95_absolute_error,15.573743167707974
2005,1,all,1000,0,historical_density_minus_random,p99_absolute_error,54.88862526609854
2005,1,all,1000,0,spatial_coverage_minus_random,rmse,4.733041722955477
2005,1,all,1000,0,spatial_coverage_minus_random,mae,1.216511390522136
2005,1,all,1000,0,spatial_coverage_minus_random,median_absolute_error,0.46841348576276687
2005,1,all,1000,0,spatial_coverage_minus_random,p95_absolute_error,0.9478423620205092
2005,1,all,1000,0,spatial_coverage_minus_random,p99_absolute_error,12.992053317244142
2005,1,all,1000,1,historical_density_minus_random,rmse,5.293457808342588
2005,1,all,1000,1,historical_density_minus_random,mae,4.075311944672771
2005,1,all,1000,1,historical_density_minus_random,median_absolute_error,2.680528409979985
2005,1,all,1000,1,historical_density_minus_random,p95_absolute_error,15.982138100870706
2005,1,all,1000,1,historical_density_minus_random,p99_absolute_error,-0.7154904486577891
2005,1,all,1000,1,spatial_coverage_minus_random,rmse,10.491252643084557
2005,1,all,1000,1,spatial_coverage_minus_random,mae,3.0109607939514493
2005,1,all,1000,1,spatial_coverage_minus_random,median_absolute_error,1.3277671478904836
2005,1,all,1000,1,spatial_coverage_minus_random,p95_absolute_error,11.904178952554169
2005,1,all,1000,1,spatial_coverage_minus_random,p99_absolute_error,11.687058309243383
2005,1,all,1000,2,historical_density_minus_random,rmse,7.434251815251027
2005,1,all,1000,2,historical_density_minus_random,mae,4.537355821133893
2005,1,all,1000,2,historical_density_minus_random,median_absolute_error,2.653352564438192
2005,1,all,1000,2,historical_density_minus_random,p95_absolute_error,17.235786690324915
2005,1,all,1000,2,historical_density_minus_random,p99_absolute_error,25.87357088316668
2005,1,all,1000,2,spatial_coverage_minus_random,rmse,8.891594201751246
2005,1,all,1000,2,spatial_coverage_minus_random,mae,2.5163008315582527
2005,1,all,1000,2,spatial_coverage_minus_random,median_absolute_error,0.6389999230077894
2005,1,all,1000,2,spatial_coverage_minus_random,p95_absolute_error,8.986498708902829
2005,1,all,1000,2,spatial_coverage_minus_random,p99_absolute_error,41.21072934361305
2005,1,all,1000,3,historical_density_minus_random,rmse,9.483535365695865
2005,1,all,1000,3,historical_density_minus_random,mae,4.702850272637299
2005,1,all,1000,3,historical_density_minus_random,median_absolute_error,2.3871525703176264
2005,1,all,1000,3,historical_density_minus_random,p95_absolute_error,17.3041055454213
2005,1,all,1000,3,historical_density_minus_random,p99_absolute_error,37.35867562713477
2005,1,all,1000,3,spatial_coverage_minus_random,rmse,2.7768016027885096
2005,1,all,1000,3,spatial_coverage_minus_random,mae,1.417156313264254
2005,1,all,1000,3,spatial_coverage_minus_random,median_absolute_error,1.070583530201958
2005,1,all,1000,3,spatial_coverage_minus_random,p95_absolute_error,3.374528941982163
2005,1,all,1000,3,spatial_coverage_minus_random,p99_absolute_error,12.200072223388432
2005,1,all,1000,4,historical_density_minus_random,rmse,9.166303891423457
2005,1,all,1000,4,historical_density_minus_random,mae,4.80489909680896
2005,1,all,1000,4,historical_density_minus_random,median_absolute_error,2.766158250810463
2005,1,all,1000,4,historical_density_minus_random,p95_absolute_error,14.739000396642979
2005,1,all,1000,4,historical_density_minus_random,p99_absolute_error,26.704126018127923
2005,1,all,1000,4,spatial_coverage_minus_random,rmse,-1.344247025567828
2005,1,all,1000,4,spatial_coverage_minus_random,mae,-0.11672736718748133
2005,1,all,1000,4,spatial_coverage_minus_random,median_absolute_error,0.48874647067120236
2005,1,all,1000,4,spatial_coverage_minus_random,p95_absolute_error,-1.5331033665491347
2005,1,all,1000,4,spatial_coverage_minus_random,p99_absolute_error,-20.056846334286305
2005,1,all,5000,0,historical_density_minus_random,rmse,10.592203027946184
2005,1,all,5000,0,historical_density_minus_random,mae,4.902969671591485
2005,1,all,5000,0,historical_density_minus_random,median_absolute_error,1.9947228306991462
2005,1,all,5000,0,historical_density_minus_random,p95_absolute_error,20.93633632028689
2005,1,all,5000,0,historical_density_minus_random,p99_absolute_error,52.6729721399232
2005,1,all,5000,0,spatial_coverage_minus_random,rmse,2.2897353365196977
2005,1,all,5000,0,spatial_coverage_minus_random,mae,0.9908563093712495
2005,1,all,5000,0,spatial_coverage_minus_random,median_absolute_error,0.721321230475553
2005,1,all,5000,0,spatial_coverage_minus_random,p95_absolute_error,1.9947124967023981
2005,1,all,5000,0,spatial_coverage_minus_random,p99_absolute_error,10.315172471206253
2005,1,all,5000,1,historical_density_minus_random,rmse,11.608021271044283
2005,1,all,5000,1,historical_density_minus_random,mae,5.726884253734443
2005,1,all,5000,1,historical_density_minus_random,median_absolute_error,2.588295043952572
2005,1,all,5000,1,historical_density_minus_random,p95_absolute_error,24.439283705868014
