validation_scheme,year,spatial_fold,budget,domain,weighting,comparison,random_bias,comparator_bias,difference_bias,random_mae,comparator_mae,difference_mae,random_rmse,comparator_rmse,difference_rmse
whole_blocks_latitude_cap,2014,0,5000,global,spherical_cell_area,spatial_coverage_minus_random,1.3711458948322088,1.2623951157335038,-0.10875077909870501,12.160702726148886,12.065456620812022,-0.09524610533686406,23.783066997967556,20.90193730469232,-2.881129693275234
whole_blocks_latitude_cap,2014,0,5000,south_of_60n,equal_cell,historical_density_minus_random,1.3384403146665313,0.8262151059417533,-0.5122252087247781,12.3559836755672,14.147820175218465,1.7918364996512643,23.864940701186907,24.27540757283168,0.4104668716447719
whole_blocks_latitude_cap,2014,0,5000,south_of_60n,equal_cell,spatial_coverage_minus_random,1.3384403146665313,1.0801889767825221,-0.2582513378840092,12.3559836755672,12.193719508684381,-0.16226416688281908,23.864940701186907,20.756008060462662,-3.1089326407242446
whole_blocks_latitude_cap,2014,0,5000,south_of_60n,spherical_cell_area,historical_density_minus_random,1.3711458948322088,1.142367412981319,-0.22877848185088978,12.160702726148886,13.96651190526516,1.8058091791162738,23.783066997967556,24.379216112432623,0.5961491144650672
whole_blocks_latitude_cap,2014,0,5000,south_of_60n,spherical_cell_area,spatial_coverage_minus_random,1.3711458948322088,1.2623951157335038,-0.10875077909870501,12.160702726148886,12.065456620812022,-0.09524610533686406,23.783066997967556,20.90193730469232,-2.881129693275234
whole_blocks_latitude_cap,2014,1,5000,global,equal_cell,historical_density_minus_random,0.050882487445110355,0.3049037484662832,0.25402126102117284,11.765615056654571,13.549769457648136,1.7841544009935646,21.927487758830846,21.411916435528873,-0.5155713233019732
whole_blocks_latitude_cap,2014,1,5000,global,equal_cell,spatial_coverage_minus_random,0.050882487445110355,1.2132010379896265,1.1623185505445162,11.765615056654571,11.490062234955378,-0.2755528216991934,21.927487758830846,18.637878764856488,-3.2896089939743582
whole_blocks_latitude_cap,2014,1,5000,global,spherical_cell_area,historical_density_minus_random,0.37113523336711135,0.837127619949196,0.4659923865820847,11.718580503904715,13.416869574308786,1.698289070404071,21.597768037254873,21.192712859945672,-0.40505517730920104
whole_blocks_latitude_cap,2014,1,5000,global,spherical_cell_area,spatial_coverage_minus_random,0.37113523336711135,1.645153657501167,1.2740184241340555,11.718580503904715,11.51947736384172,-0.199103140062995,21.597768037254873,18.52763875641959,-3.070129280835282
whole_blocks_latitude_cap,2014,1,5000,south_of_60n,equal_cell,historical_density_minus_random,0.050882487445110355,0.3049037484662832,0.25402126102117284,11.765615056654571,13.549769457648136,1.7841544009935646,21.927487758830846,21.411916435528873,-0.5155713233019732
whole_blocks_latitude_cap,2014,1,5000,south_of_60n,equal_cell,spatial_coverage_minus_random,0.050882487445110355,1.2132010379896265,1.1623185505445162,11.765615056654571,11.490062234955378,-0.2755528216991934,21.927487758830846,18.637878764856488,-3.2896089939743582
whole_blocks_latitude_cap,2014,1,5000,south_of_60n,spherical_cell_area,historical_density_minus_random,0.37113523336711135,0.837127619949196,0.4659923865820847,11.718580503904715,13.416869574308786,1.698289070404071,21.597768037254873,21.192712859945672,-0.40505517730920104
whole_blocks_latitude_cap,2014,1,5000,south_of_60n,spherical_cell_area,spatial_coverage_minus_random,0.37113523336711135,1.645153657501167,1.2740184241340555,11.718580503904715,11.51947736384172,-0.199103140062995,21.597768037254873,18.52763875641959,-3.070129280835282
whole_blocks_latitude_cap,2014,2,5000,global,equal_cell,historical_density_minus_random,-0.3728112781654483,-1.71103304040364,-1.3382217622381918,14.054120462491346,16.618872370002443,2.5647519075110967,30.60117535716327,33.817464485001366,3.2162891278380954
whole_blocks_latitude_cap,2014,2,5000,global,equal_cell,spatial_coverage_minus_random,-0.3728112781654483,-0.8363120637863771,-0.46350078562092883,14.054120462491346,13.438684839726822,-0.6154356227645241,30.60117535716327,28.367807144607617,-2.2333682125556535
whole_blocks_latitude_cap,2014,2,5000,global,spherical_cell_area,historical_density_minus_random,-0.10594757220289405,-0.5113530096322296,-0.40540543742933555,13.811317527536747,16.278266882905257,2.4669493553685093,30.166515501902346,33.08675907432173,2.9202435724193876
whole_blocks_latitude_cap,2014,2,5000,global,spherical_cell_area,spatial_coverage_minus_random,-0.10594757220289405,-0.4587249152275815,-0.35277734302468744,13.811317527536747,13.351221877442683,-0.4600956500940647,30.166515501902346,28.44865446087915,-1.7178610410231947
whole_blocks_latitude_cap,2014,2,5000,south_of_60n,equal_cell,historical_density_minus_random,-0.3728112781654483,-1.71103304040364,-1.3382217622381918,14.054120462491346,16.618872370002443,2.5647519075110967,30.60117535716327,33.817464485001366,3.2162891278380954
whole_blocks_latitude_cap,2014,2,5000,south_of_60n,equal_cell,spatial_coverage_minus_random,-0.3728112781654483,-0.8363120637863771,-0.46350078562092883,14.054120462491346,13.438684839726822,-0.6154356227645241,30.60117535716327,28.367807144607617,-2.2333682125556535
whole_blocks_latitude_cap,2014,2,5000,south_of_60n,spherical_cell_area,historical_density_minus_random,-0.10594757220289405,-0.5113530096322296,-0.40540543742933555,13.811317527536747,16.278266882905257,2.4669493553685093,30.166515501902346,33.08675907432173,2.9202435724193876
whole_blocks_latitude_cap,2014,2,5000,south_of_60n,spherical_cell_area,spatial_coverage_minus_random,-0.10594757220289405,-0.4587249152275815,-0.35277734302468744,13.811317527536747,13.351221877442683,-0.4600956500940647,30.166515501902346,28.44865446087915,-1.7178610410231947
whole_blocks_latitude_cap,2014,3,5000,global,equal_cell,historical_density_minus_random,-0.42337870661210164,-2.122282238177483,-1.698903531565381,11.490858493439715,14.11583902839896,2.6249805349592457,23.984143404031318,28.66109749418684,4.676954090155522
whole_blocks_latitude_cap,2014,3,5000,global,equal_cell,spatial_coverage_minus_random,-0.42337870661210164,-0.8704431402804638,-0.4470644336683621,11.490858493439715,11.198798050598292,-0.2920604428414233,23.984143404031318,21.798459357161686,-2.185684046869632
whole_blocks_latitude_cap,2014,3,5000,global,spherical_cell_area,historical_density_minus_random,-0.5501822399745138,-1.726392680319599,-1.1762104403450853,11.44979128074463,13.87510757441937,2.42531629367474,22.84461953417385,26.909372216005927,4.064752681832076
whole_blocks_latitude_cap,2014,3,5000,global,spherical_cell_area,spatial_coverage_minus_random,-0.5501822399745138,-0.9193265080484103,-0.36914426807389655,11.44979128074463,11.175326700913374,-0.2744645798312568,22.84461953417385,20.876430836161912,-1.9681886980119394
whole_blocks_latitude_cap,2014,3,5000,south_of_60n,equal_cell,historical_density_minus_random,-0.42337870661210164,-2.122282238177483,-1.698903531565381,11.490858493439715,14.11583902839896,2.6249805349592457,23.984143404031318,28.66109749418684,4.676954090155522
whole_blocks_latitude_cap,2014,3,5000,south_of_60n,equal_cell,spatial_coverage_minus_random,-0.42337870661210164,-0.8704431402804638,-0.4470644336683621,11.490858493439715,11.198798050598292,-0.2920604428414233,23.984143404031318,21.798459357161686,-2.185684046869632
whole_blocks_latitude_cap,2014,3,5000,south_of_60n,spherical_cell_area,historical_density_minus_random,-0.5501822399745138,-1.726392680319599,-1.1762104403450853,11.44979128074463,13.87510757441937,2.42531629367474,22.84461953417385,26.909372216005927,4.064752681832076
whole_blocks_latitude_cap,2014,3,5000,south_of_60n,spherical_cell_area,spatial_coverage_minus_random,-0.5501822399745138,-0.9193265080484103,-0.36914426807389655,11.44979128074463,11.175326700913374,-0.2744645798312568,22.84461953417385,20.876430836161912,-1.9681886980119394
whole_blocks_latitude_cap,2014,4,5000,global,equal_cell,historical_density_minus_random,-1.0095824993354172,-1.7487515961963744,-0.7391690968609572,11.932697695420876,13.836240706141933,1.903543010721057,21.120186037141355,23.363285548304752,2.243099511163397
whole_blocks_latitude_cap,2014,4,5000,global,equal_cell,spatial_coverage_minus_random,-1.0095824993354172,-1.3279269429739031,-0.3183444436384859,11.932697695420876,12.118489394254384,0.18579169883350843,21.120186037141355,20.587996350150732,-0.5321896869906233
whole_blocks_latitude_cap,2014,4,5000,global,spherical_cell_area,historical_density_minus_random,-1.538380999765594,-1.7836547899318784,-0.24527379016628448,11.83719542955988,13.70014760162348,1.8629521720635989,21.548499179549054,23.978267880409838,2.429768700860784
whole_blocks_latitude_cap,2014,4,5000,global,spherical_cell_area,spatial_coverage_minus_random,-1.538380999765594,-1.6937552537955285,-0.15537425402993454,11.83719542955988,12.112847328292952,0.27565189873307183,21.548499179549054,21.10898919393735,-0.4395099856117035
whole_blocks_latitude_cap,2014,4,5000,south_of_60n,equal_cell,historical_density_minus_random,-1.0095824993354172,-1.7487515961963744,-0.7391690968609572,11.932697695420876,13.836240706141933,1.903543010721057,21.120186037141355,23.363285548304752,2.243099511163397
whole_blocks_latitude_cap,2014,4,5000,south_of_60n,equal_cell,spatial_coverage_minus_random,-1.0095824993354172,-1.3279269429739031,-0.3183444436384859,11.932697695420876,12.118489394254384,0.18579169883350843,21.120186037141355,20.587996350150732,-0.5321896869906233
whole_blocks_latitude_cap,2014,4,5000,south_of_60n,spherical_cell_area,historical_density_minus_random,-1.538380999765594,-1.7836547899318784,-0.24527379016628448,11.83719542955988,13.70014760162348,1.8629521720635989,21.548499179549054,23.978267880409838,2.429768700860784
whole_blocks_latitude_cap,2014,4,5000,south_of_60n,spherical_cell_area,spatial_coverage_minus_random,-1.538380999765594,-1.6937552537955285,-0.15537425402993454,11.83719542955988,12.112847328292952,0.27565189873307183,21.548499179549054,21.10898919393735,-0.4395099856117035
