validation_scheme,budget,comparison,metric,n_units,n_years,unit_definition,mean_random_baseline,mean_comparator_value,mean_difference,median_difference,q25_difference,q75_difference,minimum_difference,maximum_difference,units_below_zero,units_above_zero,mean_relative_error_change_percent
month_stratified_hidden_cells,1000,spatial_coverage_minus_random,mae,3,3,year,14.45607223403538,15.085670013637612,0.6295977796022338,0.6848687454981217,0.5366406685458829,0.7501903736065287,0.38841259159364405,0.8155120017149358,0,3,4.3707327414898165
month_stratified_hidden_cells,1000,spatial_coverage_minus_random,median_absolute_error,3,3,year,9.071554566256378,9.72484044972226,0.6532858834658833,0.6901797900541435,0.6229523971685804,0.7020663230573163,0.5557250042830173,0.7139528560604891,0,3,7.211497758462779
month_stratified_hidden_cells,1000,spatial_coverage_minus_random,p95_absolute_error,3,3,year,42.64147628849432,44.503998224836,1.862521936341686,1.7746407080188717,1.5751048903738152,2.10599836814815,1.3755690727287586,2.437356028277428,0,3,4.395056154862023
month_stratified_hidden_cells,1000,spatial_coverage_minus_random,p99_absolute_error,3,3,year,89.94307444702837,89.83690319482106,-0.10617125220729899,0.01173741327120581,-1.380606447358737,1.2272182756833914,-2.7729503079886797,2.442699138095577,1,2,-0.09857942565680533
month_stratified_hidden_cells,1000,spatial_coverage_minus_random,rmse,3,3,year,30.400102761979507,30.355076507896243,-0.045026254083263474,0.0689680608147043,-0.2203222260435087,0.18726687532596564,-0.5096125129017217,0.305565689837227,1,2,-0.1852629489316421
month_stratified_hidden_cells,2500,historical_density_minus_random,bias,3,3,year,0.17018340048864408,-4.576869059041101,-4.747052459529745,-4.871804257817916,-5.0286493949453845,-4.527831423258191,-5.185494532072854,-4.183858588698466,3,0,
month_stratified_hidden_cells,2500,historical_density_minus_random,mae,3,3,year,12.134154648921688,17.593017479231197,5.45886283030951,5.353014125300872,5.256017076344721,5.60878423176998,5.15902002738857,5.864554338239088,0,3,44.98191133670045
month_stratified_hidden_cells,2500,historical_density_minus_random,median_absolute_error,3,3,year,7.652429981758473,10.043468885251908,2.3910389034934343,2.36664807156642,2.3513041273838002,2.4185782636395614,2.3359601832011805,2.470508455712703,0,3,31.24498907396986
month_stratified_hidden_cells,2500,historical_density_minus_random,p95_absolute_error,3,3,year,34.900851261005016,60.25052249631997,25.34967123531494,24.2572597546979,24.047993184897216,26.105143545424145,23.838726615096533,27.95302733615039,0,3,72.6202805442904
month_stratified_hidden_cells,2500,historical_density_minus_random,p99_absolute_error,3,3,year,77.76301582906598,129.216369405701,51.45335357663501,51.55318893722004,47.23363435674288,55.72299047681965,42.91407977626572,59.892792016419264,0,3,66.41092857651904
