year,evaluation_domain,strategy,budget,mean_rmse,sd_rmse,mean_mae,mean_median_absolute_error,mean_p95_absolute_error,mean_p99_absolute_error,mean_r2,mean_correlation,n_seeds
2005,all,random,500,32.26323183328339,0.9795273468876244,16.589312773599502,10.964502559033978,48.3224296015404,95.4715682106612,0.4773859060689367,0.6916407525377617,20
2005,all,spatial_coverage,500,33.40853370813145,4.871028218755738,17.679337031800742,11.840951309117594,51.20199201059758,100.1817200992666,0.42880632351387715,0.6767675563277277,20
2005,all,historical_density,500,40.35649381029356,1.9066347997742992,21.78039940695509,13.943947568325342,69.39448719860434,128.98303498619038,0.18128634295659332,0.5598362901638989,20
2005,all,random,1000,30.40502064643755,3.190750947758793,14.084229402259236,8.908535232586258,41.036243050183835,87.59125503733996,0.5314069091848089,0.7363008231531122,20
2005,all,spatial_coverage,1000,30.710586336274776,3.0384745902125765,14.899741403974172,9.598715022640402,43.47359907846126,90.03395417543554,0.5224910537105567,0.7322441804043598,20
2005,all,historical_density,1000,37.989487655991546,1.3922358283552816,19.036696676019066,11.606008443099578,61.88583898532075,126.48215262898607,0.2751203784511793,0.609918940359061,20
2005,all,spatial_coverage,2500,27.19146100227858,1.7859605777621086,12.305642103765887,8.125241035862079,34.32017425580946,70.13222032443664,0.6275855198041993,0.7942881642905073,20
2005,all,random,2500,28.559949769729066,3.289831326386747,11.96246753751412,7.494576218627904,33.904011100050944,79.69911096222283,0.5856757461680717,0.7724448072005081,20
2005,all,historical_density,2500,36.296757171921705,1.2227564790464476,17.12148756490269,9.861224290194324,58.16127085474884,122.61319073848856,0.3384100955666186,0.6479371177788547,20
2005,all,spatial_coverage,5000,25.010587967112045,0.8159686913853572,11.216778519221203,7.559003839160882,30.815260008184516,61.69281859196722,0.6858970807905019,0.8290313871599061,20
2005,all,random,5000,26.494569312158184,1.9759787234144057,10.782642385456018,6.940798336305095,29.74570770793908,67.39412921060737,0.6460125974597918,0.8057996278252351,20
2005,all,historical_density,5000,35.45457834329955,0.7027269796018331,16.02524453593963,8.832693571710907,56.21136585387186,118.94670596565341,0.3691996158475128,0.6648784766876408,20
2005,spco2_le_threshold,random,500,26.353204377440914,1.1874565692705659,16.40593253096529,10.962399847567514,48.26250359003679,94.94043262886588,0.5788602755770651,0.7615758150728913,20
2005,spco2_le_threshold,spatial_coverage,500,27.86095403539279,5.775265910618215,17.501538838631703,11.838791342318322,51.13511937701267,99.59364088922791,0.5110210349429127,0.7400963069593833,20
2005,spco2_le_threshold,historical_density,500,35.10801402578109,2.144896447889505,21.58066400368978,13.941528378786177,69.27652258600861,128.44851188944077,0.2513613650947675,0.6306250168659758,20
2005,spco2_le_threshold,random,1000,24.135500459343206,3.8774293502640687,13.904036165386426,8.906759489298071,40.98256687832959,86.95469469268467,0.6387939490332425,0.8074728014735667,20
2005,spco2_le_threshold,spatial_coverage,1000,24.97250467059613,4.1215955474224275,14.729299299865811,9.596927880795663,43.4167941895875,89.49636242211383,0.6127937252121369,0.7944943381378219,20
2005,spco2_le_threshold,historical_density,1000,32.37740524358616,1.5601531044052175,18.83711461131076,11.60389577739675,61.76938808188707,125.86613669745927,0.36413709565268987,0.6854131816207705,20
2005,spco2_le_threshold,spatial_coverage,2500,21.343078162478122,2.8038251912448606,12.147572207033203,8.123615370328752,34.27747777063557,69.66893096258278,0.7197800140226056,0.8513555477411747,20
2005,spco2_le_threshold,random,2500,21.966988073316,4.747242995072382,11.788192480067568,7.493235648430438,33.853891608214,79.02137448364013,0.6949880335200169,0.8421681397216014,20
2005,spco2_le_threshold,historical_density,2500,30.51950160891959,1.3746269903462984,16.92463752108518,9.85953411424436,58.041643960589184,122.01120251462967,0.4351754798601665,0.724420926936712,20
2005,spco2_le_threshold,spatial_coverage,5000,19.204107481761945,1.7486917903846286,11.067200343575239,7.5575659202689724,30.77880747156966,61.32748126226386,0.7750332796654669,0.8814519591321931,20
2005,spco2_le_threshold,random,5000,19.811050123944817,3.3516207681387953,10.615229078748419,6.9396149119698745,29.705685685852295,66.88955879688766,0.7560007469518628,0.8720392151556657,20
2005,spco2_le_threshold,historical_density,5000,29.50926703445496,0.8127169346926519,15.828512361483302,8.831181235139663,56.10194648215861,118.35350174204616,0.4725853893234181,0.7431865649586161,20
2010,all,random,500,34.18238843295324,1.7255086593112996,17.308521994155683,11.234234158646407,50.99183679362203,101.23915512903281,0.42327562311733197,0.6539516655351497,20
2010,all,spatial_coverage,500,35.00162671962191,4.451438360007954,18.33194496448839,12.193159916277704,53.58850421281279,102.17985510406301,0.38749121572456263,0.6449381816948909,20
2010,all,historical_density,500,41.106893604095035,2.177011950679854,21.89285938634646,14.08546119487338,69.16924344458145,123.76407132692256,0.16574580320897733,0.5413945421486694,20
2010,all,random,1000,32.09536244385647,1.723513755748736,14.702259953549207,9.076281697660917,43.71954279857491,92.7055587543002,0.49138855654995905,0.7033053100630634,20
2010,all,spatial_coverage,1000,32.16433050467118,2.699910970156342,15.387128699047329,9.790234553721406,45.494183506593785,92.7172961675714,0.4871859990753058,0.7067329337402684,20
2010,all,historical_density,1000,39.5177163852086,2.0721684283846984,19.406881878921016,11.74826229150086,62.01396898913306,127.33836259960103,0.22904316122874832,0.5770718487750577,20
2010,all,spatial_coverage,2500,28.476349173853357,1.1678761955693484,12.674789917264775,8.295413945052816,35.96501771211919,72.38744081960465,0.6000778432809929,0.7758768964183662,20
2010,all,random,2500,29.57360652262588,1.7490467983155351,12.278641193809255,7.6451385279193556,35.419133739601946,78.28856967436055,0.5679214067203098,0.7558823774500263,20
2010,all,historical_density,2500,38.38552957385025,1.7073138824559297,17.631655319110127,9.981098711120536,59.25786035469848,129.8417586115806,0.2731179307881896,0.6076628584647701,20
2010,all,spatial_coverage,5000,26.518729344253376,0.7607151757926994,11.657324644711418,7.864336747721294,32.31549609477544,62.264899848693254,0.6534561169448379,0.8088881450556556,20
2010,all,random,5000,27.607048007991427,1.0726864054153085,11.039887373868492,7.0876070473094135,31.12969281602932,66.47152963103716,0.624183511109425,0.7909987007800858,20
2010,all,historical_density,5000,37.555325789589396,1.31194381459318,16.430125416159676,9.01267201576135,54.82254954613602,137.04944582376692,0.3047200364582906,0.6202224702745561,20
2010,spco2_le_threshold,random,500,27.659988807301477,2.207190313031818,17.084372242414723,11.23157275825442,50.92198518964001,100.45938533997433,0.5298906512426363,0.7316957089027968,20
2010,spco2_le_threshold,spatial_coverage,500,28.736685273715874,5.324787869356894,18.110937322898167,12.190371619538578,53.50830381667051,101.52111965004622,0.47917884370088926,0.7179647889408938,20
2010,spco2_le_threshold,historical_density,500,35.20646675837769,2.4579886963961672,21.655148339377593,14.081975402629771,69.0512049495751,123.13188725235273,0.23945143194442173,0.6195906515898699,20
2010,spco2_le_threshold,random,1000,25.155266771053938,2.4045322222319307,14.480022568221852,9.07415955879081,43.650556081550086,91.89217145766479,0.6101594715990196,0.7838609138485879,20
2010,spco2_le_threshold,spatial_coverage,1000,25.397994484149905,3.67463472744858,15.167645123211164,9.788147816880869,45.42949763892441,92.01126351218292,0.598184902815112,0.7839601853508811,20
2010,spco2_le_threshold,historical_density,1000,33.32135356796705,2.3519983729296072,19.168385990085245,11.745767528427063,61.891700644058325,126.54002603414612,0.31864778601881427,0.6595263140840459,20
2010,spco2_le_threshold,spatial_coverage,2500,21.321982379749766,2.0205644910667684,12.463572900239322,8.29368133033205,35.91450221074035,71.79040732177177,0.7199599216777222,0.8504366550654222,20
2010,spco2_le_threshold,random,2500,21.88644674260106,2.585885557010887,12.056700900611911,7.643332309770278,35.36307307580763,77.52957040384747,0.7035525570464185,0.8414937334390643,20
2010,spco2_le_threshold,historical_density,2500,32.04722524551559,2.0233640691783457,17.39430403592695,9.978913367318402,59.12259265004995,129.04787902573156,0.37035164094126616,0.6917845604432511,20
2010,spco2_le_threshold,spatial_coverage,5000,19.331997150130054,1.3269320659615753,11.454321625085555,7.862585443497158,32.2739463428925,61.79013666134525,0.7707187348961517,0.8784826175678908,20
2010,spco2_le_threshold,random,5000,19.396747823937652,1.7796149178878504,10.819391203097515,7.085945669597391,31.079277656455986,65.93552496745112,0.7683711421725379,0.877633642266697,20
2010,spco2_le_threshold,historical_density,5000,31.064353615719863,1.5614604507220948,16.193453010173926,9.010404925328634,54.71623878110991,136.1421418078444,0.40919864883986995,0.7058916342865464,20
2014,all,random,500,31.316173127839154,1.5951471123176684,17.394044123143633,11.484090581026303,51.07466458081532,98.50466487631182,0.482839014151989,0.6968316941279873,20
2014,all,spatial_coverage,500,31.674465755919908,2.9139916204718426,18.11119852412687,12.342101580830377,52.55336597183778,98.88442520376839,0.46799489014335593,0.6933634783776237,20
2014,all,historical_density,500,38.31932032551986,2.2497660648589357,22.219730768878918,14.61993642968173,68.78978239745165,125.4980036410104,0.22504824923554811,0.5865772559156848,20
