year,spatial_fold,strategy,budget,seed,month,selected_count,selected_fraction,candidate_fraction,equal_month_fraction
2005,2,spatial_coverage,5000,15,10,423,0.0846,0.08333333333333333,0.08333333333333333
2005,2,spatial_coverage,5000,15,11,401,0.0802,0.08333333333333333,0.08333333333333333
2005,2,spatial_coverage,5000,15,12,431,0.0862,0.08333333333333333,0.08333333333333333
2005,2,random,1000,16,1,87,0.087,0.08333333333333333,0.08333333333333333
2005,2,random,1000,16,2,92,0.092,0.08333333333333333,0.08333333333333333
2005,2,random,1000,16,3,83,0.083,0.08333333333333333,0.08333333333333333
2005,2,random,1000,16,4,90,0.09,0.08333333333333333,0.08333333333333333
2005,2,random,1000,16,5,72,0.072,0.08333333333333333,0.08333333333333333
2005,2,random,1000,16,6,88,0.088,0.08333333333333333,0.08333333333333333
2005,2,random,1000,16,7,79,0.079,0.08333333333333333,0.08333333333333333
2005,2,random,1000,16,8,80,0.08,0.08333333333333333,0.08333333333333333
2005,2,random,1000,16,9,82,0.082,0.08333333333333333,0.08333333333333333
2005,2,random,1000,16,10,87,0.087,0.08333333333333333,0.08333333333333333
2005,2,random,1000,16,11,84,0.084,0.08333333333333333,0.08333333333333333
2005,2,random,1000,16,12,76,0.076,0.08333333333333333,0.08333333333333333
2005,2,random,5000,16,1,415,0.083,0.08333333333333333,0.08333333333333333
2005,2,random,5000,16,2,418,0.0836,0.08333333333333333,0.08333333333333333
2005,2,random,5000,16,3,425,0.085,0.08333333333333333,0.08333333333333333
2005,2,random,5000,16,4,438,0.0876,0.08333333333333333,0.08333333333333333
2005,2,random,5000,16,5,413,0.0826,0.08333333333333333,0.08333333333333333
2005,2,random,5000,16,6,436,0.0872,0.08333333333333333,0.08333333333333333
2005,2,random,5000,16,7,396,0.0792,0.08333333333333333,0.08333333333333333
2005,2,random,5000,16,8,381,0.0762,0.08333333333333333,0.08333333333333333
2005,2,random,5000,16,9,440,0.088,0.08333333333333333,0.08333333333333333
2005,2,random,5000,16,10,422,0.0844,0.08333333333333333,0.08333333333333333
2005,2,random,5000,16,11,405,0.081,0.08333333333333333,0.08333333333333333
2005,2,random,5000,16,12,411,0.0822,0.08333333333333333,0.08333333333333333
2005,2,historical_density,1000,16,1,76,0.076,0.08333333333333333,0.08333333333333333
2005,2,historical_density,1000,16,2,72,0.072,0.08333333333333333,0.08333333333333333
2005,2,historical_density,1000,16,3,82,0.082,0.08333333333333333,0.08333333333333333
2005,2,historical_density,1000,16,4,62,0.062,0.08333333333333333,0.08333333333333333
2005,2,historical_density,1000,16,5,95,0.095,0.08333333333333333,0.08333333333333333
2005,2,historical_density,1000,16,6,98,0.098,0.08333333333333333,0.08333333333333333
2005,2,historical_density,1000,16,7,81,0.081,0.08333333333333333,0.08333333333333333
2005,2,historical_density,1000,16,8,83,0.083,0.08333333333333333,0.08333333333333333
2005,2,historical_density,1000,16,9,82,0.082,0.08333333333333333,0.08333333333333333
2005,2,historical_density,1000,16,10,96,0.096,0.08333333333333333,0.08333333333333333
2005,2,historical_density,1000,16,11,96,0.096,0.08333333333333333,0.08333333333333333
2005,2,historical_density,1000,16,12,77,0.077,0.08333333333333333,0.08333333333333333
2005,2,historical_density,5000,16,1,403,0.0806,0.08333333333333333,0.08333333333333333
2005,2,historical_density,5000,16,2,413,0.0826,0.08333333333333333,0.08333333333333333
2005,2,historical_density,5000,16,3,403,0.0806,0.08333333333333333,0.08333333333333333
2005,2,historical_density,5000,16,4,324,0.0648,0.08333333333333333,0.08333333333333333
2005,2,historical_density,5000,16,5,431,0.0862,0.08333333333333333,0.08333333333333333
2005,2,historical_density,5000,16,6,440,0.088,0.08333333333333333,0.08333333333333333
2005,2,historical_density,5000,16,7,380,0.076,0.08333333333333333,0.08333333333333333
2005,2,historical_density,5000,16,8,392,0.0784,0.08333333333333333,0.08333333333333333
2005,2,historical_density,5000,16,9,401,0.0802,0.08333333333333333,0.08333333333333333
2005,2,historical_density,5000,16,10,504,0.1008,0.08333333333333333,0.08333333333333333
2005,2,historical_density,5000,16,11,503,0.1006,0.08333333333333333,0.08333333333333333
2005,2,historical_density,5000,16,12,406,0.0812,0.08333333333333333,0.08333333333333333
2005,2,spatial_coverage,1000,16,1,93,0.093,0.08333333333333333,0.08333333333333333
2005,2,spatial_coverage,1000,16,2,76,0.076,0.08333333333333333,0.08333333333333333
2005,2,spatial_coverage,1000,16,3,95,0.095,0.08333333333333333,0.08333333333333333
2005,2,spatial_coverage,1000,16,4,80,0.08,0.08333333333333333,0.08333333333333333
2005,2,spatial_coverage,1000,16,5,83,0.083,0.08333333333333333,0.08333333333333333
2005,2,spatial_coverage,1000,16,6,82,0.082,0.08333333333333333,0.08333333333333333
2005,2,spatial_coverage,1000,16,7,77,0.077,0.08333333333333333,0.08333333333333333
2005,2,spatial_coverage,1000,16,8,83,0.083,0.08333333333333333,0.08333333333333333
2005,2,spatial_coverage,1000,16,9,78,0.078,0.08333333333333333,0.08333333333333333
2005,2,spatial_coverage,1000,16,10,89,0.089,0.08333333333333333,0.08333333333333333
2005,2,spatial_coverage,1000,16,11,72,0.072,0.08333333333333333,0.08333333333333333
2005,2,spatial_coverage,1000,16,12,92,0.092,0.08333333333333333,0.08333333333333333
2005,2,spatial_coverage,5000,16,1,400,0.08,0.08333333333333333,0.08333333333333333
2005,2,spatial_coverage,5000,16,2,408,0.0816,0.08333333333333333,0.08333333333333333
2005,2,spatial_coverage,5000,16,3,420,0.084,0.08333333333333333,0.08333333333333333
2005,2,spatial_coverage,5000,16,4,412,0.0824,0.08333333333333333,0.08333333333333333
2005,2,spatial_coverage,5000,16,5,433,0.0866,0.08333333333333333,0.08333333333333333
2005,2,spatial_coverage,5000,16,6,429,0.0858,0.08333333333333333,0.08333333333333333
2005,2,spatial_coverage,5000,16,7,422,0.0844,0.08333333333333333,0.08333333333333333
2005,2,spatial_coverage,5000,16,8,412,0.0824,0.08333333333333333,0.08333333333333333
2005,2,spatial_coverage,5000,16,9,417,0.0834,0.08333333333333333,0.08333333333333333
2005,2,spatial_coverage,5000,16,10,392,0.0784,0.08333333333333333,0.08333333333333333
2005,2,spatial_coverage,5000,16,11,411,0.0822,0.08333333333333333,0.08333333333333333
2005,2,spatial_coverage,5000,16,12,444,0.0888,0.08333333333333333,0.08333333333333333
2005,2,random,1000,17,1,79,0.079,0.08333333333333333,0.08333333333333333
2005,2,random,1000,17,2,86,0.086,0.08333333333333333,0.08333333333333333
2005,2,random,1000,17,3,89,0.089,0.08333333333333333,0.08333333333333333
2005,2,random,1000,17,4,77,0.077,0.08333333333333333,0.08333333333333333
2005,2,random,1000,17,5,65,0.065,0.08333333333333333,0.08333333333333333
2005,2,random,1000,17,6,82,0.082,0.08333333333333333,0.08333333333333333
2005,2,random,1000,17,7,98,0.098,0.08333333333333333,0.08333333333333333
2005,2,random,1000,17,8,74,0.074,0.08333333333333333,0.08333333333333333
2005,2,random,1000,17,9,69,0.069,0.08333333333333333,0.08333333333333333
2005,2,random,1000,17,10,92,0.092,0.08333333333333333,0.08333333333333333
2005,2,random,1000,17,11,94,0.094,0.08333333333333333,0.08333333333333333
2005,2,random,1000,17,12,95,0.095,0.08333333333333333,0.08333333333333333
2005,2,random,5000,17,1,391,0.0782,0.08333333333333333,0.08333333333333333
2005,2,random,5000,17,2,431,0.0862,0.08333333333333333,0.08333333333333333
2005,2,random,5000,17,3,414,0.0828,0.08333333333333333,0.08333333333333333
2005,2,random,5000,17,4,411,0.0822,0.08333333333333333,0.08333333333333333
2005,2,random,5000,17,5,411,0.0822,0.08333333333333333,0.08333333333333333
2005,2,random,5000,17,6,427,0.0854,0.08333333333333333,0.08333333333333333
2005,2,random,5000,17,7,423,0.0846,0.08333333333333333,0.08333333333333333
2005,2,random,5000,17,8,439,0.0878,0.08333333333333333,0.08333333333333333
2005,2,random,5000,17,9,393,0.0786,0.08333333333333333,0.08333333333333333
2005,2,random,5000,17,10,415,0.083,0.08333333333333333,0.08333333333333333
2005,2,random,5000,17,11,428,0.0856,0.08333333333333333,0.08333333333333333
2005,2,random,5000,17,12,417,0.0834,0.08333333333333333,0.08333333333333333
2005,2,historical_density,1000,17,1,78,0.078,0.08333333333333333,0.08333333333333333
2005,2,historical_density,1000,17,2,80,0.08,0.08333333333333333,0.08333333333333333
2005,2,historical_density,1000,17,3,90,0.09,0.08333333333333333,0.08333333333333333
2005,2,historical_density,1000,17,4,59,0.059,0.08333333333333333,0.08333333333333333
2005,2,historical_density,1000,17,5,80,0.08,0.08333333333333333,0.08333333333333333
2005,2,historical_density,1000,17,6,87,0.087,0.08333333333333333,0.08333333333333333
2005,2,historical_density,1000,17,7,87,0.087,0.08333333333333333,0.08333333333333333
2005,2,historical_density,1000,17,8,82,0.082,0.08333333333333333,0.08333333333333333
2005,2,historical_density,1000,17,9,62,0.062,0.08333333333333333,0.08333333333333333
