validation_scheme,year,spatial_fold,evaluation_domain,strategy,budget,seed,n_candidates,n_evaluation,rmse,mae,bias,median_absolute_error,p95_absolute_error,p99_absolute_error,r2,correlation
whole_spatial_blocks,2005,0.0,all,historical_spatial_month_balanced,5000,8,391248,96240,32.763059650925605,16.960163239786784,-3.1387284287684247,9.829015480726724,55.73464360411029,137.96258346551826,0.4243792248298065,0.6937135409543846
whole_spatial_blocks,2005,0.0,all,historical_spatial_month_balanced,5000,9,391248,96240,30.10363326374012,16.373183756378733,-2.191736540900864,9.868680907518666,52.27882787103769,116.95845604181916,0.5140345610399407,0.7328138526010043
whole_spatial_blocks,2005,0.0,all,historical_spatial_month_balanced,5000,10,391248,96240,31.175433527900847,16.67136067844097,-1.7801523507675632,9.708593945286978,54.13765297143451,129.85018340583602,0.4788142199501087,0.7111411564384928
whole_spatial_blocks,2005,0.0,all,historical_spatial_month_balanced,5000,11,391248,96240,33.729664457323004,17.384743614793987,-4.8927207050514,9.6562362930421,57.763859136220994,132.97328767446436,0.3899132448851471,0.6875171936762311
whole_spatial_blocks,2005,0.0,all,historical_spatial_month_balanced,5000,12,391248,96240,33.34525193544731,17.391670684379097,-4.894976292049459,9.718278657172135,63.51834783436737,134.2657663074979,0.4037401575878283,0.6955500990285038
whole_spatial_blocks,2005,0.0,all,historical_spatial_month_balanced,5000,13,391248,96240,33.232513592933806,17.599488018687808,-4.921832807236026,10.18923204918184,60.77497863180056,135.29778818219833,0.407765181045721,0.689376267763683
whole_spatial_blocks,2005,0.0,all,historical_spatial_month_balanced,5000,14,391248,96240,34.78969321674367,17.669518678124366,-6.020746363057416,9.45386538359304,63.60014440026611,142.40623891675813,0.3509640498797237,0.6765022159509041
whole_spatial_blocks,2005,0.0,all,historical_spatial_month_balanced,5000,15,391248,96240,33.24897441644976,17.214378999625463,-4.391362193852578,9.72967191097692,57.98137158974556,136.75244851265032,0.4071783408611664,0.6905335054041862
whole_spatial_blocks,2005,0.0,all,historical_spatial_month_balanced,5000,16,391248,96240,34.338699844817555,17.519761353966615,-5.173604535675402,9.998960175844276,57.76258832241962,152.06780181008216,0.3676824292416543,0.6811890866988791
whole_spatial_blocks,2005,0.0,all,historical_spatial_month_balanced,5000,17,391248,96240,33.29395503570791,17.278192797058082,-4.80700255427796,9.63084596604378,62.03514600624786,136.4082569214575,0.4055732674473619,0.6881542802151467
whole_spatial_blocks,2005,0.0,all,historical_spatial_month_balanced,5000,18,391248,96240,31.94124528427311,16.68400683076105,-2.816318579169046,9.50610862731449,58.38905212064284,127.34846921044316,0.4528942960348368,0.6984112323342395
whole_spatial_blocks,2005,0.0,all,historical_spatial_month_balanced,5000,19,391248,96240,32.26066000736987,16.82358460575066,-3.337276994658118,10.000918182179532,52.05473017475185,143.8125923140447,0.441897392835309,0.7060885933935225
whole_spatial_blocks,2005,1.0,all,historical_spatial_month_balanced,5000,0,393456,94032,25.534166797142863,14.500677204711128,-2.728275049600954,8.956242492390288,46.07118740655172,103.7924434024526,0.5294565159493076,0.7635812972773077
whole_spatial_blocks,2005,1.0,all,historical_spatial_month_balanced,5000,1,393456,94032,28.3253057413192,14.793604243524417,-2.473222963006254,8.758558177101321,43.88788753156356,131.0738493637805,0.4209639616539482,0.7128909409732231
whole_spatial_blocks,2005,1.0,all,historical_spatial_month_balanced,5000,2,393456,94032,23.938969107199757,13.851450004554074,-1.433753457337882,8.58529990693495,42.86023019611029,88.96464948130651,0.5864126276774946,0.7833952137161536
whole_spatial_blocks,2005,1.0,all,historical_spatial_month_balanced,5000,3,393456,94032,26.5597106499306,14.264776442439684,-2.129717667892886,8.623791877764887,44.13021167734859,102.0456805592527,0.4909000427596667,0.7500544572286534
whole_spatial_blocks,2005,1.0,all,historical_spatial_month_balanced,5000,4,393456,94032,23.9475710076917,13.661799051321704,-1.802610147357876,8.614427336869568,41.45760272454882,91.79407725874886,0.5861153486608585,0.7864105910289707
whole_spatial_blocks,2005,1.0,all,historical_spatial_month_balanced,5000,5,393456,94032,28.31595785506548,14.31010517264848,-1.879810471490652,8.665423846910045,41.09504810798787,125.33503258765386,0.4213460842630131,0.7167272682759043
whole_spatial_blocks,2005,1.0,all,historical_spatial_month_balanced,5000,6,393456,94032,28.668575890360064,15.30035240656492,-3.389946130773471,8.759007146424011,50.0381782083445,131.2828295424834,0.4068444181298,0.7122735497100571
whole_spatial_blocks,2005,1.0,all,historical_spatial_month_balanced,5000,7,393456,94032,25.550468760776408,14.329410074287315,-2.2136089399999275,8.578283733300736,46.79309227573596,104.88710585415248,0.5288554991640143,0.765509108970312
whole_spatial_blocks,2005,1.0,all,historical_spatial_month_balanced,5000,8,393456,94032,26.76621827619065,14.756258761972871,-3.4835058174209976,8.893580353314093,49.5509667228548,99.68844221280224,0.4829525360003421,0.7535245572709919
whole_spatial_blocks,2005,1.0,all,historical_spatial_month_balanced,5000,9,393456,94032,28.068099672549327,15.13592578632651,-3.697939133902456,8.68469897052347,49.64315807542256,122.47277352650212,0.431432014690976,0.726978276715772
whole_spatial_blocks,2005,1.0,all,historical_spatial_month_balanced,5000,10,393456,94032,24.44565702477541,13.799664867817793,-1.7730364232688411,8.48491389483894,43.34039206139463,93.6732138205554,0.568719511887857,0.7729193273922218
whole_spatial_blocks,2005,1.0,all,historical_spatial_month_balanced,5000,11,393456,94032,28.88250591305488,15.38646705952675,-3.256998042858248,9.177064646761778,45.60839471998469,137.72728769203286,0.3979589234609689,0.7115879115035623
whole_spatial_blocks,2005,1.0,all,historical_spatial_month_balanced,5000,12,393456,94032,26.84933018656767,14.88947091438943,-2.003232564809128,8.875659073998321,47.36625528177479,117.32530345674722,0.4797365777674568,0.7442836350962668
whole_spatial_blocks,2005,1.0,all,historical_spatial_month_balanced,5000,13,393456,94032,29.433677434458588,15.628163782078726,-4.083747581278686,8.967993409064974,52.32703126428178,133.68143972381077,0.3747619009278988,0.7133131149269566
whole_spatial_blocks,2005,1.0,all,historical_spatial_month_balanced,5000,14,393456,94032,27.02034120408769,14.597249088538565,-3.4038557835063794,8.552582407024119,49.11052807529295,108.08301340669108,0.4730880605283328,0.7414743041199718
whole_spatial_blocks,2005,1.0,all,historical_spatial_month_balanced,5000,15,393456,94032,28.12308745419796,14.706773915843227,-3.296733538992575,8.804652294869186,43.58600988604768,125.9050409874928,0.429202086958761,0.7195085343869675
whole_spatial_blocks,2005,1.0,all,historical_spatial_month_balanced,5000,16,393456,94032,28.382107444477285,15.14350319006707,-2.7966775359175977,9.148395519107652,43.81531427577014,129.92183133078447,0.4186393116450365,0.7195711346707682
whole_spatial_blocks,2005,1.0,all,historical_spatial_month_balanced,5000,17,393456,94032,29.459039829845374,15.68278530773387,-3.6213303867785305,8.81486963456041,52.35187311495178,134.33556285173307,0.3736839270341249,0.7151036613824506
whole_spatial_blocks,2005,1.0,all,historical_spatial_month_balanced,5000,18,393456,94032,26.967818029471182,14.396111249364138,-3.2012051010213014,8.36859827240869,47.63574719860385,101.063366876886,0.4751345328247032,0.7478047241437669
whole_spatial_blocks,2005,1.0,all,historical_spatial_month_balanced,5000,19,393456,94032,27.341135283116184,14.925829911609725,-2.8723208655699093,8.931240307953743,48.88460416433036,100.73814744709873,0.4605024592305816,0.7400290767856171
whole_spatial_blocks,2005,2.0,all,historical_spatial_month_balanced,5000,0,389736,97752,41.54886684145831,17.72205231440828,-4.266019348558335,9.90733582039499,62.12578851661281,144.30478745226972,0.3038309812097027,0.5917356618699744
whole_spatial_blocks,2005,2.0,all,historical_spatial_month_balanced,5000,1,389736,97752,42.09969482316858,18.153379740475668,-3.7761001000267487,10.390344406015744,59.90724792206884,150.17206213453247,0.2852499079206656,0.581607587584227
whole_spatial_blocks,2005,2.0,all,historical_spatial_month_balanced,5000,2,389736,97752,40.174008672710826,16.9462128627708,-2.156755854034987,10.039131511260564,50.58557770874747,141.03612585370496,0.3491413776858568,0.6082210259923485
whole_spatial_blocks,2005,2.0,all,historical_spatial_month_balanced,5000,3,389736,97752,44.47685450361592,19.127083783890253,-4.543829700605854,10.355725997356387,63.97305304954789,171.93718993906452,0.2022543302131009,0.5482333880447131
whole_spatial_blocks,2005,2.0,all,historical_spatial_month_balanced,5000,4,389736,97752,44.27678164943709,18.82357722880218,-4.539085563137437,9.96903889996048,62.32835730083815,172.39942143688106,0.2094152803066681,0.5504210548220294
whole_spatial_blocks,2005,2.0,all,historical_spatial_month_balanced,5000,5,389736,97752,43.2963692787321,18.72204467758379,-4.331532163877794,10.155292255783849,61.61194026120983,161.65281647107815,0.244039188155453,0.564536845616844
whole_spatial_blocks,2005,2.0,all,historical_spatial_month_balanced,5000,6,389736,97752,42.02193651332836,18.125446510117616,-3.66656508062928,10.169762661744926,60.21034370164791,150.4413007522325,0.2878877623363041,0.5794214280836881
whole_spatial_blocks,2005,2.0,all,historical_spatial_month_balanced,5000,7,389736,97752,42.2376005543507,18.187239809604936,-2.351541270642185,10.422862718178209,57.47185336652528,153.6405894604673,0.2805596328954528,0.5672530934154738
whole_spatial_blocks,2005,2.0,all,historical_spatial_month_balanced,5000,8,389736,97752,40.64934761098068,17.52140514581799,-3.884297174143455,10.265884569764523,55.97739944620466,135.8660131824617,0.3336483392798615,0.6023008378415282
whole_spatial_blocks,2005,2.0,all,historical_spatial_month_balanced,5000,9,389736,97752,41.50093791305941,17.693882262987028,-4.086549441147594,9.934358424458424,56.49215918059571,149.74553040850884,0.3054361941772602,0.5882037478607365
whole_spatial_blocks,2005,2.0,all,historical_spatial_month_balanced,5000,10,389736,97752,44.329821867078,18.44910216066406,-6.062108794522515,9.76125518769652,67.88396867688473,162.74853157759344,0.2075200250429671,0.5660256310308067
whole_spatial_blocks,2005,2.0,all,historical_spatial_month_balanced,5000,11,389736,97752,39.99638389332024,16.71874059876616,-3.387421841318731,9.991036068422147,51.90512208161002,127.0558026669601,0.3548840480280925,0.6223133316359276
whole_spatial_blocks,2005,2.0,all,historical_spatial_month_balanced,5000,12,389736,97752,40.47959781942034,17.700563759860874,-3.7670918983683856,10.52183693215187,56.25871044713971,129.12208536995033,0.3392020263478467,0.6140011389391182
whole_spatial_blocks,2005,2.0,all,historical_spatial_month_balanced,5000,13,389736,97752,44.16950971222641,18.82661690410057,-5.708633972059054,10.07516936353511,63.807931690518295,163.84224465768048,0.2132414310409761,0.5576305063777058
whole_spatial_blocks,2005,2.0,all,historical_spatial_month_balanced,5000,14,389736,97752,40.76820381480246,17.141027034369316,-3.100210645040709,9.846018278310169,55.64638068381549,138.8534876727965,0.3297458994384966,0.6018294610150127
whole_spatial_blocks,2005,2.0,all,historical_spatial_month_balanced,5000,15,389736,97752,41.08050745317901,17.84838188138611,-3.096665985119589,10.250846532342166,57.26420135122648,149.94401837140418,0.319437642995207,0.5926057392086855
whole_spatial_blocks,2005,2.0,all,historical_spatial_month_balanced,5000,16,389736,97752,42.53532780203626,18.39219351077451,-4.446537123317793,10.327933468791713,59.43374686974855,160.11715223009094,0.2703814068275606,0.575157304031308
whole_spatial_blocks,2005,2.0,all,historical_spatial_month_balanced,5000,17,389736,97752,42.52020305548394,18.391202091942198,-3.7969162409113824,10.33428005618066,56.64148821890543,160.45861188085357,0.2709001913251486,0.5758096008389907
whole_spatial_blocks,2005,2.0,all,historical_spatial_month_balanced,5000,18,389736,97752,41.92234183696959,18.228392446542827,-3.4388216767866457,10.17653392010206,61.610946279342215,155.84543769442183,0.2912592653266449,0.5840259076696913
whole_spatial_blocks,2005,2.0,all,historical_spatial_month_balanced,5000,19,389736,97752,42.33523124128242,17.580694447614633,-5.003107954135593,9.645904117544148,62.00257546000394,148.8856887237665,0.2772298682162498,0.5890207544190659
whole_spatial_blocks,2005,3.0,all,historical_spatial_month_balanced,5000,0,391500,95988,49.15301273973468,16.87363598635907,-4.33127881808843,9.17982856642078,57.34826398167535,106.80318965091216,0.1481002217110688,0.4926230962402255
whole_spatial_blocks,2005,3.0,all,historical_spatial_month_balanced,5000,1,391500,95988,49.13254549651288,17.378212046224697,-4.338895828227705,9.496768372703372,63.4692974165782,113.09167022813094,0.1488095336665439,0.493849827407981
whole_spatial_blocks,2005,3.0,all,historical_spatial_month_balanced,5000,2,391500,95988,50.55153792125127,18.093890821945266,-5.322363977307807,9.462665016471476,68.68318089733812,128.35788978106905,0.0989332463935267,0.4782129139148647
whole_spatial_blocks,2005,3.0,all,historical_spatial_month_balanced,5000,3,391500,95988,48.39144260153399,16.508328197832796,-4.5662787280946135,9.154204825978212,55.77326800056994,99.13738642487895,0.1742941549037204,0.5072552144132032
whole_spatial_blocks,2005,3.0,all,historical_spatial_month_balanced,5000,4,391500,95988,50.37429697211878,17.945572113511357,-5.591368300968832,9.475020063787523,64.09311484769597,130.24376488219036,0.1052407083321208,0.476307631292406
whole_spatial_blocks,2005,3.0,all,historical_spatial_month_balanced,5000,5,391500,95988,47.67339088925974,15.90654421048784,-3.2204842479939564,9.123332013303582,50.811601665042446,90.5972602651373,0.1986166641545136,0.5043270771993899
whole_spatial_blocks,2005,3.0,all,historical_spatial_month_balanced,5000,6,391500,95988,49.91897027429933,17.62755644402529,-5.1085566699976415,9.6331009511066,65.38468753306464,122.4369277131888,0.1213428304479921,0.4826043584093125
whole_spatial_blocks,2005,3.0,all,historical_spatial_month_balanced,5000,7,391500,95988,49.46862359897572,16.868977213873123,-4.845378698886778,9.090081998324166,65.89382900344599,109.62519376263896,0.1371250237490294,0.4936900618457825
whole_spatial_blocks,2005,3.0,all,historical_spatial_month_balanced,5000,8,391500,95988,49.93789806160429,16.849257370697792,-5.013869165081363,9.04816692688408,58.42756585493612,118.07892508120833,0.1206763828460202,0.4854363664058539
whole_spatial_blocks,2005,3.0,all,historical_spatial_month_balanced,5000,9,391500,95988,50.00970720235841,17.635507272699687,-5.573091416165613,9.326178566301849,65.16500300514718,130.3438654248391,0.1181456847182014,0.4833013427690824
whole_spatial_blocks,2005,3.0,all,historical_spatial_month_balanced,5000,10,391500,95988,47.8098097446319,16.43885224660837,-3.2054626075811803,9.763215553192822,51.61770398609287,97.065897545854,0.1940237366521551,0.5084763334279905
whole_spatial_blocks,2005,3.0,all,historical_spatial_month_balanced,5000,11,391500,95988,49.877128105973135,17.675446184427347,-4.873489959546598,9.450868090547884,68.3410309747593,114.79342358045558,0.1228151970764224,0.4812066031643715
whole_spatial_blocks,2005,3.0,all,historical_spatial_month_balanced,5000,12,391500,95988,50.14573501011047,17.648957788189826,-4.273147493366552,9.420067160966056,62.8717107576073,131.91180010090815,0.1133418232763783,0.4803971019439939
whole_spatial_blocks,2005,3.0,all,historical_spatial_month_balanced,5000,13,391500,95988,50.00343227710239,17.676971131215765,-5.260212246735853,9.280272299220885,62.53355081652289,131.61353495919195,0.1183669706670561,0.4879042705788607
whole_spatial_blocks,2005,3.0,all,historical_spatial_month_balanced,5000,14,391500,95988,47.84881538786646,16.15248004636932,-3.574342121258201,8.9732018677457,53.714869368317,99.48445753445276,0.1927080883805084,0.5101735482541434
whole_spatial_blocks,2005,3.0,all,historical_spatial_month_balanced,5000,15,391500,95988,50.539801758394816,17.99501206972019,-5.9198201573474485,9.290887626642842,72.52406885326002,119.96933181152656,0.0993515853416049,0.479421431666577
whole_spatial_blocks,2005,3.0,all,historical_spatial_month_balanced,5000,16,391500,95988,49.61869297069671,17.319836561136825,-5.19812813246201,9.505705333286985,61.6614604616183,114.22423620266348,0.1318818004690098,0.491872117279701
whole_spatial_blocks,2005,3.0,all,historical_spatial_month_balanced,5000,17,391500,95988,47.69997605858507,16.647126855974204,-3.120998726740236,9.646161449615136,53.456202025906414,95.25506821693352,0.1977226286497835,0.5112270396285763
whole_spatial_blocks,2005,3.0,all,historical_spatial_month_balanced,5000,18,391500,95988,49.04951101204352,17.340592704306488,-4.0917860423746735,9.645806284591544,60.38211759324467,110.40938655186136,0.1516841430502012,0.487844075265445
whole_spatial_blocks,2005,3.0,all,historical_spatial_month_balanced,5000,19,391500,95988,47.9275961791027,16.063539959560135,-4.422084526884267,9.239496812808651,53.71064544947552,99.97267393723754,0.1900475647509052,0.5072043572950793
whole_spatial_blocks,2005,4.0,all,historical_spatial_month_balanced,5000,0,384012,103476,30.33618007480733,16.534363282762534,-5.628874489578161,10.093453395660845,50.42129520521013,104.62745070662852,0.4790432122956253,0.7292850858977082
whole_spatial_blocks,2005,4.0,all,historical_spatial_month_balanced,5000,1,384012,103476,31.77136362088037,16.723774851090177,-5.574796056486559,10.123412508394551,49.95238833077239,104.69526055748416,0.428585016927415,0.7071453281682394
whole_spatial_blocks,2005,4.0,all,historical_spatial_month_balanced,5000,2,384012,103476,30.420362673189608,16.092909791955524,-5.512912914203947,9.852772906354517,50.06524197818317,95.54293761460302,0.4761479008089131,0.7350071953841921
whole_spatial_blocks,2005,4.0,all,historical_spatial_month_balanced,5000,3,384012,103476,31.480166180210173,17.028369009083246,-5.92946695212243,10.619750743287112,51.14669346912737,106.45830800496137,0.4390115158136377,0.7116790106898829
whole_spatial_blocks,2005,4.0,all,historical_spatial_month_balanced,5000,4,384012,103476,31.28455393882693,16.351663548817946,-5.774507484382244,9.80359211525456,51.69808688384772,102.94394989097007,0.4459616235952879,0.7187640643054239
whole_spatial_blocks,2005,4.0,all,historical_spatial_month_balanced,5000,5,384012,103476,29.1738318825927,16.16686546625554,-3.808816649455767,10.110546127555324,50.02434371045501,98.27979890368265,0.5181999223927934,0.7402179020912127
whole_spatial_blocks,2005,4.0,all,historical_spatial_month_balanced,5000,6,384012,103476,28.857214780183515,15.847690538121102,-3.809453687002406,9.960734489309344,48.233185799563245,95.36011297278736,0.5286009125987203,0.7492813002182368
whole_spatial_blocks,2005,4.0,all,historical_spatial_month_balanced,5000,7,384012,103476,31.433732818707515,16.736822557456954,-5.705321504219801,10.01573489036994,55.3728145845372,108.34744194718498,0.4406652154834135,0.7192009156513128
whole_spatial_blocks,2005,4.0,all,historical_spatial_month_balanced,5000,8,384012,103476,34.11102166688685,17.915666784103095,-7.106377524781078,9.87652887270761,64.61078597584657,124.52714286953828,0.3413277480236627,0.6843736562445389
whole_spatial_blocks,2005,4.0,all,historical_spatial_month_balanced,5000,9,384012,103476,31.47626459158357,16.60959096674251,-5.974649241462675,10.251074920381484,50.44141561938287,109.75426140954522,0.4391505627705448,0.7139135726399444
whole_spatial_blocks,2005,4.0,all,historical_spatial_month_balanced,5000,10,384012,103476,32.83331432912415,16.922915691802263,-5.701762528142903,10.031322242853548,50.97316771230034,140.17037078774356,0.3897477876894629,0.6963940982999082
whole_spatial_blocks,2005,4.0,all,historical_spatial_month_balanced,5000,11,384012,103476,32.85639674498932,17.077488070347812,-6.05436845564999,9.981289669511654,51.30261489812904,138.5475488781834,0.3888894493203128,0.6975790461332475
whole_spatial_blocks,2005,4.0,all,historical_spatial_month_balanced,5000,12,384012,103476,32.429259011096235,16.911117944375963,-6.1180340495901815,10.003489349658992,52.22869827797591,136.48281100961933,0.4046752139717327,0.7046648567649212
whole_spatial_blocks,2005,4.0,all,historical_spatial_month_balanced,5000,13,384012,103476,30.909649245414165,16.248792508377704,-5.970023961388807,9.798236958031282,52.438511792320895,104.2012838131513,0.4591609174975808,0.7226552949973519
whole_spatial_blocks,2005,4.0,all,historical_spatial_month_balanced,5000,14,384012,103476,31.766800246440468,16.928636457266926,-6.050812629186261,10.01503066935959,54.02147583897646,110.0680369331054,0.4287491517309352,0.7101304332985187
whole_spatial_blocks,2005,4.0,all,historical_spatial_month_balanced,5000,15,384012,103476,33.99221723125082,17.055025460029977,-6.455043867138372,10.0031556928584,51.99100302531832,142.67325095421486,0.3459079047181297,0.6847915703404329
whole_spatial_blocks,2005,4.0,all,historical_spatial_month_balanced,5000,16,384012,103476,33.61603657546962,17.772482789096532,-7.229988969804101,10.37914299057374,60.64946922081589,130.4979591135351,0.3603050402150375,0.6922219694424021
whole_spatial_blocks,2005,4.0,all,historical_spatial_month_balanced,5000,17,384012,103476,30.048805017978108,15.859787664405122,-3.852971610916856,10.018105062531076,46.268056303827535,95.7232661570711,0.4888665245063288,0.7262254468191951
whole_spatial_blocks,2005,4.0,all,historical_spatial_month_balanced,5000,18,384012,103476,30.87382575400589,16.35827222981092,-4.990020550132061,10.154189220590837,49.41043184837531,102.09630340650192,0.4604138283058209,0.7155498589988797
whole_spatial_blocks,2005,4.0,all,historical_spatial_month_balanced,5000,19,384012,103476,35.97394343363062,18.420562590855816,-7.615211623907409,10.11746589383435,66.97908693441755,142.61702206282038,0.2674183964292945,0.6618454606563035
month_stratified_hidden_cells,2010,,all,historical_spatial_month_balanced,5000,0,390000,97488,35.88362678010066,15.562055971864588,-4.297306384181472,8.649068040972168,52.96380722330356,117.15292049900604,0.3659754054675396,0.6514185468561919
month_stratified_hidden_cells,2010,,all,historical_spatial_month_balanced,5000,1,390000,97488,36.085668791976914,14.993145008622063,-2.9911142997010485,8.70194870873263,45.467015812339376,108.20246571340712,0.3588155809313407,0.6406327621929548
month_stratified_hidden_cells,2010,,all,historical_spatial_month_balanced,5000,2,390000,97488,35.75243425892586,15.490873538772028,-3.117177955777029,8.867350282330023,49.7640549953436,119.8254191519494,0.3706029884887603,0.6513020838612
