validation_scheme,year,spatial_fold,evaluation_domain,strategy,budget,seed,n_candidates,n_evaluation,rmse,mae,bias,median_absolute_error,p95_absolute_error,p99_absolute_error,r2,correlation
month_stratified_hidden_cells,2010,,all,historical_spatial_month_balanced,5000,3,390000,97488,36.67572456061114,15.558391176099663,-3.7345595818606734,8.652100179228313,49.15858326136532,132.24143421657803,0.3376754578947623,0.634364121154299
month_stratified_hidden_cells,2010,,all,historical_spatial_month_balanced,5000,4,390000,97488,34.66616657135816,14.927208138150622,-3.043955204493701,8.630508086308225,48.11416440939507,105.20810057610588,0.4082679645504191,0.6688495665086487
month_stratified_hidden_cells,2010,,all,historical_spatial_month_balanced,5000,5,390000,97488,36.513050272952135,14.798696562551092,-2.238073088114929,8.473975605996287,44.50734401750703,110.8385450852644,0.3435378766067116,0.6292392259713525
month_stratified_hidden_cells,2010,,all,historical_spatial_month_balanced,5000,6,390000,97488,38.6504075244375,16.034559499568626,-4.495514069995715,8.587145038390247,51.07870430797176,151.12339481245803,0.2644340827449932,0.6114967534210534
month_stratified_hidden_cells,2010,,all,historical_spatial_month_balanced,5000,7,390000,97488,35.856792648092004,15.532917601595454,-4.34289283137732,8.524577231337759,54.00357690107371,113.29751580245744,0.3669233106689143,0.6517985299632123
month_stratified_hidden_cells,2010,,all,historical_spatial_month_balanced,5000,8,390000,97488,37.0971241611438,15.08081251797429,-3.8722793516431486,8.526804085081778,46.63750546230127,114.31935444675734,0.3223679632373638,0.629782089116861
month_stratified_hidden_cells,2010,,all,historical_spatial_month_balanced,5000,9,390000,97488,35.03596937249773,15.36878248487442,-3.004506339737995,8.842171138056017,50.20039997836543,107.56855431524409,0.3955759744047205,0.6618554171067373
month_stratified_hidden_cells,2010,,all,historical_spatial_month_balanced,5000,10,390000,97488,35.50125148826198,15.09636758771542,-3.445880312081987,8.70302608083108,47.74997349500737,104.92795213401992,0.3794157217155255,0.6516124742784359
month_stratified_hidden_cells,2010,,all,historical_spatial_month_balanced,5000,11,390000,97488,35.528653808057975,15.821789627942884,-1.781929664597704,8.75247307493953,56.33587778745151,112.80866659510794,0.3784573322993115,0.6478017151458467
month_stratified_hidden_cells,2010,,all,historical_spatial_month_balanced,5000,12,390000,97488,34.908669396055345,15.015286370931792,-4.2714497395814055,8.694772773425768,46.929427320983606,104.91421873901136,0.3999602333611768,0.6698141566735057
month_stratified_hidden_cells,2010,,all,historical_spatial_month_balanced,5000,13,390000,97488,34.418884276953285,14.629234721846286,-2.993322550721422,8.480154078798051,44.49841350104463,101.78185666977052,0.4166797956943782,0.6723143351456606
month_stratified_hidden_cells,2010,,all,historical_spatial_month_balanced,5000,14,390000,97488,35.464849502634294,14.966435585465772,-3.6165732395803216,8.487470487593015,49.27613537295175,103.83158113638744,0.3806877285998135,0.6533811588868312
month_stratified_hidden_cells,2010,,all,historical_spatial_month_balanced,5000,15,390000,97488,34.38851721968123,14.575532014470143,-2.6646409142595453,8.513772870415636,44.717617441733225,95.12116270551311,0.4177086439097528,0.6667389265094454
month_stratified_hidden_cells,2010,,all,historical_spatial_month_balanced,5000,16,390000,97488,35.61714514037585,15.72949766031639,-4.599206075388493,8.872099863663522,52.27147772120292,115.17416171079437,0.3753573198523802,0.6561015664120718
month_stratified_hidden_cells,2010,,all,historical_spatial_month_balanced,5000,17,390000,97488,34.84074294114965,15.379169271705235,-2.958660756700667,8.876541487269918,49.207124367575865,101.9122980238699,0.4022931162900993,0.6627784458906085
month_stratified_hidden_cells,2010,,all,historical_spatial_month_balanced,5000,18,390000,97488,35.26345557657222,15.104071484000558,-3.7536575810899695,8.70189801937724,49.053347838604594,111.15859552763784,0.3877015235033639,0.6555375002941735
month_stratified_hidden_cells,2010,,all,historical_spatial_month_balanced,5000,19,390000,97488,35.63743200144759,15.045553832260252,-3.1058509722675547,8.769868141277726,46.84616454644723,105.26104272612828,0.3746455475808968,0.6506992837935316
whole_spatial_blocks,2010,0.0,all,historical_spatial_month_balanced,5000,0,391248,96240,36.20469203452915,17.886630220554704,-3.324580366490334,9.975871446004504,58.18656520936656,149.29096069462975,0.3049782740779628,0.6238488225903019
whole_spatial_blocks,2010,0.0,all,historical_spatial_month_balanced,5000,1,391248,96240,34.022000681630054,17.062114429341225,-2.8348872828974327,9.91145007719021,52.00109700763941,127.53027822789524,0.3862544401953822,0.662764262286217
whole_spatial_blocks,2010,0.0,all,historical_spatial_month_balanced,5000,2,391248,96240,35.20857888750476,17.218014803853542,-1.8539598246887683,9.745961620654924,53.41150118050388,147.50779521331447,0.342696934711636,0.6412099881046278
whole_spatial_blocks,2010,0.0,all,historical_spatial_month_balanced,5000,3,391248,96240,34.12558497745814,16.816056361624934,-2.982065790617241,9.838345246562398,50.33002726642288,135.20430170470897,0.3825114985388933,0.6617248548890584
whole_spatial_blocks,2010,0.0,all,historical_spatial_month_balanced,5000,4,391248,96240,33.591503747381445,16.96841586729593,-3.2445718864008226,9.804830416747706,53.594987918907385,130.28720409661412,0.4016882155445332,0.6722351138812974
whole_spatial_blocks,2010,0.0,all,historical_spatial_month_balanced,5000,5,391248,96240,35.320533035922935,17.66410487569615,-2.948260171146689,9.88290655100073,56.09660077072914,148.9493093716076,0.3385101823733097,0.6420357826106297
whole_spatial_blocks,2010,0.0,all,historical_spatial_month_balanced,5000,6,391248,96240,35.04342975976314,17.677359930380835,-4.58410518924291,9.820333343388825,60.22166259636216,135.63669587685885,0.3488487557880965,0.6543522143939097
whole_spatial_blocks,2010,0.0,all,historical_spatial_month_balanced,5000,7,391248,96240,39.04612256730354,18.34000294645221,-3.294685414088093,10.272764507513983,52.693853770782376,184.30764448140692,0.1916033749147715,0.5871585983006591
whole_spatial_blocks,2010,0.0,all,historical_spatial_month_balanced,5000,8,391248,96240,36.03842173852144,17.31112152384342,-3.365911055074357,10.021852141835524,53.01530686274625,138.48532188972905,0.3113473993600794,0.6321302486720141
whole_spatial_blocks,2010,0.0,all,historical_spatial_month_balanced,5000,9,391248,96240,35.27594916438441,16.924024857863802,-2.842468006537418,9.854186343006944,50.11279458808503,142.9856757576951,0.3401790792613951,0.6448263245119912
whole_spatial_blocks,2010,0.0,all,historical_spatial_month_balanced,5000,10,391248,96240,34.68305252305413,17.230667321450927,-2.806778742865601,10.034756484032528,53.17172866377125,140.737159731264,0.3621724228470616,0.6488083990165954
whole_spatial_blocks,2010,0.0,all,historical_spatial_month_balanced,5000,11,391248,96240,35.07675889439889,17.42448155861607,-3.2181370266376224,10.351229519800626,52.1234198097562,144.810020619609,0.3476095718406434,0.6454612279024581
whole_spatial_blocks,2010,0.0,all,historical_spatial_month_balanced,5000,12,391248,96240,35.33626916110124,17.49595411153766,-3.7099267780460825,9.828242767084276,56.4866389258178,138.01795304055392,0.3379206326428844,0.6513744374376859
whole_spatial_blocks,2010,0.0,all,historical_spatial_month_balanced,5000,13,391248,96240,36.89257829766421,17.469802953170802,-4.229864766620445,9.9282561912635,52.89614643605386,148.75984132083,0.2783166585415448,0.6235435841472204
whole_spatial_blocks,2010,0.0,all,historical_spatial_month_balanced,5000,14,391248,96240,35.5327678020223,17.764089066943004,-4.530001397770775,10.2088294226254,57.04013445811603,140.96836219820378,0.3305367506476887,0.6483525239595302
whole_spatial_blocks,2010,0.0,all,historical_spatial_month_balanced,5000,15,391248,96240,36.74382276765557,18.113799399568148,-3.98159533407205,10.375504124127389,56.27261780261993,153.1775609501116,0.2841247619424331,0.6187205779614139
whole_spatial_blocks,2010,0.0,all,historical_spatial_month_balanced,5000,16,391248,96240,37.78503157835538,18.39988007129742,-5.184191693542833,10.221819404642872,57.54376621904937,164.23819526068192,0.242978447080665,0.6114515151551692
whole_spatial_blocks,2010,0.0,all,historical_spatial_month_balanced,5000,17,391248,96240,32.91177459682709,16.790399219465396,-3.255281431639488,9.989736059991088,52.90029653774926,126.16779125032096,0.4256570886058264,0.6812830725465621
whole_spatial_blocks,2010,0.0,all,historical_spatial_month_balanced,5000,18,391248,96240,33.736605553728985,16.973587284962974,-2.6545034771647638,9.60160594340266,57.740714164032354,135.72067018484128,0.3965081184148271,0.6641312821688876
whole_spatial_blocks,2010,0.0,all,historical_spatial_month_balanced,5000,19,391248,96240,38.47518801213411,18.22125882132949,-3.653706794951863,10.064272325394342,55.419909363497794,179.14823772720496,0.2150713760532021,0.5996929028452708
whole_spatial_blocks,2010,1.0,all,historical_spatial_month_balanced,5000,0,393456,94032,30.416544209244304,15.157415015511322,-1.9955123182716696,9.15813445310107,41.752732267415226,117.26064197342582,0.3549369292150393,0.6725513206831422
whole_spatial_blocks,2010,1.0,all,historical_spatial_month_balanced,5000,1,393456,94032,33.57082576409192,16.15966180505562,-2.154507545298032,9.2821588682051,44.720349524809286,169.9215410391195,0.2142100177824585,0.6168251772258981
whole_spatial_blocks,2010,1.0,all,historical_spatial_month_balanced,5000,2,393456,94032,27.73368619562723,15.390635460064969,-0.7476744957746541,9.652399579440017,45.08932828249218,95.77988288279582,0.4637125495051452,0.7120954936780596
whole_spatial_blocks,2010,1.0,all,historical_spatial_month_balanced,5000,3,393456,94032,28.819029349167057,15.351210127288429,-0.6105643296776491,9.455482538124528,44.88453320613504,99.50683963638454,0.4209165696402354,0.6967197185114787
whole_spatial_blocks,2010,1.0,all,historical_spatial_month_balanced,5000,4,393456,94032,30.177858264111205,15.453365100067872,-1.8351980574916564,9.613474996856326,44.2712255720057,113.6829663782478,0.3650211371835749,0.6743638741557966
whole_spatial_blocks,2010,1.0,all,historical_spatial_month_balanced,5000,5,393456,94032,29.809448628486248,15.002378663086166,-0.302771499733082,9.21885458343894,41.91125527945264,112.86097161740928,0.380430077932122,0.6741640259310995
whole_spatial_blocks,2010,1.0,all,historical_spatial_month_balanced,5000,6,393456,94032,30.087342403039475,15.856488763731804,-1.7597101740914247,9.386573530908096,49.80588681084893,130.6949402361414,0.3688245523503223,0.6749650027493758
whole_spatial_blocks,2010,1.0,all,historical_spatial_month_balanced,5000,7,393456,94032,28.631449981641467,15.87494081110006,-1.5021651859737453,9.672833567879138,49.44428230496258,114.19409062061352,0.4284303961551448,0.7018917126808768
whole_spatial_blocks,2010,1.0,all,historical_spatial_month_balanced,5000,8,393456,94032,29.993662080959258,15.978866163910974,-2.6243699274510486,9.411543067108198,51.85079404881667,109.36643155393068,0.3727489047559106,0.6899064464923157
whole_spatial_blocks,2010,1.0,all,historical_spatial_month_balanced,5000,9,393456,94032,30.27321266868969,16.141451516386006,-2.7747471833342097,9.258512724371457,51.21561539483975,129.7937915127747,0.3610020521251992,0.6685642548827029
whole_spatial_blocks,2010,1.0,all,historical_spatial_month_balanced,5000,10,393456,94032,30.981720358442583,15.670719802815173,-0.6982727284385425,9.518219943634987,43.21695594170426,119.60770236090184,0.330742111092873,0.6548232518775237
whole_spatial_blocks,2010,1.0,all,historical_spatial_month_balanced,5000,11,393456,94032,31.367370413741465,16.223981964670653,-1.9013117550144771,9.098476084701048,49.04710773895615,139.2284642462905,0.3139770182673691,0.6503487491591005
whole_spatial_blocks,2010,1.0,all,historical_spatial_month_balanced,5000,12,393456,94032,27.975805008484738,15.38464440685565,-1.4241549774509317,9.388949205985227,47.44260678357434,110.53394101289264,0.4543079529915417,0.7129023506474991
whole_spatial_blocks,2010,1.0,all,historical_spatial_month_balanced,5000,13,393456,94032,29.31689368106239,16.01686897194562,-1.7356762548000464,9.76102607147368,48.43235159008726,120.50923185076496,0.400735786034767,0.6859377035952655
whole_spatial_blocks,2010,1.0,all,historical_spatial_month_balanced,5000,14,393456,94032,28.7265857254864,15.46702333007011,-1.5776254536274616,9.326887332361936,47.1116138825704,105.48763837080648,0.4246256960712604,0.6932681645727741
whole_spatial_blocks,2010,1.0,all,historical_spatial_month_balanced,5000,15,393456,94032,32.652031639138805,15.739437842357727,-2.61796524832795,8.825509639850708,44.48531375584292,156.0131671859808,0.2566337199525738,0.6311226136807224
whole_spatial_blocks,2010,1.0,all,historical_spatial_month_balanced,5000,16,393456,94032,29.50457683067122,15.391051980486273,-1.8661057955955336,9.507384466575983,45.303354516432265,102.56173910157338,0.3930383941039692,0.6892412241637218
whole_spatial_blocks,2010,1.0,all,historical_spatial_month_balanced,5000,17,393456,94032,31.972466510455973,16.993761620194693,-2.7836834423323835,9.712691998298538,53.287224158127614,144.40918142155692,0.2872541093054727,0.6561702845363081
whole_spatial_blocks,2010,1.0,all,historical_spatial_month_balanced,5000,18,393456,94032,28.902805358435074,15.203578545503731,-1.5608726534281456,9.339254922002452,44.80045236687583,104.37818194001504,0.4175449215840257,0.6985413883577916
whole_spatial_blocks,2010,1.0,all,historical_spatial_month_balanced,5000,19,393456,94032,27.937879034017005,15.333541252412823,-0.8330143186100103,9.365287415021529,47.9524276935411,100.2855880275764,0.455786507351149,0.7165703505598633
whole_spatial_blocks,2010,2.0,all,historical_spatial_month_balanced,5000,0,389736,97752,39.615030630256456,17.098017010593654,-3.752942067435788,9.985350556799515,54.43757859236556,118.5143408451216,0.3675762306517033,0.6247162934021272
whole_spatial_blocks,2010,2.0,all,historical_spatial_month_balanced,5000,1,389736,97752,40.142343458201886,17.19472669930555,-3.028657211216231,9.917824482708935,54.72736753904379,126.23631433371708,0.3506278825381548,0.6158161717745139
whole_spatial_blocks,2010,2.0,all,historical_spatial_month_balanced,5000,2,389736,97752,38.12221966616941,16.113563827285155,-2.0514236064520266,9.447743981869166,50.54856419037913,112.90273492720272,0.4143413646555082,0.6480125773259742
whole_spatial_blocks,2010,2.0,all,historical_spatial_month_balanced,5000,3,389736,97752,40.108457695605885,17.407277528257882,-3.311013553736136,10.04511498307241,56.26194434829505,125.40007460332154,0.3517237419268304,0.6175321710235965
whole_spatial_blocks,2010,2.0,all,historical_spatial_month_balanced,5000,4,389736,97752,42.41349543066456,18.609233743790355,-3.3380309051302905,9.930835267481768,62.68268113459416,148.88037729668463,0.2750695817320743,0.5827108843163568
whole_spatial_blocks,2010,2.0,all,historical_spatial_month_balanced,5000,5,389736,97752,42.33768575848685,18.97131743968285,-3.393213317768732,10.401581950232526,63.70038471696725,144.0275553270511,0.2776587398338811,0.5854831210528554
whole_spatial_blocks,2010,2.0,all,historical_spatial_month_balanced,5000,6,389736,97752,39.08203332153182,16.79996810354013,-2.8849048472779453,9.646208277598788,51.50982437074961,123.46795483845209,0.3844795399478666,0.633272459270889
whole_spatial_blocks,2010,2.0,all,historical_spatial_month_balanced,5000,7,389736,97752,39.7524692059061,17.439195271328686,-1.0805226132356966,10.3165099506559,54.3807968227993,119.9324363040948,0.3631804143256782,0.6165677942095473
whole_spatial_blocks,2010,2.0,all,historical_spatial_month_balanced,5000,8,389736,97752,38.98922543445676,16.799288455892277,-2.562102318200889,9.995797155287336,52.290622238367945,118.59682789762034,0.387399414944522,0.6305508458057137
whole_spatial_blocks,2010,2.0,all,historical_spatial_month_balanced,5000,9,389736,97752,39.04623470591845,16.75157487443218,-2.7943136825011883,9.59230165124751,53.14725993073294,124.27581803838216,0.385606640392693,0.6354060035069765
whole_spatial_blocks,2010,2.0,all,historical_spatial_month_balanced,5000,10,389736,97752,45.08070263357149,19.299662170828206,-6.390062809018631,9.871523242830136,78.41499092417699,148.08933605559605,0.1810270737877488,0.5564247339016037
whole_spatial_blocks,2010,2.0,all,historical_spatial_month_balanced,5000,11,389736,97752,43.31675895504507,17.91420624044569,-4.184014907474684,9.859093206526552,54.76105187740302,163.11497094307327,0.2438636770585098,0.5755236595454376
whole_spatial_blocks,2010,2.0,all,historical_spatial_month_balanced,5000,12,389736,97752,42.66673583816548,17.336999002569474,-4.101319543012992,9.88502352158713,52.48742264188144,144.19155507043575,0.266386980457733,0.5800114335760078
whole_spatial_blocks,2010,2.0,all,historical_spatial_month_balanced,5000,13,389736,97752,41.69939402296297,18.14071318964435,-4.874118632713158,9.885901581911156,61.82377662088999,138.9549893044496,0.2992748908674175,0.6011807869045962
whole_spatial_blocks,2010,2.0,all,historical_spatial_month_balanced,5000,14,389736,97752,38.65431813947912,16.495722013444496,-0.8698534298375485,9.85778294056442,49.16907156147008,118.0742235789542,0.3978783741008804,0.635216856353392
whole_spatial_blocks,2010,2.0,all,historical_spatial_month_balanced,5000,15,389736,97752,39.15593805251287,17.17077150082326,-2.326544026839162,10.008819610175124,54.9361730396179,119.37393431777636,0.3821494214165496,0.6302228820994071
whole_spatial_blocks,2010,2.0,all,historical_spatial_month_balanced,5000,16,389736,97752,39.72424279226353,16.972058749750577,-3.5699283908190207,9.823783442362355,53.32237087615688,126.14059863810829,0.3640844462884309,0.6230951971266618
whole_spatial_blocks,2010,2.0,all,historical_spatial_month_balanced,5000,17,389736,97752,40.32165782928252,17.57638509221833,-3.5909092452827616,9.860859158836064,58.34598317653485,120.83413500313632,0.3448134824160466,0.614796425983612
whole_spatial_blocks,2010,2.0,all,historical_spatial_month_balanced,5000,18,389736,97752,40.38829239832126,17.22544118264544,-3.8312383440366,9.480031170095174,56.76242728865401,130.59547830171704,0.3426462032061669,0.6176635403688956
whole_spatial_blocks,2010,2.0,all,historical_spatial_month_balanced,5000,19,389736,97752,41.607761528850176,17.786429064574587,-6.042851979095797,9.661607445262687,62.476277407154285,126.85218776392738,0.3023511293871697,0.6047456759716173
whole_spatial_blocks,2010,3.0,all,historical_spatial_month_balanced,5000,0,391500,95988,42.52149612709367,16.028138634320776,-3.3620483710798443,9.98036443491992,49.63801759834156,95.8098228199655,0.2308322627118101,0.5448708399964413
whole_spatial_blocks,2010,3.0,all,historical_spatial_month_balanced,5000,1,391500,95988,42.25284640453999,16.088004491197015,-3.615574928686721,9.855216262457844,49.44107913894916,101.85149336205232,0.2405207240923611,0.5549548998013737
whole_spatial_blocks,2010,3.0,all,historical_spatial_month_balanced,5000,2,391500,95988,42.30834853302292,16.002713695455032,-3.490074017147169,9.548263367293032,50.15654900672998,92.55264132281329,0.2385241531987478,0.5537121245882235
whole_spatial_blocks,2010,3.0,all,historical_spatial_month_balanced,5000,3,391500,95988,42.63464733974925,15.877842663928176,-3.819834171512817,9.426201908580254,49.297941653999885,100.13077849780156,0.2267332507710771,0.5431572847367603
whole_spatial_blocks,2010,3.0,all,historical_spatial_month_balanced,5000,4,391500,95988,42.569352561097865,16.27779715446226,-4.687396125692255,9.519310358443448,55.263378066838285,99.22700834863218,0.2290999464776599,0.5533437904947087
whole_spatial_blocks,2010,3.0,all,historical_spatial_month_balanced,5000,5,391500,95988,41.53985370139694,15.123963526217706,-3.6297421562528767,9.001780294411247,47.65169960357752,86.69540790115977,0.2659360250154731,0.5632385480430242
whole_spatial_blocks,2010,3.0,all,historical_spatial_month_balanced,5000,6,391500,95988,42.21379582034625,16.018107819363756,-3.85440687452019,9.600896635913529,51.345507197828425,101.54118216106087,0.2419239149654363,0.5554811085307241
whole_spatial_blocks,2010,3.0,all,historical_spatial_month_balanced,5000,7,391500,95988,43.51236587866497,16.467887323217507,-4.578053138117364,9.358931960992493,55.19275745838626,110.22120925701398,0.1945670712084615,0.543061426605943
whole_spatial_blocks,2010,3.0,all,historical_spatial_month_balanced,5000,8,391500,95988,42.728254529316594,15.98027863391241,-3.202682458703156,9.859492543130102,48.14414806164956,92.40892559956826,0.2233340065931608,0.5419925084270231
whole_spatial_blocks,2010,3.0,all,historical_spatial_month_balanced,5000,9,391500,95988,42.111422773377406,15.514721044575609,-4.222360256155822,9.04988245632029,49.57777903054977,93.54124751612537,0.2455962905468979,0.5576729551613794
whole_spatial_blocks,2010,3.0,all,historical_spatial_month_balanced,5000,10,391500,95988,41.97625828212824,15.522908305804105,-2.789097334411614,9.619458732559252,44.91677295196433,89.82296938521289,0.250431318348826,0.552024496813876
whole_spatial_blocks,2010,3.0,all,historical_spatial_month_balanced,5000,11,391500,95988,41.63294588146815,15.548697671607725,-2.8620050340542416,9.509802711078152,48.52778930558478,89.80928659117684,0.2626422152963816,0.5602796734726456
whole_spatial_blocks,2010,3.0,all,historical_spatial_month_balanced,5000,12,391500,95988,43.468938838946414,16.812307699028274,-4.59850621295169,9.596820833963193,53.32378116665537,120.48591065454728,0.1961739759397613,0.5481395137562394
whole_spatial_blocks,2010,3.0,all,historical_spatial_month_balanced,5000,13,391500,95988,43.42785832729556,16.235859072288825,-4.701896649326314,9.141677740210127,51.20499348257565,128.1761175152486,0.1976925766524342,0.5428779483963605
whole_spatial_blocks,2010,3.0,all,historical_spatial_month_balanced,5000,14,391500,95988,44.17354220919541,16.533757485409787,-4.573113836240166,9.137865540077684,52.51642779454226,137.66634573016822,0.1699037767769301,0.5298044188348688
whole_spatial_blocks,2010,3.0,all,historical_spatial_month_balanced,5000,15,391500,95988,42.71577561253071,16.54770446764319,-3.9939479315126585,10.089215998390271,53.12630085868949,95.4986165330659,0.2237875956820254,0.5458976568979916
whole_spatial_blocks,2010,3.0,all,historical_spatial_month_balanced,5000,16,391500,95988,43.35755494663524,16.382162888645023,-4.414509433715637,9.499868207649428,52.17871057268421,113.5941848629904,0.2002881119001025,0.5348445577455716
whole_spatial_blocks,2010,3.0,all,historical_spatial_month_balanced,5000,17,391500,95988,41.34983992046481,15.461704560982223,-2.1266492861508963,9.363210320648278,46.543589294148326,87.64500946312997,0.2726362536088088,0.5636198414019633
whole_spatial_blocks,2010,3.0,all,historical_spatial_month_balanced,5000,18,391500,95988,42.40467306106022,16.375872293335597,-3.8765260823856704,9.55262690674985,54.076439557734645,97.02741106321004,0.2350528619915826,0.5474147719906162
whole_spatial_blocks,2010,3.0,all,historical_spatial_month_balanced,5000,19,391500,95988,42.43112112929049,15.973346689733797,-3.5687096254326423,9.845511506685568,48.19247277814022,99.7507725914322,0.2340983594871657,0.5454310251584408
whole_spatial_blocks,2010,4.0,all,historical_spatial_month_balanced,5000,0,384012,103476,31.59860133460969,16.56535523590167,-4.149728418015936,10.161324000112105,50.6805757674566,95.9423785732334,0.4627294348140175,0.7055281106850636
whole_spatial_blocks,2010,4.0,all,historical_spatial_month_balanced,5000,1,384012,103476,31.37236142387448,16.382042600683185,-3.783840215414836,10.227183229941147,50.43172706263032,96.42841900588904,0.4703954007085136,0.7129189265934953
whole_spatial_blocks,2010,4.0,all,historical_spatial_month_balanced,5000,2,384012,103476,30.04208704848793,15.983261956900597,-3.471790751648337,10.235978727100786,50.1457168514018,90.32881864756858,0.5143565573385558,0.7386586304358491
whole_spatial_blocks,2010,4.0,all,historical_spatial_month_balanced,5000,3,384012,103476,30.336744412720385,15.476460024239218,-3.346181413979429,9.893060867877551,46.329685791302666,87.93845475848552,0.5047833088442129,0.7280414573584428
whole_spatial_blocks,2010,4.0,all,historical_spatial_month_balanced,5000,4,384012,103476,30.66300600605734,16.080659420061423,-2.9917581946495546,10.290489330462606,48.36142694140136,91.92063124318172,0.494074249144465,0.7219471273587369
whole_spatial_blocks,2010,4.0,all,historical_spatial_month_balanced,5000,5,384012,103476,31.32530707967392,16.77211461066322,-3.05331478280502,10.468083387583505,53.362937130274005,98.6175801620482,0.471982881375861,0.714510034367471
whole_spatial_blocks,2010,4.0,all,historical_spatial_month_balanced,5000,6,384012,103476,30.3286505430878,15.667829535712553,-3.166764322960911,10.094634842409649,46.619710139781375,91.89720066221894,0.5050475220758887,0.7288943733585702
whole_spatial_blocks,2010,4.0,all,historical_spatial_month_balanced,5000,7,384012,103476,31.358289757903147,16.536197726353656,-3.968659939411479,10.077560363511765,52.324191672565576,101.3192709180797,0.470870388713049,0.71298863638147
whole_spatial_blocks,2010,4.0,all,historical_spatial_month_balanced,5000,8,384012,103476,32.710513869618296,16.738559425113053,-5.08975753015529,10.507975860033412,49.54648663297832,102.62403153150038,0.4242524980681826,0.697827975101093
whole_spatial_blocks,2010,4.0,all,historical_spatial_month_balanced,5000,9,384012,103476,32.07582009503352,16.266552787854312,-4.402315589121858,10.3891680193,48.6279304502928,96.27411178015656,0.4463786032564542,0.7079160299334477
whole_spatial_blocks,2010,4.0,all,historical_spatial_month_balanced,5000,10,384012,103476,32.10109183633159,16.870450372926808,-4.239121509738663,10.192414201463125,55.19503406631789,104.94752496211808,0.4455058905248393,0.7044790881540335
whole_spatial_blocks,2010,4.0,all,historical_spatial_month_balanced,5000,11,384012,103476,31.61844587946406,16.911879062633172,-4.4104026566975785,10.340611851055286,56.22882116062347,95.90563507885082,0.4620543898868465,0.7089421785553581
whole_spatial_blocks,2010,4.0,all,historical_spatial_month_balanced,5000,12,384012,103476,32.71433576317381,16.593833221344344,-4.2156741239993245,10.208645587561392,51.054163497050254,111.8996863323636,0.4241179496336369,0.695180481725773
whole_spatial_blocks,2010,4.0,all,historical_spatial_month_balanced,5000,13,384012,103476,32.84921309786822,16.048125385295155,-4.666244138397956,9.686308137387954,48.14263451928697,105.65544720819602,0.4193595736233506,0.6924947159140583
whole_spatial_blocks,2010,4.0,all,historical_spatial_month_balanced,5000,14,384012,103476,31.276405568249896,16.251977926404052,-3.2774091859707712,10.095219316662993,49.17918482841438,100.01888985199888,0.4736301553077858,0.712750632988142
whole_spatial_blocks,2010,4.0,all,historical_spatial_month_balanced,5000,15,384012,103476,31.219643267797725,15.983618414721784,-2.844330000044417,10.174310395032537,47.47498338653935,95.13067802233772,0.4755389968494761,0.7124780067462432
whole_spatial_blocks,2010,4.0,all,historical_spatial_month_balanced,5000,16,384012,103476,33.408120694678935,17.504785859606947,-6.5300388196793815,10.454290554015529,59.44908698894224,109.92831482161908,0.3994330610640276,0.696225693009294
whole_spatial_blocks,2010,4.0,all,historical_spatial_month_balanced,5000,17,384012,103476,30.79762542051576,16.541159679902282,-3.876110283188514,10.580036090776671,50.83866874988298,95.6966845441111,0.4896221785337411,0.7223625248068287
whole_spatial_blocks,2010,4.0,all,historical_spatial_month_balanced,5000,18,384012,103476,31.348304563794315,16.059257939372294,-3.883472975025003,10.21136413712918,46.95806112503267,92.80095152882834,0.4712073089169811,0.7147812741185748
whole_spatial_blocks,2010,4.0,all,historical_spatial_month_balanced,5000,19,384012,103476,32.935869538818935,16.964544633479875,-5.193384833135169,10.150296408583642,55.0249235773742,112.73205917389518,0.416292066347062,0.6923424396168778
month_stratified_hidden_cells,2014,,all,historical_spatial_month_balanced,5000,0,390000,97488,33.40023742428345,15.90614277036547,-5.74280442554023,8.82499348196248,57.48918197884792,120.39045347353068,0.4131618421390256,0.6962766288853032
month_stratified_hidden_cells,2014,,all,historical_spatial_month_balanced,5000,1,390000,97488,30.84789862747774,14.604672856915569,-2.263035919061108,8.914148154813944,44.91174250965268,89.70924507977746,0.4994235578290058,0.7217580332290097
month_stratified_hidden_cells,2014,,all,historical_spatial_month_balanced,5000,2,390000,97488,30.78582413744964,14.751995074822078,-2.986556998689934,8.796124869863519,46.369690639482656,104.60558969546577,0.5014361269175587,0.7294793719862692
month_stratified_hidden_cells,2014,,all,historical_spatial_month_balanced,5000,3,390000,97488,33.02071596030258,15.770390294333632,-4.020458199530041,9.138262320619134,50.87197566395197,113.7384485630695,0.4264223661056288,0.6968195361780404
month_stratified_hidden_cells,2014,,all,historical_spatial_month_balanced,5000,4,390000,97488,32.48412766909142,15.67386143115353,-4.188775232001923,8.995694019407495,53.53610513964384,109.650144479277,0.4449122354878631,0.7052672739350853
month_stratified_hidden_cells,2014,,all,historical_spatial_month_balanced,5000,5,390000,97488,30.659170335540924,13.961153786858858,-2.833207966942654,8.53188347416625,41.88136787319384,94.98880430699406,0.5055299019945757,0.725433750790533
month_stratified_hidden_cells,2014,,all,historical_spatial_month_balanced,5000,6,390000,97488,34.76175547262161,16.17347881581498,-4.500353179792397,9.101678476431148,53.62285071196382,137.39949118896092,0.3643432872313233,0.6730279694512635
month_stratified_hidden_cells,2014,,all,historical_spatial_month_balanced,5000,7,390000,97488,32.99058398735672,15.801608913391927,-4.8988928754738525,8.889191282455869,55.98058221577306,114.70623719871269,0.427468687465714,0.699668628663017
