validation_scheme,year,spatial_fold,budget,comparison,metric,n_seeds,random_mean,comparator_mean,difference,relative_error_change_percent
whole_spatial_blocks,2005,1.0,5000,spatial_coverage_minus_random,p95_absolute_error,20,33.64109242860948,34.59854941122059,0.9574569826111059,2.8460936119804874
whole_spatial_blocks,2005,1.0,5000,spatial_coverage_minus_random,p99_absolute_error,20,80.38002420650744,71.6525855265832,-8.727438679924248,-10.857720890332462
whole_spatial_blocks,2005,1.0,5000,spatial_coverage_minus_random,bias,20,0.6724207642119725,1.52621939912305,0.8537986349110774,
whole_spatial_blocks,2005,2.0,1000,historical_density_minus_random,rmse,20,39.29841041838819,45.313804285167556,6.01539386677937,15.306964843455084
whole_spatial_blocks,2005,2.0,1000,historical_density_minus_random,mae,20,16.9628478915508,21.952943689097445,4.990095797546644,29.417794874127313
whole_spatial_blocks,2005,2.0,1000,historical_density_minus_random,median_absolute_error,20,10.095092766056174,13.477584505377468,3.382491739321294,33.50629674939306
whole_spatial_blocks,2005,2.0,1000,historical_density_minus_random,p95_absolute_error,20,48.70780533229021,69.73906247623354,21.031257143943336,43.1784125777495
whole_spatial_blocks,2005,2.0,1000,historical_density_minus_random,p99_absolute_error,20,140.35631816274395,154.25109144832115,13.894773285577202,9.899642187440492
whole_spatial_blocks,2005,2.0,1000,historical_density_minus_random,bias,20,0.6866024904681091,-3.0033732863908904,-3.6899757768589994,
whole_spatial_blocks,2005,2.0,1000,spatial_coverage_minus_random,rmse,20,39.29841041838819,36.77235413356785,-2.526056284820335,-6.427884125405652
whole_spatial_blocks,2005,2.0,1000,spatial_coverage_minus_random,mae,20,16.9628478915508,17.090767865185555,0.1279199736347536,0.7541184973925904
whole_spatial_blocks,2005,2.0,1000,spatial_coverage_minus_random,median_absolute_error,20,10.095092766056174,10.941224137272444,0.8461313712162699,8.381610658015044
whole_spatial_blocks,2005,2.0,1000,spatial_coverage_minus_random,p95_absolute_error,20,48.70780533229021,49.346288172234686,0.63848283994448,1.3108429656985716
whole_spatial_blocks,2005,2.0,1000,spatial_coverage_minus_random,p99_absolute_error,20,140.35631816274395,106.65015543681174,-33.7061627259322,-24.014709966137552
whole_spatial_blocks,2005,2.0,1000,spatial_coverage_minus_random,bias,20,0.6866024904681091,-0.1011568035060065,-0.7877592939741156,
whole_spatial_blocks,2005,2.0,5000,historical_density_minus_random,rmse,20,34.78126208349667,42.067833744848905,7.286571661352234,20.949704596285
whole_spatial_blocks,2005,2.0,5000,historical_density_minus_random,mae,20,13.78220647179046,18.860052248985465,5.077845777195005,36.84348937587305
whole_spatial_blocks,2005,2.0,5000,historical_density_minus_random,median_absolute_error,20,8.517593155885443,11.071788587071815,2.554195431186372,29.98729082782602
whole_spatial_blocks,2005,2.0,5000,historical_density_minus_random,p95_absolute_error,20,36.92092110548882,62.94932367123634,26.02840256574752,70.49770641252509
whole_spatial_blocks,2005,2.0,5000,historical_density_minus_random,p99_absolute_error,20,102.62729400147573,139.77313912583418,37.145845124358445,36.19489872141061
whole_spatial_blocks,2005,2.0,5000,historical_density_minus_random,bias,20,0.15810641625436372,-5.483840138624849,-5.641946554879213,
whole_spatial_blocks,2005,2.0,5000,spatial_coverage_minus_random,rmse,20,34.78126208349667,32.28506229698135,-2.4961997865153194,-7.176852238779855
whole_spatial_blocks,2005,2.0,5000,spatial_coverage_minus_random,mae,20,13.78220647179046,13.992233845411434,0.21002737362097434,1.5239023885678988
whole_spatial_blocks,2005,2.0,5000,spatial_coverage_minus_random,median_absolute_error,20,8.517593155885443,9.047308476872262,0.5297153209868188,6.219072821302798
whole_spatial_blocks,2005,2.0,5000,spatial_coverage_minus_random,p95_absolute_error,20,36.92092110548882,38.40407974221978,1.4831586367309555,4.017122521113004
whole_spatial_blocks,2005,2.0,5000,spatial_coverage_minus_random,p99_absolute_error,20,102.62729400147573,85.83957327738196,-16.787720724093774,-16.357949303284148
whole_spatial_blocks,2005,2.0,5000,spatial_coverage_minus_random,bias,20,0.15810641625436372,-0.3756529847517587,-0.5337594010061224,
whole_spatial_blocks,2005,3.0,1000,historical_density_minus_random,rmse,20,42.504058245844,51.35058694237709,8.846528696533092,20.813374208563005
whole_spatial_blocks,2005,3.0,1000,historical_density_minus_random,mae,20,14.553259255784809,20.523221997658275,5.969962741873466,41.0214827960304
whole_spatial_blocks,2005,3.0,1000,historical_density_minus_random,median_absolute_error,20,9.675493551966301,12.424027153017446,2.748533601051145,28.407166893233825
whole_spatial_blocks,2005,3.0,1000,historical_density_minus_random,p95_absolute_error,20,39.90159145406424,68.4664349155109,28.564843461446664,71.58823099657883
whole_spatial_blocks,2005,3.0,1000,historical_density_minus_random,p99_absolute_error,20,72.78130503234068,124.4650593895318,51.68375435719112,71.01240398784444
whole_spatial_blocks,2005,3.0,1000,historical_density_minus_random,bias,20,0.6909276203832821,-5.386196965776916,-6.077124586160198,
whole_spatial_blocks,2005,3.0,1000,spatial_coverage_minus_random,rmse,20,42.504058245844,43.27500022358731,0.7709419777433126,1.813807926961173
whole_spatial_blocks,2005,3.0,1000,spatial_coverage_minus_random,mae,20,14.553259255784809,15.248299183879428,0.6950399280946193,4.775836916519894
whole_spatial_blocks,2005,3.0,1000,spatial_coverage_minus_random,median_absolute_error,20,9.675493551966301,10.125658877786954,0.4501653258206524,4.652634239306248
whole_spatial_blocks,2005,3.0,1000,spatial_coverage_minus_random,p95_absolute_error,20,39.90159145406424,42.33368156722864,2.4320901131643993,6.095220828382962
whole_spatial_blocks,2005,3.0,1000,spatial_coverage_minus_random,p99_absolute_error,20,72.78130503234068,79.305856430123,6.524551397782318,8.964597975926793
whole_spatial_blocks,2005,3.0,1000,spatial_coverage_minus_random,bias,20,0.6909276203832821,0.4947777822450242,-0.19614983813825793,
whole_spatial_blocks,2005,3.0,5000,historical_density_minus_random,rmse,20,39.99506302170977,49.83342893258974,9.838365910879972,24.598950889362513
whole_spatial_blocks,2005,3.0,5000,historical_density_minus_random,mae,20,12.026514733445893,18.120808405152847,6.094293671706954,50.67381370895963
whole_spatial_blocks,2005,3.0,5000,historical_density_minus_random,median_absolute_error,20,7.993020960854894,10.00460339394969,2.0115824330947962,25.166735367595578
whole_spatial_blocks,2005,3.0,5000,historical_density_minus_random,p95_absolute_error,20,32.466997258689034,62.78893395867341,30.321936699984377,93.39310456826868
whole_spatial_blocks,2005,3.0,5000,historical_density_minus_random,p99_absolute_error,20,60.561752348236304,123.2743463304984,62.7125939822621,103.55148513810867
whole_spatial_blocks,2005,3.0,5000,historical_density_minus_random,bias,20,0.4537075895786007,-5.734692867995738,-6.188400457574339,
whole_spatial_blocks,2005,3.0,5000,spatial_coverage_minus_random,rmse,20,39.99506302170977,38.79550992357317,-1.1995530981365974,-2.99925292650612
whole_spatial_blocks,2005,3.0,5000,spatial_coverage_minus_random,mae,20,12.026514733445893,12.50513053150643,0.47861579806053633,3.9796716560742205
whole_spatial_blocks,2005,3.0,5000,spatial_coverage_minus_random,median_absolute_error,20,7.993020960854894,8.464380351347863,0.47135939049296915,5.897136924842431
whole_spatial_blocks,2005,3.0,5000,spatial_coverage_minus_random,p95_absolute_error,20,32.466997258689034,33.48851548348217,1.0215182247931338,3.14632799779397
whole_spatial_blocks,2005,3.0,5000,spatial_coverage_minus_random,p99_absolute_error,20,60.561752348236304,62.249216876068125,1.6874645278318212,2.786353535691515
whole_spatial_blocks,2005,3.0,5000,spatial_coverage_minus_random,bias,20,0.4537075895786007,-0.08977873513503454,-0.5434863247136352,
whole_spatial_blocks,2005,4.0,1000,historical_density_minus_random,rmse,20,26.53248995565973,34.712915367781314,8.180425412121583,30.831729045379664
whole_spatial_blocks,2005,4.0,1000,historical_density_minus_random,mae,20,15.696031148688059,20.185599246764976,4.4895680980769175,28.603205839408485
whole_spatial_blocks,2005,4.0,1000,historical_density_minus_random,median_absolute_error,20,10.544388954943413,12.884422539157788,2.3400335842143747,22.19221610861881
whole_spatial_blocks,2005,4.0,1000,historical_density_minus_random,p95_absolute_error,20,45.482437270052095,64.75332374079638,19.27088647074428,42.369951188682656
whole_spatial_blocks,2005,4.0,1000,historical_density_minus_random,p99_absolute_error,20,78.64743065691529,114.14172189683875,35.494291239923456,45.130897403070506
whole_spatial_blocks,2005,4.0,1000,historical_density_minus_random,bias,20,-0.8336889769652179,-5.066253080499438,-4.23256410353422,
whole_spatial_blocks,2005,4.0,1000,spatial_coverage_minus_random,rmse,20,26.53248995565973,27.463990786320124,0.9315008306603936,3.5107931152224636
whole_spatial_blocks,2005,4.0,1000,spatial_coverage_minus_random,mae,20,15.696031148688059,16.467520855196387,0.7714897065083282,4.9151897011418235
whole_spatial_blocks,2005,4.0,1000,spatial_coverage_minus_random,median_absolute_error,20,10.544388954943413,11.146454781032986,0.6020658260895733,5.709821865090752
whole_spatial_blocks,2005,4.0,1000,spatial_coverage_minus_random,p95_absolute_error,20,45.482437270052095,47.24691542511106,1.764478155058967,3.8794714201052445
whole_spatial_blocks,2005,4.0,1000,spatial_coverage_minus_random,p99_absolute_error,20,78.64743065691529,83.63254215863928,4.985111501723992,6.33855608515758
whole_spatial_blocks,2005,4.0,1000,spatial_coverage_minus_random,bias,20,-0.8336889769652179,-0.6960298711246267,0.13765910584059127,
whole_spatial_blocks,2005,4.0,5000,historical_density_minus_random,rmse,20,22.902231748247537,31.97187327421009,9.069641525962552,39.601562090806084
whole_spatial_blocks,2005,4.0,5000,historical_density_minus_random,mae,20,12.823888051735882,17.659151548819118,4.835263497083236,37.70512872208612
whole_spatial_blocks,2005,4.0,5000,historical_density_minus_random,median_absolute_error,20,8.450102550688516,10.49612663316857,2.046024082480054,24.213008897901997
whole_spatial_blocks,2005,4.0,5000,historical_density_minus_random,p95_absolute_error,20,37.663135930702516,60.78850767276852,23.125371742066,61.40054769898884
whole_spatial_blocks,2005,4.0,5000,historical_density_minus_random,p99_absolute_error,20,65.87749600776878,102.64951350684916,36.77201749908038,55.818784452195835
whole_spatial_blocks,2005,4.0,5000,historical_density_minus_random,bias,20,-0.8813146832134638,-6.779866349627059,-5.898551666413595,
whole_spatial_blocks,2005,4.0,5000,spatial_coverage_minus_random,rmse,20,22.902231748247537,25.82457678781963,2.922345039572093,12.760088500089992
whole_spatial_blocks,2005,4.0,5000,spatial_coverage_minus_random,mae,20,12.823888051735882,14.054995902135223,1.2311078503993418,9.600113830007235
whole_spatial_blocks,2005,4.0,5000,spatial_coverage_minus_random,median_absolute_error,20,8.450102550688516,9.268672852484602,0.8185703017960861,9.687104942050542
whole_spatial_blocks,2005,4.0,5000,spatial_coverage_minus_random,p95_absolute_error,20,37.663135930702516,40.04815187571433,2.3850159450118156,6.33249432389293
whole_spatial_blocks,2005,4.0,5000,spatial_coverage_minus_random,p99_absolute_error,20,65.87749600776878,71.20316527410526,5.325669266336476,8.084201114305303
whole_spatial_blocks,2005,4.0,5000,spatial_coverage_minus_random,bias,20,-0.8813146832134638,-0.32129288637875275,0.5600217968347111,
whole_spatial_blocks,2010,0.0,1000,historical_density_minus_random,rmse,20,31.228006038571483,37.56736940758891,6.3393633690174305,20.300250234316348
whole_spatial_blocks,2010,0.0,1000,historical_density_minus_random,mae,20,16.111621885646034,20.308486841954338,4.196864956308303,26.048680797600653
whole_spatial_blocks,2010,0.0,1000,historical_density_minus_random,median_absolute_error,20,9.942243042953006,12.628049946370641,2.6858069034176353,27.014094222141523
whole_spatial_blocks,2010,0.0,1000,historical_density_minus_random,p95_absolute_error,20,47.46831996591734,60.87271023554251,13.404390269625175,28.23860267068572
whole_spatial_blocks,2010,0.0,1000,historical_density_minus_random,p99_absolute_error,20,109.38940201494418,150.69773688290843,41.30833486796425,37.76264803268687
whole_spatial_blocks,2010,0.0,1000,historical_density_minus_random,bias,20,0.24048474945099851,-2.5100218331929582,-2.7505065826439568,
whole_spatial_blocks,2010,0.0,1000,spatial_coverage_minus_random,rmse,20,31.228006038571483,31.689490095564054,0.4614840569925711,1.4777890603151733
whole_spatial_blocks,2010,0.0,1000,spatial_coverage_minus_random,mae,20,16.111621885646034,16.750351847183815,0.6387299615377806,3.964405111237311
whole_spatial_blocks,2010,0.0,1000,spatial_coverage_minus_random,median_absolute_error,20,9.942243042953006,10.669718222408155,0.7274751794551495,7.31701263298707
whole_spatial_blocks,2010,0.0,1000,spatial_coverage_minus_random,p95_absolute_error,20,47.46831996591734,48.77681259620559,1.3084926302882494,2.7565598092111925
whole_spatial_blocks,2010,0.0,1000,spatial_coverage_minus_random,p99_absolute_error,20,109.38940201494418,108.04989332284788,-1.3395086920963024,-1.2245324203466312
whole_spatial_blocks,2010,0.0,1000,spatial_coverage_minus_random,bias,20,0.24048474945099851,1.0802689980859683,0.8397842486349698,
whole_spatial_blocks,2010,0.0,5000,historical_density_minus_random,rmse,20,27.271153505601365,36.724826639149555,9.45367313354819,34.6654685200846
whole_spatial_blocks,2010,0.0,5000,historical_density_minus_random,mae,20,13.27329666360545,18.24326754764067,4.96997088403522,37.44337981733332
whole_spatial_blocks,2010,0.0,5000,historical_density_minus_random,median_absolute_error,20,8.254524784586861,10.472397819253967,2.2178730346671056,26.868573207368595
whole_spatial_blocks,2010,0.0,5000,historical_density_minus_random,p95_absolute_error,20,38.25417572065232,56.030046847932056,17.775871127279736,46.467792841980014
whole_spatial_blocks,2010,0.0,5000,historical_density_minus_random,p99_absolute_error,20,95.7182379737134,160.2462104673655,64.5279724936521,67.41450099757695
whole_spatial_blocks,2010,0.0,5000,historical_density_minus_random,bias,20,0.4871144159644681,-3.8211074276966728,-4.308221843661141,
whole_spatial_blocks,2010,0.0,5000,spatial_coverage_minus_random,rmse,20,27.271153505601365,29.37657149067304,2.105417985071675,7.7203114442490754
whole_spatial_blocks,2010,0.0,5000,spatial_coverage_minus_random,mae,20,13.27329666360545,14.313762889480689,1.0404662258752388,7.838792820235324
whole_spatial_blocks,2010,0.0,5000,spatial_coverage_minus_random,median_absolute_error,20,8.254524784586861,9.116121025434538,0.8615962408476765,10.437866059309426
whole_spatial_blocks,2010,0.0,5000,spatial_coverage_minus_random,p95_absolute_error,20,38.25417572065232,39.97214246794665,1.7179667472943265,4.490926062136652
whole_spatial_blocks,2010,0.0,5000,spatial_coverage_minus_random,p99_absolute_error,20,95.7182379737134,94.71590619535357,-1.0023317783598316,-1.0471690657689465
whole_spatial_blocks,2010,0.0,5000,spatial_coverage_minus_random,bias,20,0.4871144159644681,0.807251360823158,0.3201369448586899,
whole_spatial_blocks,2010,1.0,1000,historical_density_minus_random,rmse,20,26.046547983651976,32.31100505165355,6.264457068001576,24.051006958516886
whole_spatial_blocks,2010,1.0,1000,historical_density_minus_random,mae,20,14.9116263083077,18.978945532135764,4.067319223828065,27.27616116266301
whole_spatial_blocks,2010,1.0,1000,historical_density_minus_random,median_absolute_error,20,9.34261413572268,12.043658773262472,2.701044637539791,28.911015678277895
whole_spatial_blocks,2010,1.0,1000,historical_density_minus_random,p95_absolute_error,20,45.354817992504486,57.123290395332766,11.76847240282828,25.947568359271518
whole_spatial_blocks,2010,1.0,1000,historical_density_minus_random,p99_absolute_error,20,100.85908259397807,121.13693367822711,20.277851084249036,20.10513139989611
whole_spatial_blocks,2010,1.0,1000,historical_density_minus_random,bias,20,0.5713221777704205,-0.6815220423878576,-1.2528442201582781,
whole_spatial_blocks,2010,1.0,1000,spatial_coverage_minus_random,rmse,20,26.046547983651976,27.372063158621167,1.3255151749691905,5.0890243720632204
whole_spatial_blocks,2010,1.0,1000,spatial_coverage_minus_random,mae,20,14.9116263083077,15.872335964666956,0.9607096563592563,6.442688654449563
whole_spatial_blocks,2010,1.0,1000,spatial_coverage_minus_random,median_absolute_error,20,9.34261413572268,10.217034307491293,0.8744201717686124,9.35948075202159
whole_spatial_blocks,2010,1.0,1000,spatial_coverage_minus_random,p95_absolute_error,20,45.354817992504486,46.83263512192237,1.4778171294178861,3.258346510534153
whole_spatial_blocks,2010,1.0,1000,spatial_coverage_minus_random,p99_absolute_error,20,100.85908259397807,105.0513028202691,4.1922202262910275,4.1565123521570975
whole_spatial_blocks,2010,1.0,1000,spatial_coverage_minus_random,bias,20,0.5713221777704205,1.5103860109331426,0.9390638331627221,
whole_spatial_blocks,2010,1.0,5000,historical_density_minus_random,rmse,20,23.037187099567763,31.21807047611191,8.180883376544148,35.51164185621275
whole_spatial_blocks,2010,1.0,5000,historical_density_minus_random,mae,20,12.45525330440518,16.448009022830806,3.9927557184256273,32.05680061932958
whole_spatial_blocks,2010,1.0,5000,historical_density_minus_random,median_absolute_error,20,7.831676945992049,9.545357326076338,1.7136803800842895,21.881397712162848
whole_spatial_blocks,2010,1.0,5000,historical_density_minus_random,p95_absolute_error,20,36.63708743783215,52.46507059676712,15.82798315893497,43.20207818318739
whole_spatial_blocks,2010,1.0,5000,historical_density_minus_random,p99_absolute_error,20,89.00934005882874,127.977597637867,38.968257579038266,43.77996461189698
whole_spatial_blocks,2010,1.0,5000,historical_density_minus_random,bias,20,1.0388292852693224,-2.3190366262355786,-3.357865911504901,
whole_spatial_blocks,2010,1.0,5000,spatial_coverage_minus_random,rmse,20,23.037187099567763,23.437563746061965,0.4003766464942018,1.737958044807102
whole_spatial_blocks,2010,1.0,5000,spatial_coverage_minus_random,mae,20,12.45525330440518,13.1019177485054,0.646664444100221,5.191901186558032
whole_spatial_blocks,2010,1.0,5000,spatial_coverage_minus_random,median_absolute_error,20,7.831676945992049,8.788584208530702,0.9569072625386532,12.21842102448265
whole_spatial_blocks,2010,1.0,5000,spatial_coverage_minus_random,p95_absolute_error,20,36.63708743783215,37.130389931954106,0.4933024941219557,1.3464566334838128
whole_spatial_blocks,2010,1.0,5000,spatial_coverage_minus_random,p99_absolute_error,20,89.00934005882874,76.10108810053991,-12.90825195828883,-14.5021319670019
whole_spatial_blocks,2010,1.0,5000,spatial_coverage_minus_random,bias,20,1.0388292852693224,2.0553950683122095,1.0165657830428871,
whole_spatial_blocks,2010,2.0,1000,historical_density_minus_random,rmse,20,39.263609552002706,46.43199393300636,7.168384381003655,18.257069237379934
whole_spatial_blocks,2010,2.0,1000,historical_density_minus_random,mae,20,16.872357757573308,23.079743242367577,6.207385484794269,36.790267098313684
whole_spatial_blocks,2010,2.0,1000,historical_density_minus_random,median_absolute_error,20,10.011531387061462,13.555070417618467,3.543539030557005,35.39457545063031
whole_spatial_blocks,2010,2.0,1000,historical_density_minus_random,p95_absolute_error,20,48.479581579225524,79.5383992755217,31.058817696296174,64.06577095872771
whole_spatial_blocks,2010,2.0,1000,historical_density_minus_random,p99_absolute_error,20,137.20576834974332,149.6293442244508,12.423575874707467,9.054703766564133
whole_spatial_blocks,2010,2.0,1000,historical_density_minus_random,bias,20,0.6251517556383804,-3.19532706717534,-3.8204788228137208,
whole_spatial_blocks,2010,2.0,1000,spatial_coverage_minus_random,rmse,20,39.263609552002706,37.32915409535962,-1.9344554566430858,-4.926840600533671
whole_spatial_blocks,2010,2.0,1000,spatial_coverage_minus_random,mae,20,16.872357757573308,16.956261341514782,0.08390358394147412,0.49728428680225945
whole_spatial_blocks,2010,2.0,1000,spatial_coverage_minus_random,median_absolute_error,20,10.011531387061462,10.748870909537688,0.7373395224762263,7.364902470656356
whole_spatial_blocks,2010,2.0,1000,spatial_coverage_minus_random,p95_absolute_error,20,48.479581579225524,49.08848698521038,0.6089054059848564,1.2560038394510085
whole_spatial_blocks,2010,2.0,1000,spatial_coverage_minus_random,p99_absolute_error,20,137.20576834974332,103.67647551585515,-33.52929283388818,-24.43723265950495
whole_spatial_blocks,2010,2.0,1000,spatial_coverage_minus_random,bias,20,0.6251517556383804,-0.30720507205574826,-0.9323568276941288,
whole_spatial_blocks,2010,2.0,5000,historical_density_minus_random,rmse,20,34.67344106470759,43.43480690268832,8.761365837980733,25.268232886462783
whole_spatial_blocks,2010,2.0,5000,historical_density_minus_random,mae,20,13.332982191719987,19.46403083435825,6.131048642638264,45.98407583898036
whole_spatial_blocks,2010,2.0,5000,historical_density_minus_random,median_absolute_error,20,8.187585022488571,10.588977446648688,2.4013924241601163,29.329679234649664
whole_spatial_blocks,2010,2.0,5000,historical_density_minus_random,p95_absolute_error,20,36.410991005832315,67.87118729020962,31.460196284377304,86.40302121779109
whole_spatial_blocks,2010,2.0,5000,historical_density_minus_random,p99_absolute_error,20,94.03023751878608,148.31091511277197,54.280677593985885,57.72683237468296
whole_spatial_blocks,2010,2.0,5000,historical_density_minus_random,bias,20,-0.2528460918175437,-5.509514595043564,-5.25666850322602,
whole_spatial_blocks,2010,2.0,5000,spatial_coverage_minus_random,rmse,20,34.67344106470759,33.72302576685951,-0.9504152978480818,-2.7410469473578245
whole_spatial_blocks,2010,2.0,5000,spatial_coverage_minus_random,mae,20,13.332982191719987,13.920600759618225,0.5876185678982377,4.407255327042731
whole_spatial_blocks,2010,2.0,5000,spatial_coverage_minus_random,median_absolute_error,20,8.187585022488571,8.919265034198471,0.7316800117098996,8.936456961365508
whole_spatial_blocks,2010,2.0,5000,spatial_coverage_minus_random,p95_absolute_error,20,36.410991005832315,38.32078131531582,1.9097903094835047,5.245092914877253
whole_spatial_blocks,2010,2.0,5000,spatial_coverage_minus_random,p99_absolute_error,20,94.03023751878608,83.58794025191649,-10.442297266869588,-11.105254588752205
whole_spatial_blocks,2010,2.0,5000,spatial_coverage_minus_random,bias,20,-0.2528460918175437,-0.6761981870455345,-0.4233520952279908,
whole_spatial_blocks,2010,3.0,1000,historical_density_minus_random,rmse,20,37.561523935735316,45.21505183298785,7.6535278972525305,20.375978116189025
whole_spatial_blocks,2010,3.0,1000,historical_density_minus_random,mae,20,15.197372431558708,19.744668652783467,4.547296221224759,29.921594944806973
whole_spatial_blocks,2010,3.0,1000,historical_density_minus_random,median_absolute_error,20,9.97122423596909,12.321838538495022,2.3506143025259316,23.573978950815146
whole_spatial_blocks,2010,3.0,1000,historical_density_minus_random,p95_absolute_error,20,43.10256100613203,63.648703337668145,20.546142331536117,47.668031439275964
whole_spatial_blocks,2010,3.0,1000,historical_density_minus_random,p99_absolute_error,20,81.44901411369355,112.67985637494499,31.23084226125144,38.34403964381538
whole_spatial_blocks,2010,3.0,1000,historical_density_minus_random,bias,20,-0.07866571337364492,-4.941770853488493,-4.863105140114849,
whole_spatial_blocks,2010,3.0,1000,spatial_coverage_minus_random,rmse,20,37.561523935735316,37.84468524222483,0.2831613064895109,0.7538600057174907
whole_spatial_blocks,2010,3.0,1000,spatial_coverage_minus_random,mae,20,15.197372431558708,15.644526592008393,0.4471541604496849,2.9423123139440155
whole_spatial_blocks,2010,3.0,1000,spatial_coverage_minus_random,median_absolute_error,20,9.97122423596909,10.533360256442185,0.5621360204730941,5.637582779908879
whole_spatial_blocks,2010,3.0,1000,spatial_coverage_minus_random,p95_absolute_error,20,43.10256100613203,44.163515159911306,1.060954153779278,2.461464305168178
whole_spatial_blocks,2010,3.0,1000,spatial_coverage_minus_random,p99_absolute_error,20,81.44901411369355,78.00821440744991,-3.440799706243638,-4.224482940260852
whole_spatial_blocks,2010,3.0,1000,spatial_coverage_minus_random,bias,20,-0.07866571337364492,-0.5769866555743001,-0.49832094220065515,
whole_spatial_blocks,2010,3.0,5000,historical_density_minus_random,rmse,20,34.23608972244841,43.87906110704663,9.64297138459822,28.166100342573223
whole_spatial_blocks,2010,3.0,5000,historical_density_minus_random,mae,20,12.304350363342465,16.970182034407202,4.665831671064737,37.920178906521876
whole_spatial_blocks,2010,3.0,5000,historical_density_minus_random,median_absolute_error,20,8.292928733554469,9.76059656366225,1.4676678301077821,17.69782277483432
whole_spatial_blocks,2010,3.0,5000,historical_density_minus_random,p95_absolute_error,20,33.85912452899875,57.42993077925668,23.57080625025793,69.61434053048431
whole_spatial_blocks,2010,3.0,5000,historical_density_minus_random,p99_absolute_error,20,62.12450376107171,112.79873787463957,50.67423411356786,81.56883523522198
whole_spatial_blocks,2010,3.0,5000,historical_density_minus_random,bias,20,-0.1784470957919857,-4.8193392330570015,-4.640892137265016,
whole_spatial_blocks,2010,3.0,5000,spatial_coverage_minus_random,rmse,20,34.23608972244841,33.186951544073345,-1.0491381783750668,-3.064421745825584
whole_spatial_blocks,2010,3.0,5000,spatial_coverage_minus_random,mae,20,12.304350363342465,12.77411706925365,0.4697667059111854,3.8178911688887713
whole_spatial_blocks,2010,3.0,5000,spatial_coverage_minus_random,median_absolute_error,20,8.292928733554469,8.85608450906221,0.5631557755077417,6.790794827756405
whole_spatial_blocks,2010,3.0,5000,spatial_coverage_minus_random,p95_absolute_error,20,33.85912452899875,35.199001488066735,1.3398769590679862,3.957210878032137
whole_spatial_blocks,2010,3.0,5000,spatial_coverage_minus_random,p99_absolute_error,20,62.12450376107171,61.77766413695868,-0.3468396241130307,-0.5582976170674323
whole_spatial_blocks,2010,3.0,5000,spatial_coverage_minus_random,bias,20,-0.1784470957919857,-0.8349728367347253,-0.6565257409427396,
whole_spatial_blocks,2010,4.0,1000,historical_density_minus_random,rmse,20,28.374321523570295,35.25130157258459,6.876980049014293,24.236632559836355
whole_spatial_blocks,2010,4.0,1000,historical_density_minus_random,mae,20,16.284486826282297,20.382894104939336,4.098407278657039,25.167555615215498
whole_spatial_blocks,2010,4.0,1000,historical_density_minus_random,median_absolute_error,20,10.851267466747444,13.243490957073584,2.39222349032614,22.045567466260092
whole_spatial_blocks,2010,4.0,1000,historical_density_minus_random,p95_absolute_error,20,48.449908293538265,62.76610756397431,14.316199270436044,29.548454836488077
whole_spatial_blocks,2010,4.0,1000,historical_density_minus_random,p99_absolute_error,20,82.97197301785266,110.83712964885724,27.86515663100458,33.58381826717436
whole_spatial_blocks,2010,4.0,1000,historical_density_minus_random,bias,20,-0.5383594447023092,-3.0389299091031043,-2.500570464400795,
whole_spatial_blocks,2010,4.0,1000,spatial_coverage_minus_random,rmse,20,28.374321523570295,28.53183252029938,0.15751099672908353,0.5551181077519002
whole_spatial_blocks,2010,4.0,1000,spatial_coverage_minus_random,mae,20,16.284486826282297,16.639749900583613,0.3552630743013161,2.18160435813022
whole_spatial_blocks,2010,4.0,1000,spatial_coverage_minus_random,median_absolute_error,20,10.851267466747444,11.287259907056603,0.4359924403091586,4.017894145962314
whole_spatial_blocks,2010,4.0,1000,spatial_coverage_minus_random,p95_absolute_error,20,48.449908293538265,48.75962678837796,0.30971849483969294,0.639255069304228
whole_spatial_blocks,2010,4.0,1000,spatial_coverage_minus_random,p99_absolute_error,20,82.97197301785266,85.12208509689744,2.1501120790447743,2.591371520817211
whole_spatial_blocks,2010,4.0,1000,spatial_coverage_minus_random,bias,20,-0.5383594447023092,-0.12981488599030627,0.40854455871200296,
whole_spatial_blocks,2010,4.0,5000,historical_density_minus_random,rmse,20,24.357729568661,32.99258145771368,8.634851889052683,35.45015090471489
whole_spatial_blocks,2010,4.0,5000,historical_density_minus_random,mae,20,12.976844806693176,17.61230725736462,4.635462450671444,35.721028645426756
whole_spatial_blocks,2010,4.0,5000,historical_density_minus_random,median_absolute_error,20,8.67825294942193,10.816704432699416,2.1384514832774855,24.641497496566178
whole_spatial_blocks,2010,4.0,5000,historical_density_minus_random,p95_absolute_error,20,38.29053693043565,56.52084141679745,18.230304486361803,47.61046970817285
whole_spatial_blocks,2010,4.0,5000,historical_density_minus_random,p99_absolute_error,20,67.40235796222773,104.56758189680588,37.16522393457815,55.139352773690106
whole_spatial_blocks,2010,4.0,5000,historical_density_minus_random,bias,20,-0.6377110495001872,-4.835624627583764,-4.197913578083576,
whole_spatial_blocks,2010,4.0,5000,spatial_coverage_minus_random,rmse,20,24.357729568661,26.162876882157537,1.805147313496537,7.410983476140835
whole_spatial_blocks,2010,4.0,5000,spatial_coverage_minus_random,mae,20,12.976844806693176,14.356247231652683,1.3794024249595065,10.629721211184098
