validation_scheme,year,spatial_fold,budget,comparison,metric,n_seeds,random_mean,comparator_mean,difference,relative_error_change_percent
whole_spatial_blocks,2010,4.0,5000,spatial_coverage_minus_random,median_absolute_error,20,8.67825294942193,9.74704222179918,1.0687892723772503,12.315719288274995
whole_spatial_blocks,2010,4.0,5000,spatial_coverage_minus_random,p95_absolute_error,20,38.29053693043565,41.345053925081686,3.054516994646036,7.977211184568478
whole_spatial_blocks,2010,4.0,5000,spatial_coverage_minus_random,p99_absolute_error,20,67.40235796222773,73.43548922269555,6.033131260467826,8.95092017974919
whole_spatial_blocks,2010,4.0,5000,spatial_coverage_minus_random,bias,20,-0.6377110495001872,-0.0828612234357825,0.5548498260644047,
whole_spatial_blocks,2014,0.0,1000,historical_density_minus_random,rmse,20,30.865236745162257,36.4536941354593,5.5884573902970445,18.105992305965273
whole_spatial_blocks,2014,0.0,1000,historical_density_minus_random,mae,20,16.25333898252899,20.148712715491406,3.8953737329624154,23.96660610567234
whole_spatial_blocks,2014,0.0,1000,historical_density_minus_random,median_absolute_error,20,10.285515873097191,12.620987769887245,2.335471896790054,22.70641478371267
whole_spatial_blocks,2014,0.0,1000,historical_density_minus_random,p95_absolute_error,20,46.44716111070964,61.585197448874496,15.13803633816486,32.59195174939202
whole_spatial_blocks,2014,0.0,1000,historical_density_minus_random,p99_absolute_error,20,112.83044467696098,145.13492008402892,32.30447540706794,28.630991838733966
whole_spatial_blocks,2014,0.0,1000,historical_density_minus_random,bias,20,0.8330852632144422,-2.8931700539252225,-3.726255317139665,
whole_spatial_blocks,2014,0.0,1000,spatial_coverage_minus_random,rmse,20,30.865236745162257,29.91509476867899,-0.9501419764832661,-3.0783563538750083
whole_spatial_blocks,2014,0.0,1000,spatial_coverage_minus_random,mae,20,16.25333898252899,16.550071419996314,0.29673243746732325,1.8256706378073226
whole_spatial_blocks,2014,0.0,1000,spatial_coverage_minus_random,median_absolute_error,20,10.285515873097191,10.876844443613411,0.5913285705162199,5.749138670456964
whole_spatial_blocks,2014,0.0,1000,spatial_coverage_minus_random,p95_absolute_error,20,46.44716111070964,47.2956599618673,0.8484988511576645,1.826804547074935
whole_spatial_blocks,2014,0.0,1000,spatial_coverage_minus_random,p99_absolute_error,20,112.83044467696098,108.36279175579709,-4.467652921163889,-3.959616514811225
whole_spatial_blocks,2014,0.0,1000,spatial_coverage_minus_random,bias,20,0.8330852632144422,1.0921704277884303,0.2590851645739881,
whole_spatial_blocks,2014,0.0,5000,historical_density_minus_random,rmse,20,26.73875685010181,35.14056095444454,8.401804104342727,31.42182021192483
whole_spatial_blocks,2014,0.0,5000,historical_density_minus_random,mae,20,13.539173812083058,18.133858348427623,4.594684536344564,33.93622535700096
whole_spatial_blocks,2014,0.0,5000,historical_density_minus_random,median_absolute_error,20,8.725240623377974,10.823225185762983,2.097984562385008,24.04500520895404
whole_spatial_blocks,2014,0.0,5000,historical_density_minus_random,p95_absolute_error,20,38.104893493730124,57.976407340168464,19.87151384643834,52.149506334948946
whole_spatial_blocks,2014,0.0,5000,historical_density_minus_random,p99_absolute_error,20,91.74352403839569,149.70784093612332,57.96431689772763,63.180826663546206
whole_spatial_blocks,2014,0.0,5000,historical_density_minus_random,bias,20,0.6912771122721073,-4.169176543641076,-4.860453655913184,
whole_spatial_blocks,2014,0.0,5000,spatial_coverage_minus_random,rmse,20,26.73875685010181,26.417886664910963,-0.32087018519084864,-1.2000190846180903
whole_spatial_blocks,2014,0.0,5000,spatial_coverage_minus_random,mae,20,13.539173812083058,13.914081744416887,0.37490793233382824,2.769060634994146
whole_spatial_blocks,2014,0.0,5000,spatial_coverage_minus_random,median_absolute_error,20,8.725240623377974,9.213222214731426,0.4879815913534511,5.592757981321197
whole_spatial_blocks,2014,0.0,5000,spatial_coverage_minus_random,p95_absolute_error,20,38.104893493730124,38.599394881626836,0.4945013878967117,1.297737226264858
whole_spatial_blocks,2014,0.0,5000,spatial_coverage_minus_random,p99_absolute_error,20,91.74352403839569,89.67145268633018,-2.0720713520655067,-2.2585478089966564
whole_spatial_blocks,2014,0.0,5000,spatial_coverage_minus_random,bias,20,0.6912771122721073,0.8845275221925253,0.19325040992041798,
whole_spatial_blocks,2014,1.0,1000,historical_density_minus_random,rmse,20,23.99014864110253,30.500465364095714,6.510316722993185,27.137458881096734
whole_spatial_blocks,2014,1.0,1000,historical_density_minus_random,mae,20,14.55995830598854,18.823288651419936,4.263330345431397,29.281198859462947
whole_spatial_blocks,2014,1.0,1000,historical_density_minus_random,median_absolute_error,20,9.50840526148066,12.316490483152402,2.8080852216717425,29.532662359770562
whole_spatial_blocks,2014,1.0,1000,historical_density_minus_random,p95_absolute_error,20,43.465818417196424,57.00831198696376,13.542493569767338,31.156651508969418
whole_spatial_blocks,2014,1.0,1000,historical_density_minus_random,p99_absolute_error,20,92.31054312397409,118.37144899002537,26.060905866051286,28.231776115812902
whole_spatial_blocks,2014,1.0,1000,historical_density_minus_random,bias,20,0.9588393996262727,-1.5932180243384984,-2.5520574239647713,
whole_spatial_blocks,2014,1.0,1000,spatial_coverage_minus_random,rmse,20,23.99014864110253,24.84472417229602,0.8545755311934897,3.5621935652759484
whole_spatial_blocks,2014,1.0,1000,spatial_coverage_minus_random,mae,20,14.55995830598854,15.320190173485605,0.7602318674970654,5.221387668290098
whole_spatial_blocks,2014,1.0,1000,spatial_coverage_minus_random,median_absolute_error,20,9.50840526148066,10.087785540446859,0.5793802789661999,6.093348600877559
whole_spatial_blocks,2014,1.0,1000,spatial_coverage_minus_random,p95_absolute_error,20,43.465818417196424,45.57940454172866,2.113586124532233,4.862639659158087
whole_spatial_blocks,2014,1.0,1000,spatial_coverage_minus_random,p99_absolute_error,20,92.31054312397409,97.27978989962894,4.969246775654852,5.383184420203333
whole_spatial_blocks,2014,1.0,1000,spatial_coverage_minus_random,bias,20,0.9588393996262727,1.7940607503114088,0.835221350685136,
whole_spatial_blocks,2014,1.0,5000,historical_density_minus_random,rmse,20,20.285300872628586,27.938821173490943,7.653520300862358,37.72939010823066
whole_spatial_blocks,2014,1.0,5000,historical_density_minus_random,mae,20,12.138578113523817,16.04847471554937,3.9098966020255546,32.21049916603877
whole_spatial_blocks,2014,1.0,5000,historical_density_minus_random,median_absolute_error,20,8.049073851188703,9.87739382751229,1.828319976323586,22.71466270686007
whole_spatial_blocks,2014,1.0,5000,historical_density_minus_random,p95_absolute_error,20,35.79387922076087,51.358812101154115,15.564932880393243,43.48490082451136
whole_spatial_blocks,2014,1.0,5000,historical_density_minus_random,p99_absolute_error,20,79.24525657767887,111.12969647972409,31.884439902045216,40.23513996801943
whole_spatial_blocks,2014,1.0,5000,historical_density_minus_random,bias,20,1.186351281795048,-2.3607938044240964,-3.5471450862191443,
whole_spatial_blocks,2014,1.0,5000,spatial_coverage_minus_random,rmse,20,20.285300872628586,19.9245463451334,-0.36075452749518533,-1.7784036320701535
whole_spatial_blocks,2014,1.0,5000,spatial_coverage_minus_random,mae,20,12.138578113523817,12.530092675290742,0.39151456176692534,3.225374159191937
whole_spatial_blocks,2014,1.0,5000,spatial_coverage_minus_random,median_absolute_error,20,8.049073851188703,8.719599355176737,0.6705255039880331,8.330467782812162
whole_spatial_blocks,2014,1.0,5000,spatial_coverage_minus_random,p95_absolute_error,20,35.79387922076087,36.40251973841932,0.6086405176584506,1.7004038984001264
whole_spatial_blocks,2014,1.0,5000,spatial_coverage_minus_random,p99_absolute_error,20,79.24525657767887,67.20574212356783,-12.039514454111043,-15.19272568990865
whole_spatial_blocks,2014,1.0,5000,spatial_coverage_minus_random,bias,20,1.186351281795048,2.0728749578748675,0.8865236760798196,
whole_spatial_blocks,2014,2.0,1000,historical_density_minus_random,rmse,20,34.530561653335134,42.072152969779424,7.54159131644429,21.840337820615453
whole_spatial_blocks,2014,2.0,1000,historical_density_minus_random,mae,20,17.493125414371864,23.40414126078668,5.911015846414816,33.79050745019235
whole_spatial_blocks,2014,2.0,1000,historical_density_minus_random,median_absolute_error,20,10.652410450754854,13.993440914318796,3.3410304635639427,31.36407932279017
whole_spatial_blocks,2014,2.0,1000,historical_density_minus_random,p95_absolute_error,20,51.50636827050963,78.52945087687085,27.02308260636122,52.46551739861941
whole_spatial_blocks,2014,2.0,1000,historical_density_minus_random,p99_absolute_error,20,138.1763214856781,150.56621800841486,12.389896522736763,8.96672916858694
whole_spatial_blocks,2014,2.0,1000,historical_density_minus_random,bias,20,0.20818467377451846,-3.1993792242277466,-3.407563898002265,
whole_spatial_blocks,2014,2.0,1000,spatial_coverage_minus_random,rmse,20,34.530561653335134,32.756828830326114,-1.77373282300902,-5.136704235558543
whole_spatial_blocks,2014,2.0,1000,spatial_coverage_minus_random,mae,20,17.493125414371864,17.64296156064774,0.14983614627587727,0.8565430289133815
whole_spatial_blocks,2014,2.0,1000,spatial_coverage_minus_random,median_absolute_error,20,10.652410450754854,11.357415028257167,0.7050045775023133,6.618263357025968
whole_spatial_blocks,2014,2.0,1000,spatial_coverage_minus_random,p95_absolute_error,20,51.50636827050963,52.70085523056614,1.1944869600565085,2.31910538476156
whole_spatial_blocks,2014,2.0,1000,spatial_coverage_minus_random,p99_absolute_error,20,138.1763214856781,109.3834978178822,-28.7928236677959,-20.83774076355062
whole_spatial_blocks,2014,2.0,1000,spatial_coverage_minus_random,bias,20,0.20818467377451846,-0.4408258353845357,-0.6490105091590541,
whole_spatial_blocks,2014,2.0,5000,historical_density_minus_random,rmse,20,29.21702995246452,39.24115297964551,10.024123027180991,34.30917873408085
whole_spatial_blocks,2014,2.0,5000,historical_density_minus_random,mae,20,14.111092165057963,19.83346641916929,5.722374254111328,40.55231294060379
whole_spatial_blocks,2014,2.0,5000,historical_density_minus_random,median_absolute_error,20,8.891454408249427,11.230539526867986,2.3390851186185593,26.307114800570456
whole_spatial_blocks,2014,2.0,5000,historical_density_minus_random,p95_absolute_error,20,41.13240590004219,67.07052360766872,25.93811770762653,63.06005481580627
whole_spatial_blocks,2014,2.0,5000,historical_density_minus_random,p99_absolute_error,20,93.96473740195543,153.71118727916118,59.74644987720575,63.583905547063665
whole_spatial_blocks,2014,2.0,5000,historical_density_minus_random,bias,20,-0.363121524030914,-5.70376471260156,-5.340643188570645,
whole_spatial_blocks,2014,2.0,5000,spatial_coverage_minus_random,rmse,20,29.21702995246452,28.288250001894987,-0.9287799505695347,-3.178899265533285
whole_spatial_blocks,2014,2.0,5000,spatial_coverage_minus_random,mae,20,14.111092165057963,14.270627232651176,0.1595350675932128,1.1305649890676444
whole_spatial_blocks,2014,2.0,5000,spatial_coverage_minus_random,median_absolute_error,20,8.891454408249427,9.368561268366962,0.47710686011753545,5.365903464284529
whole_spatial_blocks,2014,2.0,5000,spatial_coverage_minus_random,p95_absolute_error,20,41.13240590004219,41.108946105126684,-0.023459794915503096,-0.05703482303591446
whole_spatial_blocks,2014,2.0,5000,spatial_coverage_minus_random,p99_absolute_error,20,93.96473740195543,82.19461440377262,-11.770122998182813,-12.526106413551128
whole_spatial_blocks,2014,2.0,5000,spatial_coverage_minus_random,bias,20,-0.363121524030914,-0.7977050950368054,-0.4345835710058914,
whole_spatial_blocks,2014,3.0,1000,historical_density_minus_random,rmse,20,28.44403260080898,39.26731982907376,10.823287228264782,38.05117010011075
whole_spatial_blocks,2014,3.0,1000,historical_density_minus_random,mae,20,14.864880689203137,20.637291899468114,5.772411210264977,38.83254316637518
whole_spatial_blocks,2014,3.0,1000,historical_density_minus_random,median_absolute_error,20,10.028503148999402,12.73457075560088,2.7060676066014775,26.9837638418798
whole_spatial_blocks,2014,3.0,1000,historical_density_minus_random,p95_absolute_error,20,42.46339991433813,70.15623674477843,27.692836830440292,65.21577849702413
whole_spatial_blocks,2014,3.0,1000,historical_density_minus_random,p99_absolute_error,20,75.7414806472684,122.85142033886518,47.10993969159678,62.19833476848697
whole_spatial_blocks,2014,3.0,1000,historical_density_minus_random,bias,20,-0.36971079056269895,-6.622115721785159,-6.252404931222459,
whole_spatial_blocks,2014,3.0,1000,spatial_coverage_minus_random,rmse,20,28.44403260080898,28.970796113682344,0.5267635128733623,1.8519297888105377
whole_spatial_blocks,2014,3.0,1000,spatial_coverage_minus_random,mae,20,14.864880689203137,15.371602730657049,0.5067220414539122,3.4088537408979103
whole_spatial_blocks,2014,3.0,1000,spatial_coverage_minus_random,median_absolute_error,20,10.028503148999402,10.437444477573253,0.40894132857385124,4.077790299289616
whole_spatial_blocks,2014,3.0,1000,spatial_coverage_minus_random,p95_absolute_error,20,42.46339991433813,44.02213232631932,1.5587324119811896,3.670766860698006
whole_spatial_blocks,2014,3.0,1000,spatial_coverage_minus_random,p99_absolute_error,20,75.7414806472684,76.7702191953899,1.0287385481214955,1.3582234455019155
whole_spatial_blocks,2014,3.0,1000,spatial_coverage_minus_random,bias,20,-0.36971079056269895,-0.9013089069551581,-0.5315981163924591,
whole_spatial_blocks,2014,3.0,5000,historical_density_minus_random,rmse,20,24.914871261853698,37.50150991042774,12.586638648574045,50.51857790589918
whole_spatial_blocks,2014,3.0,5000,historical_density_minus_random,mae,20,12.01972488333403,18.05200506520449,6.03228018187046,50.18650793109689
whole_spatial_blocks,2014,3.0,5000,historical_density_minus_random,median_absolute_error,20,8.135578722191806,10.356854521343198,2.2212757991513925,27.303230354004356
whole_spatial_blocks,2014,3.0,5000,historical_density_minus_random,p95_absolute_error,20,34.353842504926305,63.94839477476104,29.594552269834736,86.1462651975275
whole_spatial_blocks,2014,3.0,5000,historical_density_minus_random,p99_absolute_error,20,60.59119523652198,128.29110843311645,67.69991319659447,111.73226230696243
whole_spatial_blocks,2014,3.0,5000,historical_density_minus_random,bias,20,-0.7067640251581698,-6.382885667019031,-5.6761216418608615,
whole_spatial_blocks,2014,3.0,5000,spatial_coverage_minus_random,rmse,20,24.914871261853698,24.358562103498144,-0.5563091583555533,-2.232839786763414
whole_spatial_blocks,2014,3.0,5000,spatial_coverage_minus_random,mae,20,12.01972488333403,12.35148804268466,0.33176315935062917,2.7601560149736533
whole_spatial_blocks,2014,3.0,5000,spatial_coverage_minus_random,median_absolute_error,20,8.135578722191806,8.544660220696098,0.40908149850429254,5.028302379871532
whole_spatial_blocks,2014,3.0,5000,spatial_coverage_minus_random,p95_absolute_error,20,34.353842504926305,34.94716840450951,0.5933258995832063,1.7271019959357499
whole_spatial_blocks,2014,3.0,5000,spatial_coverage_minus_random,p99_absolute_error,20,60.59119523652198,60.76540909000984,0.17421385348785634,0.2875233815867146
whole_spatial_blocks,2014,3.0,5000,spatial_coverage_minus_random,bias,20,-0.7067640251581698,-0.9944869590038572,-0.28772293384568737,
whole_spatial_blocks,2014,4.0,1000,historical_density_minus_random,rmse,20,28.16025912213369,35.487216607239745,7.326957485106053,26.018785741027273
whole_spatial_blocks,2014,4.0,1000,historical_density_minus_random,mae,20,16.10689662601377,20.403975218255887,4.297078592242116,26.678501091898926
whole_spatial_blocks,2014,4.0,1000,historical_density_minus_random,median_absolute_error,20,10.803410463068094,13.236957053397834,2.4335465903297404,22.52572554425216
whole_spatial_blocks,2014,4.0,1000,historical_density_minus_random,p95_absolute_error,20,47.345483031537526,64.47839824899265,17.13291521745512,36.18701113692859
whole_spatial_blocks,2014,4.0,1000,historical_density_minus_random,p99_absolute_error,20,81.4039527469909,114.45154356930307,33.04759082231217,40.59703455067638
whole_spatial_blocks,2014,4.0,1000,historical_density_minus_random,bias,20,-0.5516997382291055,-5.020900412408918,-4.469200674179812,
whole_spatial_blocks,2014,4.0,1000,spatial_coverage_minus_random,rmse,20,28.16025912213369,28.493282424771518,0.33302330263782665,1.1826002779075053
whole_spatial_blocks,2014,4.0,1000,spatial_coverage_minus_random,mae,20,16.10689662601377,16.587246497363452,0.48034987134968077,2.982262086253673
whole_spatial_blocks,2014,4.0,1000,spatial_coverage_minus_random,median_absolute_error,20,10.803410463068094,11.257229946270133,0.45381948320203946,4.200705737817147
whole_spatial_blocks,2014,4.0,1000,spatial_coverage_minus_random,p95_absolute_error,20,47.345483031537526,48.371349949824996,1.0258669182874698,2.166768301010098
whole_spatial_blocks,2014,4.0,1000,spatial_coverage_minus_random,p99_absolute_error,20,81.4039527469909,85.37740692635217,3.973454179361269,4.881156314007305
whole_spatial_blocks,2014,4.0,1000,spatial_coverage_minus_random,bias,20,-0.5516997382291055,-0.325256809242711,0.22644292898639445,
whole_spatial_blocks,2014,4.0,5000,historical_density_minus_random,rmse,20,24.293211097796302,33.4534842844363,9.160273186639998,37.707132045096124
whole_spatial_blocks,2014,4.0,5000,historical_density_minus_random,mae,20,12.885207770634523,17.958470073453682,5.07326230281916,39.37276288536968
whole_spatial_blocks,2014,4.0,5000,historical_density_minus_random,median_absolute_error,20,8.616168785951302,10.793344038357791,2.1771752524064887,25.26848424738826
whole_spatial_blocks,2014,4.0,5000,historical_density_minus_random,p95_absolute_error,20,37.9614250658067,62.36838666522236,24.40696159941566,64.29411318754717
whole_spatial_blocks,2014,4.0,5000,historical_density_minus_random,p99_absolute_error,20,66.45070925060313,108.9180955329424,42.46738628233928,63.90810084838008
whole_spatial_blocks,2014,4.0,5000,historical_density_minus_random,bias,20,-0.7576110079727495,-6.3424023357293615,-5.584791327756612,
whole_spatial_blocks,2014,4.0,5000,spatial_coverage_minus_random,rmse,20,24.293211097796302,25.22440118663147,0.9311900888351694,3.8331288732745583
whole_spatial_blocks,2014,4.0,5000,spatial_coverage_minus_random,mae,20,12.885207770634523,13.682773155777037,0.797565385142514,6.189775123069191
whole_spatial_blocks,2014,4.0,5000,spatial_coverage_minus_random,median_absolute_error,20,8.616168785951302,9.19206543532014,0.575896649368838,6.683906312372151
whole_spatial_blocks,2014,4.0,5000,spatial_coverage_minus_random,p95_absolute_error,20,37.9614250658067,39.51372340135558,1.5522983355488762,4.089146634663856
whole_spatial_blocks,2014,4.0,5000,spatial_coverage_minus_random,p99_absolute_error,20,66.45070925060313,72.74484018720109,6.294130936597966,9.471879243396998
whole_spatial_blocks,2014,4.0,5000,spatial_coverage_minus_random,bias,20,-0.7576110079727495,-0.4006711160016375,0.356939891971112,
