year,evaluation_domain,budget,seed,comparison,metric,difference
2005,all,500,15,spatial_coverage_minus_random,p99_absolute_error,-11.133947529463626
2005,all,500,15,historical_density_minus_random,rmse,6.910741846080185
2005,all,500,15,historical_density_minus_random,mae,5.037264235804358
2005,all,500,15,historical_density_minus_random,median_absolute_error,3.37147372608095
2005,all,500,15,historical_density_minus_random,p95_absolute_error,20.169714965640622
2005,all,500,15,historical_density_minus_random,p99_absolute_error,18.930814973727337
2005,all,500,16,spatial_coverage_minus_random,rmse,0.19755459120452556
2005,all,500,16,spatial_coverage_minus_random,mae,0.5856228270888906
2005,all,500,16,spatial_coverage_minus_random,median_absolute_error,0.4958866555753616
2005,all,500,16,spatial_coverage_minus_random,p95_absolute_error,-0.6124789356787588
2005,all,500,16,spatial_coverage_minus_random,p99_absolute_error,4.9039034686099825
2005,all,500,16,historical_density_minus_random,rmse,5.813201425308069
2005,all,500,16,historical_density_minus_random,mae,3.7096473594590442
2005,all,500,16,historical_density_minus_random,median_absolute_error,2.2630464641056847
2005,all,500,16,historical_density_minus_random,p95_absolute_error,14.13235714180096
2005,all,500,16,historical_density_minus_random,p99_absolute_error,17.98732000649312
2005,all,500,17,spatial_coverage_minus_random,rmse,-0.4061128205821518
2005,all,500,17,spatial_coverage_minus_random,mae,0.25001573084814055
2005,all,500,17,spatial_coverage_minus_random,median_absolute_error,0.5251781853505122
2005,all,500,17,spatial_coverage_minus_random,p95_absolute_error,-0.004710403744525138
2005,all,500,17,spatial_coverage_minus_random,p99_absolute_error,-2.2118129572110234
2005,all,500,17,historical_density_minus_random,rmse,11.228745283074097
2005,all,500,17,historical_density_minus_random,mae,6.393062445828214
2005,all,500,17,historical_density_minus_random,median_absolute_error,2.666258893977897
2005,all,500,17,historical_density_minus_random,p95_absolute_error,33.26784353912747
2005,all,500,17,historical_density_minus_random,p99_absolute_error,53.88762100296624
2005,all,500,18,spatial_coverage_minus_random,rmse,0.5171078360953985
2005,all,500,18,spatial_coverage_minus_random,mae,0.7221055975886781
2005,all,500,18,spatial_coverage_minus_random,median_absolute_error,0.8433448636588423
2005,all,500,18,spatial_coverage_minus_random,p95_absolute_error,1.6832407033495258
2005,all,500,18,spatial_coverage_minus_random,p99_absolute_error,0.09950090594793437
2005,all,500,18,historical_density_minus_random,rmse,7.11732808696982
2005,all,500,18,historical_density_minus_random,mae,5.489673962088466
2005,all,500,18,historical_density_minus_random,median_absolute_error,4.138741511894267
2005,all,500,18,historical_density_minus_random,p95_absolute_error,16.089252745584325
2005,all,500,18,historical_density_minus_random,p99_absolute_error,20.21592684087254
2005,all,500,19,spatial_coverage_minus_random,rmse,2.912753667144848
2005,all,500,19,spatial_coverage_minus_random,mae,0.9378483669460458
2005,all,500,19,spatial_coverage_minus_random,median_absolute_error,0.18591410722808632
2005,all,500,19,spatial_coverage_minus_random,p95_absolute_error,1.3438016602210823
2005,all,500,19,spatial_coverage_minus_random,p99_absolute_error,29.098715014823327
2005,all,500,19,historical_density_minus_random,rmse,7.880821028729336
2005,all,500,19,historical_density_minus_random,mae,4.70236250077701
2005,all,500,19,historical_density_minus_random,median_absolute_error,2.5922891724579245
2005,all,500,19,historical_density_minus_random,p95_absolute_error,18.281223401356854
2005,all,500,19,historical_density_minus_random,p99_absolute_error,37.30043400954301
2005,all,1000,0,spatial_coverage_minus_random,rmse,-0.07914808494265202
