year,evaluation_domain,budget,comparison,metric,n_seeds,mean_difference,sd_difference,seed_bootstrap_low,seed_bootstrap_high,fraction_difference_below_zero
2005,all,500,historical_density_minus_random,mae,20,5.1910866333555905,0.9677285690133517,4.790873071626084,5.610176898557138,0.0
2005,all,500,historical_density_minus_random,median_absolute_error,20,2.979445009291365,0.5069149993869317,2.76282072518912,3.1904149837702,0.0
2005,all,500,historical_density_minus_random,p95_absolute_error,20,21.07205759706394,6.968533017245649,18.319855086002455,24.191490134507664,0.0
2005,all,500,historical_density_minus_random,p99_absolute_error,20,33.51146677552917,14.496441631308914,27.5747959455779,39.83193202552343,0.0
2005,all,500,historical_density_minus_random,rmse,20,8.093261977010167,1.8797221300097264,7.343391297835794,8.927192134208779,0.0
2005,all,500,spatial_coverage_minus_random,mae,20,1.090024258201241,2.2463223429993935,0.40781572729965176,2.156190860893384,0.15
2005,all,500,spatial_coverage_minus_random,median_absolute_error,20,0.8764487500836168,0.9611627657067437,0.5166176502949851,1.333871341755437,0.1
2005,all,500,spatial_coverage_minus_random,p95_absolute_error,20,2.8795624090571788,9.914347281867174,-0.10434437824793,7.669234722062147,0.35
2005,all,500,spatial_coverage_minus_random,p99_absolute_error,20,4.710151888605408,25.15683740876301,-4.098628659994742,17.085210552382716,0.55
2005,all,500,spatial_coverage_minus_random,rmse,20,1.1453018748480572,4.918777543730546,-0.31549103629633307,3.5199970771046405,0.45
2005,all,1000,historical_density_minus_random,mae,20,4.952467273759828,1.190977586857099,4.379168826295012,5.391064087199209,0.0
2005,all,1000,historical_density_minus_random,median_absolute_error,20,2.6974732105133183,0.4664517325017153,2.490288826888431,2.8844914144591294,0.0
2005,all,1000,historical_density_minus_random,p95_absolute_error,20,20.84959593513692,5.822784959102532,18.228877122632543,23.24201773477917,0.0
2005,all,1000,historical_density_minus_random,p99_absolute_error,20,38.89089759164611,14.8814147514899,32.08291639983373,44.9468878622088,0.05
2005,all,1000,historical_density_minus_random,rmse,20,7.584467009554001,3.317860883410881,5.972661621726345,8.699789517419749,0.05
2005,all,1000,spatial_coverage_minus_random,mae,20,0.8155120017149351,1.6264238230714017,0.1286267228056707,1.5233855254452082,0.25
2005,all,1000,spatial_coverage_minus_random,median_absolute_error,20,0.6901797900541439,0.4687120701491732,0.4997150954247136,0.9032860109582872,0.05
2005,all,1000,spatial_coverage_minus_random,p95_absolute_error,20,2.4373560282774305,5.836900988234257,-0.05638508834486269,4.976246633538543,0.3
2005,all,1000,spatial_coverage_minus_random,p99_absolute_error,20,2.4426991380955676,23.32375627862334,-7.33700544098201,12.718679317038331,0.5
2005,all,1000,spatial_coverage_minus_random,rmse,20,0.305565689837227,4.5962018989074265,-1.7940808834411686,2.2249959891201314,0.6
2005,all,2500,historical_density_minus_random,mae,20,5.15902002738857,1.261797371283213,4.5993220470245975,5.65963707220345,0.0
2005,all,2500,historical_density_minus_random,median_absolute_error,20,2.366648071566419,0.4407691369551171,2.175460977574913,2.547940027198333,0.0
2005,all,2500,historical_density_minus_random,p95_absolute_error,20,24.25725975469789,5.1111837898030235,22.141894921578725,26.500232661892056,0.0
