/* DATA DESCRIPTION:
Citation:	Boebel, Olaf (2017): Station list and links to master tracks in different resolutions of POLARSTERN cruise PS103 (ANT-XXXII/2), Cape Town - Punta Arenas, 2016-12-16 - 2017-02-03 [dataset]. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.875075
Related to:	Boebel, Olaf (2017): The Expedition PS103 of the Research Vessel POLARSTERN to the Weddell Sea in 2016/2017. Berichte zur Polar- und Meeresforschung = Reports on Polar and Marine Research, 710, 160 pp, https://doi.org/10.2312/BzPM_0710_2017
Other version:	Master track of POLARSTERN cruise PS103 (ANT-XXXII/2) in 1 sec resolution (zipped, 37.7 MB) (URI: https://hs.pangaea.de/nav/mastertrack/ps/PS103_mastertrack.zip)
Further details:	Event list of POLARSTERN cruise PS103 (ANT-XXXII/2) (URI: https://pangaea.de/ddi/PS103.tab?retr=events/Polarstern/PS103.retr&conf=events/CruiseReportText.conf&format=textfile)
	Generalized master track of POLARSTERN cruise PS103 (ANT-XXXII/2) (URI: https://hs.pangaea.de/nav/mastertrack/ps/PS103_mastertrack_generalized.zip)
	Trackline map and processing report for navigation sensors from POLARSTERN cruise PS103 (ANT-XXXII/2) (URI: hdl:10013/epic.50787)
Coverage:	MEDIAN LATITUDE: -62.385535 * MEDIAN LONGITUDE: -20.208367 * SOUTH-BOUND LATITUDE: -71.368035 * WEST-BOUND LONGITUDE: -70.802998 * NORTH-BOUND LATITUDE: -33.858214 * EAST-BOUND LONGITUDE: 18.435792
	DATE/TIME START: 2016-12-16T00:20:00 * DATE/TIME END: 2017-02-02T14:15:43
Event(s):	PS103-track * LATITUDE START: -33.906800 * LONGITUDE START: 18.433700 * LATITUDE END: -53.144700 * LONGITUDE END: -70.909100 * DATE/TIME START: 2016-12-16T00:00:00 * DATE/TIME END: 2017-02-02T15:00:00 * CAMPAIGN: PS103 (ANT-XXXII/2) * BASIS: Polarstern (URI: https://doi.org/10.17815/jlsrf-3-163) * METHOD/DEVICE: Underway cruise track measurements (CT)
Parameter(s):	DATE/TIME (Date/Time) * GEOCODE
	LATITUDE (Latitude) * GEOCODE
	LONGITUDE (Longitude) * GEOCODE
	Speed [kn] (Speed) * METHOD/DEVICE: Calculated * COMMENT: 10-min average
	Course [deg] (Course) * METHOD/DEVICE: Calculated * COMMENT: 10-min average
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	13994 data points
*/
Date/Time	Latitude	Longitude	Speed [kn]	Course [deg]
2016-12-16T00:20	-33.90971	18.43577	0.001	311.8
2016-12-16T00:30	-33.90970	18.43574	0.007	280.2
2016-12-16T00:40	-33.90971	18.43577	0.009	113.6
2016-12-16T00:50	-33.90972	18.43577	0.002	199.8
2016-12-16T01:00	-33.90974	18.43575	0.007	218.0
2016-12-16T01:10	-33.90972	18.43578	0.010	46.9
2016-12-16T01:20	-33.90967	18.43573	0.023	322.2
2016-12-16T01:30	-33.90968	18.43574	0.007	151.7
2016-12-16T01:40	-33.90969	18.43576	0.005	116.6
2016-12-16T01:50	-33.90969	18.43576	0.001	86.6
2016-12-16T02:00	-33.90971	18.43577	0.007	165.3
2016-12-16T02:10	-33.90970	18.43577	0.002	355.0
2016-12-16T02:20	-33.90972	18.43576	0.004	195.3
2016-12-16T02:30	-33.90971	18.43577	0.003	34.7
2016-12-16T02:40	-33.90972	18.43577	0.003	195.9
2016-12-16T02:50	-33.90973	18.43577	0.005	158.7
2016-12-16T03:00	-33.90973	18.43577	0.002	278.8
2016-12-16T03:10	-33.90972	18.43577	0.002	62.7
2016-12-16T03:20	-33.90971	18.43577	0.007	353.0
2016-12-16T03:30	-33.90971	18.43577	0.001	266.5
2016-12-16T03:40	-33.90972	18.43576	0.005	202.5
2016-12-16T03:50	-33.90972	18.43575	0.003	252.3
2016-12-16T04:00	-33.90971	18.43577	0.006	47.4
2016-12-16T04:10	-33.90971	18.43576	0.002	266.4
2016-12-16T04:20	-33.90971	18.43576	0.001	58.3
2016-12-16T04:30	-33.90971	18.43576	0.001	206.9
2016-12-16T04:40	-33.90971	18.43576	0.002	156.9
2016-12-16T04:50	-33.90971	18.43577	0.001	64.9
2016-12-16T05:00	-33.90972	18.43577	0.002	162.4
2016-12-16T05:10	-33.90972	18.43577	0.000	265.4
2016-12-16T05:20	-33.90972	18.43577	0.001	169.0
2016-12-16T05:30	-33.90972	18.43577	0.000	180.0
2016-12-16T05:40	-33.90972	18.43577	0.002	38.8
2016-12-16T05:50	-33.90975	18.43576	0.011	197.8
2016-12-16T06:00	-33.90971	18.43578	0.015	19.3
2016-12-16T06:10	-33.90972	18.43577	0.004	203.9
2016-12-16T06:20	-33.90972	18.43578	0.002	130.7
2016-12-16T06:30	-33.90973	18.43578	0.003	134.8
2016-12-16T06:40	-33.90974	18.43579	0.006	158.0
2016-12-16T06:50	-33.90973	18.43578	0.006	324.4
2016-12-16T07:00	-33.90973	18.43578	0.002	185.0
2016-12-16T07:10	-33.90974	18.43578	0.004	176.3
2016-12-16T07:20	-33.90973	18.43579	0.006	29.3
2016-12-16T07:30	-33.90972	18.43578	0.005	316.8
2016-12-16T07:40	-33.90972	18.43578	0.002	144.9
2016-12-16T07:50	-33.90973	18.43579	0.003	112.6
2016-12-16T08:00	-33.90972	18.43576	0.010	274.0
2016-12-16T08:10	-33.90973	18.43576	0.002	138.8
2016-12-16T08:20	-33.90973	18.43575	0.003	215.8
2016-12-16T08:30	-33.90972	18.43577	0.006	43.6
2016-12-16T08:40	-33.90972	18.43576	0.002	264.5
2016-12-16T08:50	-33.90971	18.43578	0.007	42.2
2016-12-16T09:00	-33.90971	18.43577	0.003	236.0
2016-12-16T09:10	-33.90971	18.43577	0.001	22.5
2016-12-16T09:20	-33.90971	18.43577	0.001	111.1
2016-12-16T09:30	-33.90971	18.43578	0.001	107.1
2016-12-16T09:40	-33.90972	18.43577	0.003	244.1
2016-12-16T09:50	-33.90971	18.43578	0.004	76.2
2016-12-16T10:00	-33.90971	18.43578	0.001	262.4
2016-12-16T10:10	-33.90971	18.43578	0.000	234.1
2016-12-16T10:20	-33.90971	18.43577	0.001	329.6
2016-12-16T10:30	-33.90971	18.43577	0.001	217.0
2016-12-16T10:40	-33.90971	18.43577	0.001	283.9
2016-12-16T10:50	-33.90971	18.43577	0.001	82.6
2016-12-16T11:00	-33.90971	18.43577	0.001	315.1
2016-12-16T11:10	-33.90971	18.43577	0.000	73.2
2016-12-16T11:20	-33.90971	18.43577	0.000	219.7
2016-12-16T11:30	-33.90972	18.43577	0.003	172.7
2016-12-16T11:40	-33.90972	18.43577	0.002	357.2
2016-12-16T11:50	-33.90972	18.43578	0.004	140.0
2016-12-16T12:00	-33.90973	18.43579	0.003	129.8
2016-12-16T12:10	-33.90973	18.43578	0.001	331.4
2016-12-16T12:20	-33.90967	18.43577	0.019	346.3
2016-12-16T12:30	-33.90969	18.43576	0.008	202.1
2016-12-16T12:40	-33.90969	18.43575	0.002	321.1
2016-12-16T12:50	-33.90966	18.43574	0.011	344.3
2016-12-16T13:00	-33.90968	18.43575	0.009	164.6
2016-12-16T13:10	-33.90967	18.43574	0.005	302.6
2016-12-16T13:20	-33.90967	18.43573	0.003	302.5
2016-12-16T13:30	-33.90967	18.43573	0.001	258.0
2016-12-16T13:40	-33.90967	18.43571	0.006	266.5
2016-12-16T13:50	-33.90970	18.43577	0.020	122.8
2016-12-16T14:00	-33.90973	18.43575	0.013	202.5
2016-12-16T14:10	-33.90973	18.43575	0.001	73.6
2016-12-16T14:20	-33.90972	18.43576	0.004	17.9
2016-12-16T14:30	-33.90972	18.43576	0.002	75.7
2016-12-16T14:40	-33.90972	18.43576	0.000	140.3
2016-12-16T14:50	-33.90972	18.43577	0.000	56.2
2016-12-16T15:00	-33.90972	18.43577	0.001	52.2
2016-12-16T15:10	-33.90972	18.43577	0.001	190.4
2016-12-16T15:20	-33.90972	18.43577	0.002	14.4
2016-12-16T15:30	-33.90970	18.43576	0.008	348.9
2016-12-16T15:40	-33.90970	18.43577	0.001	97.0
2016-12-16T15:50	-33.90970	18.43577	0.001	50.7
2016-12-16T16:00	-33.90969	18.43577	0.001	48.9
2016-12-16T16:10	-33.90989	18.43566	0.078	206.7
2016-12-16T16:20	-33.90558	18.43522	1.556	355.2
2016-12-16T16:30	-33.88062	18.43326	9.006	356.3
2016-12-16T16:40	-33.85846	18.42027	8.874	334.1
2016-12-16T16:50	-33.85821	18.38172	11.528	270.4
2016-12-16T17:00	-33.85824	18.33968	12.569	269.9
2016-12-16T17:10	-33.86730	18.31031	9.367	249.6
2016-12-16T17:20	-33.89282	18.29216	10.671	210.6
2016-12-16T17:30	-33.91891	18.27376	10.885	210.3
2016-12-16T17:40	-33.94515	18.25526	10.946	210.3
2016-12-16T17:50	-33.97096	18.23699	10.775	210.4
2016-12-16T18:00	-33.99668	18.21872	10.750	210.5
2016-12-16T18:10	-34.02181	18.19778	10.996	214.6
2016-12-16T18:20	-34.04643	18.17499	11.170	217.5
2016-12-16T18:30	-34.07143	18.15207	11.304	217.2
2016-12-16T18:40	-34.09590	18.12966	11.059	217.2
2016-12-16T18:50	-34.12007	18.10734	10.953	217.4
2016-12-16T19:00	-34.14384	18.08548	10.757	217.3
2016-12-16T19:10	-34.16635	18.06480	10.180	217.2
2016-12-16T19:20	-34.18970	18.04343	10.545	217.1
2016-12-16T19:30	-34.21312	18.02169	10.631	217.5
2016-12-16T19:40	-34.23692	17.99992	10.744	217.1
2016-12-16T19:50	-34.26105	17.97762	10.934	217.4
2016-12-16T20:00	-34.28561	17.95500	11.113	217.3
2016-12-16T20:10	-34.31030	17.93223	11.175	217.3
2016-12-16T20:20	-34.33391	17.91032	10.712	217.5
2016-12-16T20:30	-34.35720	17.88889	10.531	217.2
2016-12-16T20:40	-34.38100	17.86698	10.760	217.2
2016-12-16T20:50	-34.40520	17.84458	10.965	217.4
2016-12-16T21:00	-34.42937	17.82232	10.928	217.2
2016-12-16T21:10	-34.45323	17.80027	10.803	217.3
2016-12-16T21:20	-34.47710	17.77817	10.813	217.4
2016-12-16T21:30	-34.50080	17.75635	10.711	217.2
2016-12-16T21:40	-34.52502	17.73392	10.970	217.3
2016-12-16T21:50	-34.54949	17.71128	11.078	217.3
2016-12-16T22:00	-34.57389	17.68871	11.043	217.3
2016-12-16T22:10	-34.59863	17.66585	11.190	217.3
2016-12-16T22:20	-34.62350	17.64280	11.265	217.3
2016-12-16T22:30	-34.64853	17.61959	11.332	217.3
2016-12-16T22:40	-34.67350	17.59648	11.301	217.3
2016-12-16T22:50	-34.69882	17.57305	11.455	217.3
2016-12-16T23:00	-34.72413	17.54957	11.460	217.3
2016-12-16T23:10	-34.74975	17.52564	11.628	217.5
2016-12-16T23:20	-34.77532	17.50211	11.542	217.1
2016-12-16T23:30	-34.80098	17.47841	11.595	217.2
2016-12-16T23:40	-34.82651	17.45472	11.556	217.3
2016-12-16T23:50	-34.85184	17.43111	11.482	217.4
2016-12-17T00:00	-34.87730	17.40753	11.515	217.2
2016-12-17T00:10	-34.90261	17.38407	11.449	217.2
2016-12-17T00:20	-34.92859	17.35995	11.755	217.3
2016-12-17T00:30	-34.95386	17.33645	11.439	217.3
2016-12-17T00:40	-34.97893	17.31312	11.356	217.3
2016-12-17T00:50	-35.00427	17.28936	11.502	217.5
2016-12-17T01:00	-35.02925	17.26629	11.277	217.1
2016-12-17T01:10	-35.05451	17.24272	11.445	217.4
2016-12-17T01:20	-35.08020	17.21891	11.610	217.2
2016-12-17T01:30	-35.10594	17.19491	11.658	217.3
2016-12-17T01:40	-35.13156	17.17101	11.604	217.3
2016-12-17T01:50	-35.15678	17.14752	11.413	217.3
2016-12-17T02:00	-35.18203	17.12406	11.416	217.2
2016-12-17T02:10	-35.20668	17.10109	11.157	217.3
2016-12-17T02:20	-35.23083	17.07855	10.935	217.3
2016-12-17T02:30	-35.25474	17.05631	10.811	217.2
2016-12-17T02:40	-35.27881	17.03382	10.899	217.3
2016-12-17T02:50	-35.30215	17.01207	10.557	217.2
2016-12-17T03:00	-35.32568	16.99002	10.665	217.4
2016-12-17T03:10	-35.34945	16.96781	10.762	217.3
2016-12-17T03:20	-35.37353	16.94534	10.895	217.3
2016-12-17T03:30	-35.39827	16.92217	11.206	217.4
2016-12-17T03:40	-35.42240	16.89969	10.908	217.2
2016-12-17T03:50	-35.44661	16.87708	10.955	217.3
2016-12-17T04:00	-35.47093	16.85438	11.000	217.2
2016-12-17T04:10	-35.49541	16.83154	11.071	217.2
2016-12-17T04:20	-35.51951	16.80889	10.924	217.4
2016-12-17T04:30	-35.54326	16.78658	10.762	217.4
2016-12-17T04:40	-35.56608	16.76536	10.304	217.1
2016-12-17T04:50	-35.58941	16.74343	10.574	217.4
2016-12-17T05:00	-35.61259	16.72172	10.489	217.3
2016-12-17T05:10	-35.63538	16.70031	10.326	217.4
2016-12-17T05:20	-35.65790	16.67932	10.171	217.1
2016-12-17T05:30	-35.68069	16.65791	10.322	217.4
2016-12-17T05:40	-35.70328	16.63672	10.226	217.3
2016-12-17T05:50	-35.72571	16.61562	10.162	217.4
2016-12-17T06:00	-35.74763	16.59509	9.914	217.2
2016-12-17T06:10	-35.76954	16.57451	9.919	217.3
2016-12-17T06:20	-35.79166	16.55381	9.997	217.2
2016-12-17T06:30	-35.81445	16.53239	10.318	217.3
2016-12-17T06:40	-35.83780	16.51040	10.579	217.4
2016-12-17T06:50	-35.86039	16.48913	10.232	217.3
2016-12-17T07:00	-35.88457	16.46652	10.923	217.1
2016-12-17T07:10	-35.90823	16.44422	10.717	217.4
2016-12-17T07:20	-35.93106	16.42265	10.352	217.4
2016-12-17T07:30	-35.95429	16.40088	10.500	217.2
2016-12-17T07:40	-35.97792	16.37863	10.694	217.3
2016-12-17T07:50	-36.00165	16.35630	10.739	217.3
2016-12-17T08:00	-36.02516	16.33408	10.656	217.4
2016-12-17T08:10	-36.04856	16.31213	10.575	217.2
2016-12-17T08:20	-36.07203	16.29003	10.620	217.3
2016-12-17T08:30	-36.09515	16.26817	10.476	217.4
2016-12-17T08:40	-36.11873	16.24591	10.678	217.3
2016-12-17T08:50	-36.14233	16.22372	10.670	217.2
2016-12-17T09:00	-36.16589	16.20150	10.661	217.3
2016-12-17T09:10	-36.18945	16.17927	10.664	217.3
2016-12-17T09:20	-36.21211	16.15781	10.269	217.4
2016-12-17T09:30	-36.23411	16.13708	9.947	217.2
2016-12-17T09:40	-36.25696	16.11551	10.341	217.3
2016-12-17T09:50	-36.28048	16.09329	10.646	217.3
2016-12-17T10:00	-36.30444	16.07072	10.831	217.2
2016-12-17T10:10	-36.32827	16.04819	10.787	217.3
2016-12-17T10:20	-36.35240	16.02531	10.932	217.4
2016-12-17T10:30	-36.37650	16.00247	10.916	217.3
2016-12-17T10:40	-36.40025	15.98010	10.731	217.2
2016-12-17T10:50	-36.42394	15.95763	10.729	217.3
2016-12-17T11:00	-36.44751	15.93537	10.660	217.2
2016-12-17T11:10	-36.47060	15.91344	10.460	217.4
2016-12-17T11:20	-36.49362	15.89173	10.402	217.2
2016-12-17T11:30	-36.51670	15.86984	10.450	217.3
2016-12-17T11:40	-36.53941	15.84828	10.284	217.3
2016-12-17T11:50	-36.56241	15.82648	10.408	217.3
2016-12-17T12:00	-36.58583	15.80416	10.618	217.4
2016-12-17T12:10	-36.60989	15.78134	10.888	217.3
2016-12-17T12:20	-36.63453	15.75805	11.136	217.2
2016-12-17T12:30	-36.65880	15.73503	10.981	217.3
2016-12-17T12:40	-36.68324	15.71180	11.065	217.3
2016-12-17T12:50	-36.70766	15.68862	11.050	217.3
2016-12-17T13:00	-36.73216	15.66532	11.090	217.3
2016-12-17T13:10	-36.75673	15.64198	11.118	217.3
2016-12-17T13:20	-36.78152	15.61832	11.235	217.4
2016-12-17T13:30	-36.80643	15.59469	11.266	217.2
2016-12-17T13:40	-36.83161	15.57068	11.403	217.4
2016-12-17T13:50	-36.85695	15.54662	11.459	217.2
2016-12-17T14:00	-36.88130	15.52342	11.024	217.3
2016-12-17T14:10	-36.90608	15.49985	11.209	217.2
2016-12-17T14:20	-36.93036	15.47668	10.997	217.3
2016-12-17T14:30	-36.95467	15.45356	10.993	217.2
2016-12-17T14:40	-36.97919	15.43013	11.108	217.4
2016-12-17T14:50	-37.00364	15.40688	11.055	217.2
2016-12-17T15:00	-37.02838	15.38330	11.192	217.3
2016-12-17T15:10	-37.05265	15.36009	10.996	217.3
2016-12-17T15:20	-37.07730	15.33661	11.147	217.2
2016-12-17T15:30	-37.10215	15.31287	11.249	217.3
2016-12-17T15:40	-37.12678	15.28939	11.141	217.2
2016-12-17T15:50	-37.15045	15.26678	10.712	217.3
2016-12-17T16:00	-37.17297	15.24532	10.179	217.2
2016-12-17T16:10	-37.19548	15.22380	10.189	217.3
2016-12-17T16:20	-37.21798	15.20217	10.204	217.4
2016-12-17T16:30	-37.24049	15.18067	10.181	217.2
2016-12-17T16:40	-37.26326	15.15892	10.300	217.2
2016-12-17T16:50	-37.28617	15.13704	10.359	217.2
2016-12-17T17:00	-37.30929	15.11488	10.467	217.3
2016-12-17T17:10	-37.33228	15.09278	10.420	217.4
2016-12-17T17:20	-37.35568	15.07046	10.574	217.2
2016-12-17T17:30	-37.37871	15.04839	10.422	217.3
2016-12-17T17:40	-37.40137	15.02662	10.265	217.4
2016-12-17T17:50	-37.42389	15.00511	10.177	217.2
2016-12-17T18:00	-37.44607	14.98379	10.046	217.3
2016-12-17T18:10	-37.46821	14.96254	10.022	217.3
2016-12-17T18:20	-37.49054	14.94114	10.101	217.2
2016-12-17T18:30	-37.51265	14.91988	10.013	217.3
2016-12-17T18:40	-37.53452	14.89892	9.889	217.2
2016-12-17T18:50	-37.55669	14.87761	10.037	217.3
2016-12-17T19:00	-37.57887	14.85633	10.033	217.3
2016-12-17T19:10	-37.60146	14.83457	10.229	217.3
2016-12-17T19:20	-37.62430	14.81268	10.326	217.2
2016-12-17T19:30	-37.64701	14.79086	10.274	217.3
2016-12-17T19:40	-37.66945	14.76924	10.163	217.3
2016-12-17T19:50	-37.69172	14.74785	10.072	217.2
2016-12-17T20:00	-37.71402	14.72640	10.088	217.3
2016-12-17T20:10	-37.73598	14.70518	9.954	217.4
2016-12-17T20:20	-37.75801	14.68403	9.957	217.2
2016-12-17T20:30	-37.77965	14.66314	9.801	217.3
2016-12-17T20:40	-37.80138	14.64218	9.838	217.3
2016-12-17T20:50	-37.82347	14.62090	9.997	217.3
2016-12-17T21:00	-37.84450	14.60089	9.469	216.9
2016-12-17T21:10	-37.86637	14.57963	9.928	217.5
2016-12-17T21:20	-37.88853	14.55814	10.048	217.4
2016-12-17T21:30	-37.91053	14.53697	9.944	217.2
2016-12-17T21:40	-37.93221	14.51603	9.815	217.3
2016-12-17T21:50	-37.95410	14.49489	9.908	217.3
2016-12-17T22:00	-37.97622	14.47357	10.003	217.2
2016-12-17T22:10	-37.99860	14.45196	10.109	217.3
2016-12-17T22:20	-38.02064	14.43069	9.968	217.2
2016-12-17T22:30	-38.04281	14.40923	10.040	217.3
2016-12-17T22:40	-38.06494	14.38785	10.009	217.3
2016-12-17T22:50	-38.08698	14.36646	9.987	217.4
2016-12-17T23:00	-38.10909	14.34508	10.004	217.3
2016-12-17T23:10	-38.13098	14.32393	9.898	217.2
2016-12-17T23:20	-38.15281	14.30283	9.875	217.2
2016-12-17T23:30	-38.17432	14.28197	9.739	217.3
2016-12-17T23:40	-38.19602	14.26094	9.823	217.3
2016-12-17T23:50	-38.21758	14.24001	9.761	217.3
2016-12-18T00:00	-38.23936	14.21892	9.852	217.3
2016-12-18T00:10	-38.26136	14.19757	9.960	217.3
2016-12-18T00:20	-38.28342	14.17615	9.988	217.3
2016-12-18T00:30	-38.30591	14.15438	10.171	217.2
2016-12-18T00:40	-38.32845	14.13252	10.195	217.3
2016-12-18T00:50	-38.35089	14.11072	10.159	217.3
2016-12-18T01:00	-38.37334	14.08891	10.161	217.3
2016-12-18T01:10	-38.39629	14.06657	10.396	217.3
2016-12-18T01:20	-38.41996	14.04363	10.698	217.2
2016-12-18T01:30	-38.44379	14.02038	10.800	217.4
2016-12-18T01:40	-38.46803	13.99686	10.961	217.2
2016-12-18T01:50	-38.49259	13.97301	11.108	217.2
2016-12-18T02:00	-38.51710	13.94912	11.099	217.3
2016-12-18T02:10	-38.54156	13.92534	11.065	217.2
2016-12-18T02:20	-38.56604	13.90152	11.076	217.3
2016-12-18T02:30	-38.59058	13.87757	11.112	217.3
2016-12-18T02:40	-38.61489	13.85398	10.984	217.2
2016-12-18T02:50	-38.63902	13.83038	10.936	217.4
2016-12-18T03:00	-38.66351	13.80647	11.088	217.3
2016-12-18T03:10	-38.68743	13.78312	10.827	217.3
2016-12-18T03:20	-38.71141	13.75971	10.855	217.3
2016-12-18T03:30	-38.73522	13.73653	10.766	217.2
2016-12-18T03:40	-38.75916	13.71321	10.826	217.2
2016-12-18T03:50	-38.78363	13.68925	11.084	217.3
2016-12-18T04:00	-38.80846	13.66501	11.234	217.3
2016-12-18T04:10	-38.83293	13.64099	11.090	217.4
2016-12-18T04:20	-38.85736	13.61745	10.998	216.9
2016-12-18T04:30	-38.88118	13.59401	10.807	217.5
2016-12-18T04:40	-38.90531	13.57034	10.929	217.4
2016-12-18T04:50	-38.92927	13.54694	10.834	217.2
2016-12-18T05:00	-38.95326	13.52330	10.884	217.5
2016-12-18T05:10	-38.97762	13.49955	11.006	217.2
2016-12-18T05:20	-39.00101	13.47659	10.591	217.3
2016-12-18T05:30	-39.02420	13.45383	10.501	217.3
2016-12-18T05:40	-39.04800	13.43059	10.756	217.2
2016-12-18T05:50	-39.07199	13.40708	10.854	217.3
2016-12-18T06:00	-39.09547	13.38406	10.624	217.3
2016-12-18T06:10	-39.11861	13.36128	10.484	217.4
2016-12-18T06:20	-39.14224	13.33817	10.678	217.2
2016-12-18T06:30	-39.16437	13.31633	10.033	217.4
2016-12-18T06:40	-39.18641	13.29476	9.962	217.2
2016-12-18T06:50	-39.20848	13.27307	9.989	217.3
2016-12-18T07:00	-39.23095	13.25091	10.180	217.4
2016-12-18T07:10	-39.25356	13.22868	10.233	217.3
2016-12-18T07:20	-39.27637	13.20622	10.326	217.3
2016-12-18T07:30	-39.29932	13.18372	10.372	217.2
2016-12-18T07:40	-39.32231	13.16101	10.420	217.4
2016-12-18T07:50	-39.34512	13.13851	10.328	217.3
2016-12-18T08:00	-39.36776	13.11631	10.230	217.1
2016-12-18T08:10	-39.39004	13.09438	10.081	217.3
2016-12-18T08:20	-39.41245	13.07234	10.134	217.2
2016-12-18T08:30	-39.43474	13.05026	10.106	217.4
2016-12-18T08:40	-39.45717	13.02824	10.134	217.2
2016-12-18T08:50	-39.47952	13.00613	10.127	217.4
2016-12-18T09:00	-39.50163	12.98435	10.000	217.2
2016-12-18T09:10	-39.52401	12.96227	10.125	217.3
2016-12-18T09:20	-39.54627	12.94032	10.068	217.2
2016-12-18T09:30	-39.56849	12.91833	10.063	217.3
2016-12-18T09:40	-39.59084	12.89618	10.125	217.4
2016-12-18T09:50	-39.61390	12.87341	10.434	217.2
2016-12-18T10:00	-39.63667	12.85093	10.299	217.2
2016-12-18T10:10	-39.65911	12.82872	10.158	217.3
2016-12-18T10:20	-39.68154	12.80658	10.144	217.2
2016-12-18T10:30	-39.70404	12.78432	10.182	217.3
2016-12-18T10:40	-39.72644	12.76210	10.143	217.3
2016-12-18T10:50	-39.74895	12.73981	10.188	217.3
2016-12-18T11:00	-39.77148	12.71755	10.186	217.2
2016-12-18T11:10	-39.79432	12.69486	10.345	217.4
2016-12-18T11:20	-39.81751	12.67191	10.490	217.2
2016-12-18T11:30	-39.84064	12.64895	10.473	217.3
2016-12-18T11:40	-39.86323	12.62650	10.229	217.3
2016-12-18T11:50	-39.88657	12.60335	10.561	217.3
2016-12-18T12:00	-39.90942	12.58070	10.336	217.2
2016-12-18T12:10	-39.93274	12.55751	10.560	217.3
2016-12-18T12:20	-39.95539	12.53504	10.247	217.2
2016-12-18T12:30	-39.97802	12.51256	10.238	217.3
2016-12-18T12:40	-40.00074	12.49008	10.267	217.2
2016-12-18T12:50	-40.02314	12.46772	10.153	217.4
2016-12-18T13:00	-40.04561	12.44533	10.174	217.3
2016-12-18T13:10	-40.06795	12.42322	10.091	217.1
2016-12-18T13:20	-40.09051	12.40069	10.224	217.4
2016-12-18T13:30	-40.11278	12.37823	10.126	217.6
2016-12-18T13:40	-40.13375	12.35766	9.436	216.9
2016-12-18T13:50	-40.15454	12.33711	9.384	217.1
2016-12-18T14:00	-40.17545	12.31609	9.493	217.5
2016-12-18T14:10	-40.19652	12.29518	9.518	217.2
2016-12-18T14:20	-40.21769	12.27411	9.576	217.2
2016-12-18T14:30	-40.23883	12.25301	9.571	217.3
2016-12-18T14:40	-40.26051	12.23135	9.815	217.3
2016-12-18T14:50	-40.28191	12.21000	9.685	217.3
2016-12-18T15:00	-40.30313	12.18868	9.625	217.5
2016-12-18T15:10	-40.32527	12.16665	10.004	217.2
2016-12-18T15:20	-40.34776	12.14429	10.161	217.2
2016-12-18T15:30	-40.36976	12.12220	9.975	217.4
2016-12-18T15:40	-40.39205	12.09992	10.085	217.3
2016-12-18T15:50	-40.41533	12.07669	10.530	217.2
2016-12-18T16:00	-40.43778	12.05425	10.156	217.3
2016-12-18T16:10	-40.46056	12.03154	10.295	217.2
2016-12-18T16:20	-40.48211	12.00981	9.779	217.5
2016-12-18T16:30	-40.50495	11.98700	10.325	217.2
2016-12-18T16:40	-40.52681	11.96509	9.894	217.3
2016-12-18T16:50	-40.54937	11.94251	10.208	217.3
2016-12-18T17:00	-40.57112	11.92055	9.871	217.5
2016-12-18T17:10	-40.59358	11.89812	10.148	217.2
2016-12-18T17:20	-40.61683	11.87479	10.524	217.3
2016-12-18T17:30	-40.63882	11.85279	9.940	217.2
2016-12-18T17:40	-40.66204	11.82946	10.513	217.3
2016-12-18T17:50	-40.68469	11.80673	10.250	217.3
2016-12-18T18:00	-40.70732	11.78402	10.237	217.3
2016-12-18T18:10	-40.72978	11.76149	10.158	217.2
2016-12-18T18:20	-40.75161	11.73954	9.884	217.3
2016-12-18T18:30	-40.77365	11.71733	9.982	217.4
2016-12-18T18:40	-40.79504	11.69578	9.671	217.3
2016-12-18T18:50	-40.81745	11.67335	10.121	217.1
2016-12-18T19:00	-40.83941	11.65121	9.945	217.3
2016-12-18T19:10	-40.86076	11.62965	9.673	217.4
2016-12-18T19:20	-40.88276	11.60756	9.946	217.2
2016-12-18T19:30	-40.90555	11.58454	10.325	217.4
2016-12-18T19:40	-40.92891	11.56106	10.560	217.2
2016-12-18T19:50	-40.95136	11.53852	10.145	217.2
2016-12-18T20:00	-40.97416	11.51542	10.336	217.4
2016-12-18T20:10	-40.99759	11.49188	10.590	217.2
2016-12-18T20:20	-41.02098	11.46828	10.583	217.3
2016-12-18T20:30	-41.04376	11.44527	10.311	217.3
2016-12-18T20:40	-41.06712	11.42170	10.569	217.2
2016-12-18T20:50	-41.09015	11.39818	10.464	217.6
2016-12-18T21:00	-41.11318	11.37517	10.381	217.0
2016-12-18T21:10	-41.13585	11.35231	10.250	217.2
2016-12-18T21:20	-41.15874	11.32908	10.373	217.4
2016-12-18T21:30	-41.18166	11.30595	10.346	217.2
2016-12-18T21:40	-41.20398	11.28322	10.122	217.4
2016-12-18T21:50	-41.22610	11.26090	10.000	217.2
2016-12-18T22:00	-41.24826	11.23839	10.041	217.4
2016-12-18T22:10	-41.27034	11.21618	9.966	217.1
2016-12-18T22:20	-41.29245	11.19371	10.016	217.4
2016-12-18T22:30	-41.31477	11.17103	10.111	217.3
2016-12-18T22:40	-41.33725	11.14831	10.158	217.2
