latitude,longitude,delta_mae_uatm
-27.5,64.5,3.1633677390108943
-27.5,65.5,4.191684058753987
-27.5,66.5,0.4980849112112775
-27.5,67.5,2.269077873214578
-27.5,68.5,2.8670812038227993
-27.5,69.5,2.6014483266613997
-27.5,70.5,0.14575350678875676
-27.5,71.5,2.079903410276577
-27.5,72.5,2.1165967307453037
-27.5,73.5,0.7322426271670874
-27.5,74.5,5.405207061426726
-27.5,75.5,0.7373747651091325
-27.5,76.5,1.8982552560285129
-27.5,77.5,0.35424216264369424
-27.5,78.5,1.418674546197198
-27.5,79.5,1.8064644449830851
-27.5,80.5,-0.38071257585591134
-27.5,81.5,2.8977277772064465
-27.5,82.5,0.4926000247278104
-27.5,83.5,0.2850304744254579
-27.5,84.5,1.2921744070345405
-27.5,85.5,5.271741408860603
-27.5,86.5,1.8563226714354553
-27.5,87.5,3.3747585199222385
-27.5,88.5,2.3533141213966715
-27.5,89.5,1.5653222329851424
-27.5,90.5,0.19344741834043955
-27.5,91.5,0.4880738817551311
-27.5,92.5,2.88265651681159
-27.5,93.5,3.501967254933919
-27.5,94.5,1.3749152292039355
-27.5,95.5,0.03985291701970972
-27.5,96.5,2.0653052308194875
-27.5,97.5,4.316517016201555
-27.5,98.5,4.53270768810573
-27.5,99.5,-0.13119342593877015
-27.5,100.5,3.1814814047559796
-27.5,101.5,2.947087319028065
-27.5,102.5,2.991419107836885
-27.5,103.5,2.0112147887019605
-27.5,104.5,0.9173090346854247
-27.5,105.5,0.6654231429052704
-27.5,106.5,-2.5139948068942495
-27.5,107.5,-1.176143165590907
-27.5,108.5,-5.455090959498725
-27.5,109.5,-5.620471532986974
-27.5,110.5,-5.890830765963262
-27.5,111.5,-6.48849334284964
-27.5,112.5,
-27.5,113.5,-4.155280089807221
-27.5,153.5,-1.147240470706965
-27.5,154.5,
-27.5,155.5,-1.265731976564858
-27.5,156.5,
-27.5,157.5,1.06194727876706
-27.5,158.5,0.9438588518658309
-27.5,159.5,0.6486237205656868
-27.5,160.5,2.048577535569054
-27.5,161.5,3.3163982079210417
-27.5,162.5,3.2780528503851656
-27.5,163.5,5.811629165346941
-27.5,164.5,3.023239180846863
-27.5,165.5,2.410032755389901
-27.5,166.5,3.0502455428141015
-27.5,167.5,3.594756130051424
-27.5,168.5,1.719881483702637
-27.5,169.5,0.49676406037428533
-27.5,170.5,3.0332345091319715
-27.5,171.5,1.0141517232467931
-27.5,172.5,2.414432585848102
-27.5,173.5,
-27.5,174.5,5.3067684561288875
-27.5,175.5,2.4324939401210672
-27.5,176.5,4.096781794837925
-27.5,177.5,4.2239208626076294
-27.5,178.5,4.681895328902994
-27.5,179.5,3.098817391461192
-26.5,-179.5,2.218337818622339
-26.5,-178.5,3.1105619018045925
-26.5,-177.5,1.9568926457380291
-26.5,-176.5,0.7401135963360783
-26.5,-175.5,0.786872520964347
-26.5,-174.5,1.285021976150173
-26.5,-173.5,0.3637806362606728
-26.5,-172.5,-0.7244149601257037
-26.5,-171.5,1.1468377845371869
-26.5,-170.5,3.9994774466209635
-26.5,-169.5,-1.4311045776451214
-26.5,-168.5,-3.33160975415319
-26.5,-167.5,-2.0762330728078044
-26.5,-166.5,1.0368561902822169
-26.5,-165.5,2.567570632110675
-26.5,-164.5,-1.601652953525754
-26.5,-163.5,0.8987695928471364
-26.5,-162.5,-1.4418063553738953
-26.5,-161.5,2.9708872287796
-26.5,-160.5,1.441568874791047
-26.5,-159.5,0.9616656457615225
-26.5,-158.5,5.008749146756902
-26.5,-157.5,5.516375579963732
-26.5,-156.5,0.3622413165761902
-26.5,-155.5,3.39610338036991
-26.5,-154.5,6.743632413096111
-26.5,-153.5,0.7322385638125022
-26.5,-152.5,1.5238097729879758
-26.5,-151.5,6.42316426547878
-26.5,-150.5,5.09325998339203
-26.5,-149.5,6.034124088275266
-26.5,-148.5,1.6259729643519432
-26.5,-147.5,1.9351673703118157
-26.5,-146.5,3.7026869170481227
-26.5,-145.5,-1.1605565632014754
-26.5,-144.5,
-26.5,-143.5,2.9429049720212133
-26.5,-142.5,6.340094014275081
-26.5,-141.5,-5.039452066728844
-26.5,-140.5,
-26.5,-139.5,2.6111856712611177
-26.5,-138.5,1.1351045957318346
-26.5,-137.5,-8.26835655349598
-26.5,-136.5,
-26.5,-135.5,-5.695617710198606
-26.5,-134.5,4.275159712742592
-26.5,-133.5,2.7998337613213957
-26.5,-132.5,-10.45090602952131
-26.5,-131.5,-9.620883155453926
-26.5,-130.5,-1.3399926155009894
-26.5,-129.5,5.931485014723387
-26.5,-128.5,-2.5491579907173936
-26.5,-127.5,0.6925573363508022
-26.5,-126.5,7.25019795824597
-26.5,-125.5,-2.0742989844354263
-26.5,-124.5,9.629749945471264
-26.5,-123.5,-0.3875020183213742
-26.5,-122.5,8.340507035193426
-26.5,-121.5,6.506270327215684
-26.5,-120.5,-4.959545410102229
-26.5,-119.5,3.4504287394400635
-26.5,-118.5,4.866844904251812
-26.5,-117.5,6.18764761786613
-26.5,-116.5,7.7202229482687645
-26.5,-115.5,9.782409784106113
-26.5,-114.5,9.386801565875999
-26.5,-113.5,5.9463535834423755
-26.5,-112.5,5.017012676409517
-26.5,-111.5,7.239884051260884
-26.5,-110.5,10.204077880524846
-26.5,-109.5,9.140271729987234
-26.5,-108.5,22.343248111772873
-26.5,-107.5,
-26.5,-106.5,8.504709443575155
-26.5,-105.5,14.921670897787743
-26.5,-104.5,18.67109648247778
-26.5,-103.5,14.812859584913488
-26.5,-102.5,13.644628272338526
-26.5,-101.5,31.81698252263083
-26.5,-100.5,17.427809708430594
-26.5,-99.5,13.79791344122814
-26.5,-98.5,8.623905872208455
-26.5,-97.5,18.389876911459275
-26.5,-96.5,15.43502281402667
-26.5,-95.5,9.015718657121791
-26.5,-94.5,21.72385964662265
-26.5,-93.5,15.381455487839663
-26.5,-92.5,9.0506178943619
-26.5,-91.5,18.63089274672955
-26.5,-90.5,5.734670072996018
-26.5,-89.5,8.392645620252104
-26.5,-88.5,15.22062431655554
-26.5,-87.5,24.933604570857153
-26.5,-86.5,23.13749718045648
-26.5,-85.5,13.679118790724301
-26.5,-84.5,9.40433465493433
-26.5,-83.5,2.6061389190483517
-26.5,-82.5,18.885263571884046
-26.5,-81.5,0.9321670895327827
-26.5,-80.5,3.094176491832945
-26.5,-79.5,0.6274902233035817
-26.5,-78.5,4.890902080744736
-26.5,-77.5,-0.5401739355117741
-26.5,-76.5,19.12063203244297
-26.5,-75.5,18.388854180672716
-26.5,-74.5,25.15530629219826
-26.5,-73.5,22.18272352850046
-26.5,-72.5,27.27635367782328
-26.5,-71.5,44.30863664912337
-26.5,-48.5,6.199359037607769
-26.5,-47.5,3.305536068556396
-26.5,-46.5,3.9440987488080204
-26.5,-45.5,
-26.5,-44.5,0.8864630088440313
-26.5,-43.5,1.1663556427305775
-26.5,-42.5,0.9564962750846462
-26.5,-41.5,-5.871293948191599
-26.5,-40.5,2.3280043157019454
-26.5,-39.5,3.8516750766883883
-26.5,-38.5,4.309970395943887
-26.5,-37.5,13.992931852793504
-26.5,-36.5,11.007520960165792
-26.5,-35.5,
-26.5,-34.5,7.985315023840672
-26.5,-33.5,14.901615450524273
-26.5,-32.5,5.250353315680419
-26.5,-31.5,2.677671310823916
-26.5,-30.5,5.590574716042658
-26.5,-29.5,1.662398389761611
-26.5,-28.5,3.899544823672696
-26.5,-27.5,0.30131785909443654
-26.5,-26.5,
-26.5,-25.5,10.717245925020473
-26.5,-24.5,5.688121256342174
-26.5,-23.5,
-26.5,-22.5,8.81631759644357
-26.5,-21.5,19.667707917453946
-26.5,-20.5,8.846671499066872
-26.5,-19.5,7.8156450496727565
-26.5,-18.5,3.2532876118021132
-26.5,-17.5,
-26.5,-16.5,11.963047417453545
-26.5,-15.5,9.709745405938417
-26.5,-14.5,7.186772049221368
-26.5,-13.5,11.323984781222213
-26.5,-12.5,3.3435799614621686
-26.5,-11.5,13.517714458401356
-26.5,-10.5,16.75717981788839
-26.5,-9.5,12.54282459732249
-26.5,-8.5,6.957070645690484
-26.5,-7.5,3.63191187050164
-26.5,-6.5,3.657474135192624
-26.5,-5.5,4.584692579625827
-26.5,-4.5,8.5408454309515
-26.5,-3.5,
-26.5,-2.5,4.753788749859644
-26.5,-1.5,8.037888851962808
-26.5,-0.5,6.455706491622937
-26.5,0.5,4.239979533686485
-26.5,1.5,9.811043252316331
-26.5,2.5,2.0330882077364514
-26.5,3.5,4.979091229727443
-26.5,4.5,3.5818160167087116
-26.5,5.5,6.244066749284285
-26.5,6.5,5.660333878191652
-26.5,7.5,1.2910296317733065
-26.5,8.5,4.609181807381122
-26.5,9.5,2.3882684197477007
-26.5,10.5,-2.000602963163576
-26.5,11.5,3.425064308255127
-26.5,12.5,5.112509138139089
-26.5,13.5,5.6079391727108
-26.5,14.5,2.08736081461889
-26.5,33.5,-2.789922111246257
-26.5,34.5,-0.34396522325976076
-26.5,35.5,-5.974464371207652
-26.5,36.5,-6.089916254393542
-26.5,37.5,-0.9652056801944919
-26.5,38.5,
-26.5,39.5,
-26.5,40.5,-1.6644445004706618
-26.5,41.5,-0.8817662919439604
-26.5,42.5,-0.09181752088213191
-26.5,43.5,-0.8471535084721546
-26.5,44.5,-3.06493212137442
-26.5,45.5,0.7728657426019794
-26.5,46.5,-0.6434924543238107
-26.5,47.5,-2.8385866283888515
-26.5,48.5,0.20719564669756707
-26.5,49.5,-0.79776592846732
-26.5,50.5,0.3270249674722363
-26.5,51.5,1.5010513686371807
-26.5,52.5,-0.45171228048025114
-26.5,53.5,-2.2928922807388465
-26.5,54.5,-0.31849552646791146
-26.5,55.5,3.4693139060074225
-26.5,56.5,1.0153164053675239
-26.5,57.5,1.207893010904101
-26.5,58.5,5.034945643775216
-26.5,59.5,
-26.5,60.5,2.6855732639348573
-26.5,61.5,4.082303439041334
-26.5,62.5,-1.7257710735164897
-26.5,63.5,0.6341687240103537
-26.5,64.5,1.2529783095950338
-26.5,65.5,-0.3778827615489302
-26.5,66.5,-2.4026010196295324
-26.5,67.5,0.9833391801612281
-26.5,68.5,0.2847071990058536
-26.5,69.5,0.6913178518590293
-26.5,70.5,1.077042947101825
-26.5,71.5,1.3774554651044104
-26.5,72.5,4.395679819144753
-26.5,73.5,3.128036512107137
-26.5,74.5,1.2236385316231209
-26.5,75.5,1.5538119348345845
-26.5,76.5,-2.9404002576608104
-26.5,77.5,-0.6622973659518445
-26.5,78.5,3.523508409789141
-26.5,79.5,3.406953346089339
-26.5,80.5,3.365897497345137
-26.5,81.5,2.8878096541249967
-26.5,82.5,3.8662192705258267
-26.5,83.5,-0.21425144979764532
-26.5,84.5,1.5866821860864038
-26.5,85.5,0.8902683699893243
-26.5,86.5,1.7063349544741513
-26.5,87.5,0.19896958825134448
-26.5,88.5,1.4762998261739364
-26.5,89.5,1.8029218730155234
-26.5,90.5,1.746884952546372
-26.5,91.5,1.308898745146073
-26.5,92.5,3.992808907654924
-26.5,93.5,1.7580702333340215
-26.5,94.5,2.8097568482841133
-26.5,95.5,5.878129606104144
-26.5,96.5,1.9713655191367465
-26.5,97.5,
-26.5,98.5,0.8031956536068332
-26.5,99.5,3.1173913901021955
-26.5,100.5,1.5950491775324327
-26.5,101.5,-0.4636747280133511
-26.5,102.5,4.217204723610221
-26.5,103.5,0.27170745387266493
-26.5,104.5,1.733654924747515
-26.5,105.5,1.910440564672518
-26.5,106.5,-1.3789493954435699
-26.5,107.5,-2.842951310604602
-26.5,108.5,-5.151743022167479
-26.5,109.5,-4.888853018751633
-26.5,110.5,-5.811694511485005
-26.5,111.5,-5.736200514616993
-26.5,112.5,-9.5063305618118
-26.5,113.5,-5.04285526452338
-26.5,153.5,1.349735031187901
-26.5,154.5,0.7055430921166659
-26.5,155.5,0.31187551260719104
-26.5,156.5,-2.401493253262757
-26.5,157.5,
-26.5,158.5,1.565743674226086
-26.5,159.5,2.3839899226385413
-26.5,160.5,2.7854664815847725
-26.5,161.5,1.6732307026553679
-26.5,162.5,
-26.5,163.5,2.576061529246579
-26.5,164.5,5.343600306316947
-26.5,165.5,3.397376814374308
-26.5,166.5,0.1984213642706063
-26.5,167.5,2.07254498310218
-26.5,168.5,1.513618533339705
-26.5,169.5,2.952414633291383
-26.5,170.5,2.8782993558694496
-26.5,171.5,-0.7469561188646345
-26.5,172.5,3.0582884994203106
-26.5,173.5,2.425698269418528
-26.5,174.5,1.5213030779269259
-26.5,175.5,1.3560905127116967
-26.5,176.5,4.660446091310458
-26.5,177.5,4.476921492614444
-26.5,178.5,-0.48038274905035294
-26.5,179.5,4.34201191062107
-25.5,-179.5,0.06297767161996592
-25.5,-178.5,0.1001070868954983
-25.5,-177.5,1.0848718838611529
-25.5,-176.5,0.9812169603259435
-25.5,-175.5,-0.30441838944982
-25.5,-174.5,-0.7279418425571125
-25.5,-173.5,1.3601497445367876
-25.5,-172.5,-1.306846485436381
-25.5,-171.5,0.880983474798235
-25.5,-170.5,-0.5384669024130808
-25.5,-169.5,-3.1143677512839787
-25.5,-168.5,-1.151017652394124
-25.5,-167.5,-0.8793006653788495
-25.5,-166.5,3.791871790015149
-25.5,-165.5,1.7039508107728363
-25.5,-164.5,1.404354280596925
-25.5,-163.5,5.265038519257356
-25.5,-162.5,2.7881662487191843
-25.5,-161.5,0.3618960612312172
-25.5,-160.5,
-25.5,-159.5,7.234564829832834
-25.5,-158.5,4.168052371475817
-25.5,-157.5,6.256114221093769
-25.5,-156.5,6.19092205103844
-25.5,-155.5,1.132624102912665
-25.5,-154.5,4.79912933644974
-25.5,-153.5,3.7561965156072166
-25.5,-152.5,3.0218705112834847
-25.5,-151.5,9.734836909869799
-25.5,-150.5,-1.1393918999600245
-25.5,-149.5,3.5151098935003886
-25.5,-148.5,6.037903000946614
-25.5,-147.5,0.18878992617928336
-25.5,-146.5,
-25.5,-145.5,-2.462411801903067
-25.5,-144.5,-0.3826568868093503
-25.5,-143.5,6.547777518112216
-25.5,-142.5,3.491220545779832
-25.5,-141.5,-0.31043809152629365
-25.5,-140.5,3.1256822501112183
-25.5,-139.5,4.548200613541048
-25.5,-138.5,2.774912685872396
-25.5,-137.5,5.653553773285072
-25.5,-136.5,3.460429567943552
-25.5,-135.5,1.4223138487163816
-25.5,-134.5,-0.26292409962221264
-25.5,-133.5,3.1498110800915224
-25.5,-132.5,7.308120462997932
-25.5,-131.5,
-25.5,-130.5,-2.9145258233446487
-25.5,-129.5,2.3997571488806546
-25.5,-128.5,-0.8027287792006064
-25.5,-127.5,-1.0534054671021948
-25.5,-126.5,
-25.5,-125.5,4.986847556934116
-25.5,-124.5,13.115568040642842
-25.5,-123.5,8.067239315567189
-25.5,-122.5,5.955800220822818
-25.5,-121.5,4.0693637444605635
-25.5,-120.5,1.88338173772026
-25.5,-119.5,
-25.5,-118.5,7.569524255440491
-25.5,-117.5,9.913580605277437
-25.5,-116.5,7.996127553695304
-25.5,-115.5,10.425553955780712
-25.5,-114.5,
-25.5,-113.5,11.002226983214292
-25.5,-112.5,4.62470109341322
-25.5,-111.5,8.952332317717724
-25.5,-110.5,15.33986763419814
-25.5,-109.5,13.758945404162835
-25.5,-108.5,9.297840122026905
-25.5,-107.5,3.0887235790206997
-25.5,-106.5,22.052619778571223
-25.5,-105.5,15.85123841128138
-25.5,-104.5,10.694024438747709
-25.5,-103.5,10.860737672302587
-25.5,-102.5,23.5670268789171
-25.5,-101.5,16.617452403957827
-25.5,-100.5,29.706023836437147
-25.5,-99.5,16.32011090369967
-25.5,-98.5,2.347751788314002
-25.5,-97.5,21.08485026489716
-25.5,-96.5,9.371368275609822
-25.5,-95.5,11.124546474413116
-25.5,-94.5,3.884596097421251
-25.5,-93.5,8.141415728027384
-25.5,-92.5,14.664878715450065
-25.5,-91.5,11.354922208968848
-25.5,-90.5,25.07665242641267
-25.5,-89.5,4.950112212805461
-25.5,-88.5,16.277944073908735
-25.5,-87.5,15.001210848908357
-25.5,-86.5,15.261410734370049
-25.5,-85.5,24.13403185310618
-25.5,-84.5,0.7122077967183174
-25.5,-83.5,6.912040671321621
-25.5,-82.5,-6.069005101078847
-25.5,-81.5,
-25.5,-80.5,8.178665649086753
-25.5,-79.5,7.078933172151746
-25.5,-78.5,23.515960218947676
-25.5,-77.5,37.333362348780035
-25.5,-76.5,16.97009819673016
-25.5,-75.5,22.537921044011547
-25.5,-74.5,24.921628254993436
-25.5,-73.5,33.62437283067415
-25.5,-72.5,48.79239740739874
-25.5,-71.5,46.49526469040465
-25.5,-70.5,29.31293333992238
-25.5,-47.5,4.378534475325161
-25.5,-46.5,0.22883432493544742
-25.5,-45.5,0.46119694795885113
-25.5,-44.5,-6.08861946751679
-25.5,-43.5,0.13087409056487154
-25.5,-42.5,-1.046886206415417
-25.5,-41.5,3.561625723669206
-25.5,-40.5,1.9865884720302818
-25.5,-39.5,-1.2235513359596588
-25.5,-38.5,5.671437035403006
-25.5,-37.5,10.81993477938746
-25.5,-36.5,12.58338172541334
-25.5,-35.5,11.455665672282958
-25.5,-34.5,5.862865898315197
-25.5,-33.5,4.680954404280138
-25.5,-32.5,5.224343684549941
-25.5,-31.5,2.055461623316953
-25.5,-30.5,
-25.5,-29.5,2.9938019787035715
-25.5,-28.5,
-25.5,-27.5,3.914339037544944
-25.5,-26.5,7.7568452898467655
-25.5,-25.5,4.750949043690852
-25.5,-24.5,4.4314196279572045
-25.5,-23.5,8.144743343547443
-25.5,-22.5,5.770255910576999
-25.5,-21.5,3.0285085957982973
-25.5,-20.5,6.552998856331431
-25.5,-19.5,5.702728543314521
-25.5,-18.5,
-25.5,-17.5,8.470180332774452
-25.5,-16.5,9.667947667238204
-25.5,-15.5,13.56874135986103
-25.5,-14.5,0.7103819474743975
-25.5,-13.5,9.87917366123288
-25.5,-12.5,9.634384871930894
-25.5,-11.5,2.596558768368234
-25.5,-10.5,8.200382473134152
-25.5,-9.5,4.827849215776554
-25.5,-8.5,3.7589242312132143
-25.5,-7.5,13.63580711587312
-25.5,-6.5,-0.5982891761930542
-25.5,-5.5,
-25.5,-4.5,13.05919447580981
-25.5,-3.5,6.7548515328891785
-25.5,-2.5,5.0335663259931565
-25.5,-1.5,3.869596945217056
-25.5,-0.5,-0.683306075579611
-25.5,0.5,4.096958522177016
-25.5,1.5,1.3081963909010255
-25.5,2.5,9.224135919103537
-25.5,3.5,5.626893050662612
-25.5,4.5,1.304857101485993
-25.5,5.5,5.421648959082312
-25.5,6.5,6.076720541977028
-25.5,7.5,4.413532809707917
-25.5,8.5,10.172740415768905
-25.5,9.5,
-25.5,10.5,5.327715257685327
-25.5,11.5,11.555476056210999
-25.5,12.5,14.600878719397016
-25.5,13.5,9.43057823463782
-25.5,14.5,9.567097808630756
-25.5,34.5,-1.4332913476809663
-25.5,35.5,-0.3171315378866373
-25.5,36.5,-3.4544946402627237
-25.5,37.5,-2.4097045966755575
-25.5,38.5,-0.11996683927416463
-25.5,39.5,
-25.5,40.5,0.18647748081899973
-25.5,41.5,-0.2175883366842859
-25.5,42.5,1.3736117662200775
-25.5,43.5,
-25.5,44.5,1.2489255844214155
-25.5,46.5,
-25.5,47.5,-2.096272453512311
-25.5,48.5,-2.285467806666687
-25.5,49.5,-2.001005058104403
-25.5,50.5,-0.42846512297732886
-25.5,51.5,-1.8422681043086175
-25.5,52.5,-1.3993973956573713
-25.5,53.5,1.3652739426593046
-25.5,54.5,-2.412342339021183
-25.5,55.5,1.7177602688510891
-25.5,56.5,-0.2690904816134436
-25.5,57.5,-2.0180950091693415
-25.5,58.5,-1.3316503989714725
-25.5,59.5,2.095347608744473
-25.5,60.5,-0.7194535095548136
-25.5,61.5,
-25.5,62.5,-0.03702589175208626
-25.5,63.5,-1.1652154762215536
-25.5,64.5,1.1521247234150502
-25.5,65.5,0.3560788958523471
-25.5,66.5,-1.4711347691608987
-25.5,67.5,0.07661416395896747
-25.5,68.5,1.276846563287723
-25.5,69.5,
-25.5,70.5,-0.2973645077062361
-25.5,71.5,1.8845460122387614
-25.5,72.5,1.0677886068415514
-25.5,73.5,2.120665909867247
-25.5,74.5,5.134014828324594
-25.5,75.5,0.08105684633689414
-25.5,76.5,1.3966005204930187
-25.5,77.5,0.7905877395454883
-25.5,78.5,0.9399440109446564
-25.5,79.5,1.166573107441585
-25.5,80.5,-0.6253644270105472
-25.5,81.5,4.449049533586972
-25.5,82.5,-3.819856157676206
-25.5,83.5,3.0595385130236554
-25.5,84.5,1.1247103770161937
-25.5,85.5,-2.7824604927135272
-25.5,86.5,5.628200110818153
-25.5,87.5,-0.05489487843202312
-25.5,88.5,-1.0040379225846383
-25.5,89.5,-1.7251160783163884
-25.5,90.5,0.6571052719615151
-25.5,91.5,-3.8575258357614644
-25.5,92.5,1.2175876577315954
-25.5,93.5,0.1836627987070889
-25.5,94.5,-1.3640105099659552
-25.5,95.5,-1.1057023347974653
-25.5,96.5,-0.7013118091009298
-25.5,97.5,-0.05938348283629047
-25.5,98.5,0.5900984989959683
-25.5,99.5,3.0367419674387426
-25.5,100.5,-0.18836565140497363
-25.5,101.5,2.179756765127519
-25.5,102.5,0.035098191992565475
-25.5,103.5,-0.6599482303651909
-25.5,104.5,
-25.5,105.5,
-25.5,106.5,1.1051907699085541
-25.5,107.5,3.2510418291119096
-25.5,108.5,-5.005219806721186
-25.5,109.5,-6.250724020959429
-25.5,110.5,-6.696172426106895
-25.5,111.5,-7.160339172828538
-25.5,112.5,-6.076420531254749
-25.5,113.5,-4.427935016568524
-25.5,153.5,
-25.5,154.5,0.8809902242273369
-25.5,155.5,-0.8547480833679169
-25.5,156.5,0.20577210847119431
-25.5,157.5,2.5704136599021665
-25.5,158.5,0.13086925157139984
-25.5,159.5,1.1807623498420803
-25.5,160.5,1.0841089351393816
-25.5,161.5,
-25.5,162.5,-0.7908559666225781
-25.5,163.5,0.34735692054634715
-25.5,164.5,0.5816340496897312
-25.5,165.5,-0.4737227981340624
-25.5,166.5,-0.05146444800123895
-25.5,167.5,0.30449890030538196
-25.5,168.5,1.2072648852606402
-25.5,169.5,1.3204829952003552
-25.5,170.5,0.9515745933880027
-25.5,171.5,0.5720178307548895
-25.5,172.5,0.3818314287397344
-25.5,173.5,0.6928520091368666
-25.5,174.5,2.6874308068908688
-25.5,175.5,3.045482713565158
-25.5,176.5,4.006018922722123
-25.5,177.5,0.3554754142667491
-25.5,178.5,1.6050647042228352
-25.5,179.5,-1.5217191092181648
-24.5,-179.5,3.2725314216023484
-24.5,-178.5,1.7440823252874598
-24.5,-177.5,1.6580320990830746
-24.5,-176.5,
-24.5,-175.5,
-24.5,-174.5,1.6174546972381743
-24.5,-173.5,1.602210727039762
-24.5,-172.5,-1.038231232283298
-24.5,-171.5,-0.19036426491931735
-24.5,-170.5,2.4866419669214785
-24.5,-169.5,1.347267487935639
-24.5,-168.5,2.362741260426553
-24.5,-167.5,4.953520627483044
-24.5,-166.5,0.34788243946365327
-24.5,-165.5,0.4294641134485655
-24.5,-164.5,1.461357004698021
-24.5,-163.5,-0.3209836402744628
-24.5,-162.5,3.3479168195785043
-24.5,-161.5,
-24.5,-160.5,1.5066054115629015
-24.5,-159.5,1.387745508869319
-24.5,-158.5,1.0732478312427194
-24.5,-157.5,1.1819056183602363
-24.5,-156.5,5.118567725494906
-24.5,-155.5,-2.0006863345584005
-24.5,-154.5,12.228104972665474
-24.5,-153.5,4.003268856173802
-24.5,-152.5,10.655945290638458
-24.5,-151.5,1.8622184725164193
-24.5,-150.5,4.587307980593837
-24.5,-149.5,4.4998666515895
-24.5,-148.5,3.1284902119960076
-24.5,-147.5,4.377220855038445
-24.5,-146.5,5.624046187418498
-24.5,-145.5,-1.8925939023907379
-24.5,-144.5,-1.1517270261039467
-24.5,-143.5,1.6229356698770516
-24.5,-142.5,2.424197015646259
-24.5,-141.5,3.6171394608904555
-24.5,-140.5,-2.480255443190563
-24.5,-139.5,9.200294320527489
-24.5,-138.5,9.097669362266467
-24.5,-137.5,5.760213379726158
-24.5,-136.5,2.1791952847521667
-24.5,-135.5,1.783725147043187
-24.5,-134.5,1.958579992325479
-24.5,-133.5,6.055835048609724
-24.5,-132.5,
-24.5,-131.5,
-24.5,-130.5,5.733902934282657
-24.5,-129.5,
-24.5,-128.5,3.605100645127072
-24.5,-127.5,4.400712201435898
-24.5,-126.5,-0.17916563968046528
-24.5,-125.5,2.2518931050422424
-24.5,-124.5,9.356267115571756
-24.5,-123.5,-1.3737184132533145
-24.5,-122.5,4.047279421159155
-24.5,-121.5,2.5149744296702234
-24.5,-120.5,2.832702137288246
-24.5,-119.5,0.21668971490733746
-24.5,-118.5,6.91329522303435
-24.5,-117.5,8.865197161863744
-24.5,-116.5,3.7701139056887323
-24.5,-115.5,6.274660080571771
-24.5,-114.5,
-24.5,-113.5,5.032569617487235
-24.5,-112.5,8.049722226090836
-24.5,-111.5,0.22517143262150974
-24.5,-110.5,9.272756433472255
-24.5,-109.5,9.244009951346857
-24.5,-108.5,14.739537117955827
-24.5,-107.5,16.02713281046595
-24.5,-106.5,3.079681937058422
-24.5,-105.5,18.025500737931505
-24.5,-104.5,15.079219681314868
-24.5,-103.5,15.088977319378493
-24.5,-102.5,8.300698114062133
-24.5,-101.5,13.57522413235036
-24.5,-100.5,20.289067719757597
-24.5,-99.5,13.19268448788985
-24.5,-98.5,17.21554408763845
-24.5,-97.5,3.9929048166781103
-24.5,-96.5,
-24.5,-95.5,15.255994043367277
-24.5,-94.5,16.77969041200566
-24.5,-93.5,17.199794451936437
-24.5,-92.5,14.522304992109452
-24.5,-91.5,23.337973182134302
-24.5,-90.5,19.99871848725129
-24.5,-89.5,21.158634157591358
-24.5,-88.5,11.03773296271128
-24.5,-87.5,2.2386396453299966
-24.5,-86.5,13.310313797400497
-24.5,-85.5,18.83795174473478
-24.5,-84.5,13.749785010781906
-24.5,-83.5,3.9658259150381108
-24.5,-82.5,11.695540561046133
-24.5,-81.5,4.091750608227603
-24.5,-80.5,15.767371494767039
-24.5,-79.5,5.0147071878568195
-24.5,-78.5,10.37389206556015
-24.5,-77.5,
-24.5,-76.5,41.70216283977248
-24.5,-75.5,30.58893576180861
-24.5,-74.5,
-24.5,-73.5,37.918403516155436
-24.5,-72.5,40.14773596479944
-24.5,-71.5,45.65259563911491
-24.5,-70.5,30.908238314688916
-24.5,-46.5,0.5352341954536888
-24.5,-45.5,3.209520170445745
-24.5,-44.5,1.4896324038810018
-24.5,-43.5,-0.788298784803322
-24.5,-42.5,1.8651563696148425
-24.5,-41.5,-1.0038159557566422
-24.5,-40.5,-3.3084508305239666
-24.5,-39.5,1.6730236213681202
-24.5,-38.5,3.214569710746944
-24.5,-37.5,7.773460524121514
-24.5,-36.5,6.205346034768272
-24.5,-35.5,4.124243430294906
-24.5,-34.5,5.742958352878958
-24.5,-33.5,3.6479832174147964
-24.5,-32.5,2.4083892403183818
-24.5,-31.5,7.505634179015323
-24.5,-30.5,0.8946716948389088
-24.5,-29.5,-1.5639983365253967
-24.5,-28.5,10.632778152163603
-24.5,-27.5,11.151600158857393
-24.5,-26.5,11.271156130967684
-24.5,-25.5,7.505797236729221
-24.5,-24.5,3.8096048025693445
-24.5,-23.5,7.338812086827781
-24.5,-22.5,6.8102259447207025
-24.5,-21.5,-0.29313827747992605
-24.5,-20.5,9.3311694626488
-24.5,-19.5,6.484884590103229
-24.5,-18.5,6.011021162339102
-24.5,-17.5,8.501903741471578
-24.5,-16.5,5.632406411914934
-24.5,-15.5,7.978354984779006
-24.5,-14.5,8.323564919032698
-24.5,-13.5,3.045271528037982
-24.5,-12.5,4.411406276747494
-24.5,-11.5,5.072168740701201
-24.5,-10.5,2.658841510649303
-24.5,-9.5,1.549792153922123
-24.5,-8.5,9.133269682887729
-24.5,-7.5,6.647672272264524
-24.5,-6.5,4.93874199272096
